product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Additive_2 Rt(min),UV210_Additive_2 AreaAbs,UV210_Additive_4 Rt(min),UV210_Additive_4 AreaAbs,UV210_Additive_6 Rt(min),UV210_Additive_6 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs
1025.00731,24914.86824,18803.72053,1.337543187,0.546829898,9.937475488,2016-Dec14-1536-CN-Plate2-227.Raw,2016-dec14-1536-cn-plate2-227.raw,15:C,0.468,42187.91255,0,0,1.418,1025.00731,0,0,0.741,24914.86824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,20584.27539,0,0,1.770,18803.72053
63561.07388,26721.42455,17775.51492,1.337543187,35.87055638,11.27453607,2016-Dec14-1536-CN-Plate2-243.Raw,2016-dec14-1536-cn-plate2-243.raw,16:C,0.468,23996.64003,0,0,1.418,63561.07388,0,0,0.742,26721.42455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,19693.60771,1.770,17775.51492
123023.4011,30113.73286,17926.17312,1.337543187,68.84449525,12.59906367,2016-Dec14-1536-CN-Plate2-259.Raw,2016-dec14-1536-cn-plate2-259.raw,17:C,0.468,9038.40183,1.394,4896.08415,1.420,123023.4011,0,0,0.743,30113.73286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,17926.17312
29575.08964,27606.37014,18620.45549,2.843725517,33.8754215,11.11937225,2016-Dec14-1536-CN-Plate2-275.Raw,2016-dec14-1536-cn-plate2-275.raw,18:C,0.467,25599.88597,0,0,0,0,0,0,0.741,27606.37014,0,0,0.575,13145.26568,0.753,29575.08964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18620.45549
56070.44721,28837.31942,18961.03604,2.843725517,63.0697188,11.4065442,2016-Dec14-1536-CN-Plate2-291.Raw,2016-dec14-1536-cn-plate2-291.raw,19:C,0.467,13426.17080,0,0,0,0,0,0,0.742,28837.31942,0,0,0,0,0.755,56070.44721,0.627,12112.70876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18961.03604
58537.27162,0,17676.36137,2.843725517,70.62989218,0,2016-Dec14-1536-CN-Plate2-307.Raw,2016-dec14-1536-cn-plate2-307.raw,20:C,0.467,12905.33036,0,0,0,0,0,0,0,0,0,0,0,0,0.755,58537.27162,0,0,0.703,4119.57200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17676.36137
2591.75662,24908.54225,17030.67893,2.174082389,2.481415648,10.96926715,2016-Dec14-1536-CN-Plate2-323.Raw,2016-dec14-1536-cn-plate2-323.raw,21:C,0.468,39261.43931,0,0,0,0,0,0,0.741,24908.54225,0,0,0,0,0,0,0,0,0,0,0.596,14568.89023,0.723,2591.75662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17030.67893
31113.81614,29274.68845,16015.21327,2.174082389,31.6780045,13.70947484,2016-Dec14-1536-CN-Plate2-339.Raw,2016-dec14-1536-cn-plate2-339.raw,22:C,0.468,25830.91104,0,0,0,0,0,0,0.742,29274.68845,0,0,0,0,0,0,0,0,0,0,0,0,0.722,31113.81614,0.644,14601.89600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,16015.21327
45851.30195,30079.05709,16247.89310,2.174082389,46.01420049,13.88444193,2016-Dec14-1536-CN-Plate2-355.Raw,2016-dec14-1536-cn-plate2-355.raw,23:C,0.468,20146.60884,0,0,0,0,0,0,0.742,30079.05709,0,0,0,0,0,0,0,0,0,0,0,0,0.721,45851.30195,0,0,0.706,13906.33749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,16247.89310
,21668.24133,15088.17166,,0,10.77080866,2016-Dec14-1536-CN-Plate2-371.Raw,2016-dec14-1536-cn-plate2-371.raw,24:C,0.469,36124.75273,0,0,0,0,0,0,0.742,21668.24133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,15088.17166
72255.12552,12001.30886,19500.67151,1.337543187,37.1696242,4.615729075,2016-Dec14-1536-CN-Plate2-4.Raw,2016-dec14-1536-cn-plate2-4.raw,1:D,0.466,24970.09394,1.392,16943.16842,1.419,72255.12552,0,0,0,0,0.734,12001.30886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19500.67151
34093.50865,12110.59723,22998.33904,2.843725517,31.61725517,3.949393001,2016-Dec14-1536-CN-Plate2-20.Raw,2016-dec14-1536-cn-plate2-20.raw,2:D,0.467,31838.97042,0,0,0,0,0,0,0,0,0.734,12110.59723,0.577,10902.65235,0.753,34093.50865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,22998.33904
48441.22177,11825.05509,20172.22334,2.843725517,51.21654271,4.396536351,2016-Dec14-1536-CN-Plate2-36.Raw,2016-dec14-1536-cn-plate2-36.raw,3:D,0.466,22572.57518,0,0,0,0,0,0,0,0,0.734,11825.05509,0,0,0.754,48441.22177,0.628,15796.33426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,20172.22334
54863.01133,0,20331.69205,2.843725517,57.55128922,0,2016-Dec14-1536-CN-Plate2-52.Raw,2016-dec14-1536-cn-plate2-52.raw,4:D,0.466,21202.64202,0,0,0,0,0,0,0,0,0,0,0,0,0.755,54863.01133,0,0,0.704,9331.61826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,20331.69205
19486.77331,11528.29381,19645.55905,2.174082389,16.17382734,4.401106804,2016-Dec14-1536-CN-Plate2-68.Raw,2016-dec14-1536-cn-plate2-68.raw,5:D,0.467,34702.63956,0,0,0,0,0,0,0,0,0.733,11528.29381,0,0,0,0,0,0,0,0,0.597,10320.17113,0.721,19486.77331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,19645.55905
32635.45202,12341.69706,20014.70419,2.174082389,26.58751317,4.624736249,2016-Dec14-1536-CN-Plate2-84.Raw,2016-dec14-1536-cn-plate2-84.raw,6:D,0.468,30288.28094,0,0,0,0,0,0,0,0,0.734,12341.69706,0,0,0,0,0,0,0,0,0,0,0.722,32635.45202,0.645,15762.22699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,20014.70419
46123.08611,14829.15618,18609.36517,2.174082389,40.41327646,5.976489276,2016-Dec14-1536-CN-Plate2-100.Raw,2016-dec14-1536-cn-plate2-100.raw,7:D,0.468,27127.05145,0,0,0,0,0,0,0,0,0.734,14829.15618,0,0,0,0,0,0,0,0,0,0,0.722,46123.08611,0,0,0.708,14324.53219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,18609.36517
,11837.01709,18532.59772,,0,4.79034993,2016-Dec14-1536-CN-Plate2-116.Raw,2016-dec14-1536-cn-plate2-116.raw,8:D,0.468,45391.12628,0,0,0,0,0,0,0,0,0.734,11837.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18532.59772
41547.39674,11709.25654,19145.18126,1.042356705,16.96531636,4.587024948,2016-Dec14-1536-CN-Plate2-132.Raw,2016-dec14-1536-cn-plate2-132.raw,9:D,0.467,33304.50523,0,0,0,0,0,0,0,0,0.732,11709.25654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,41547.39674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19145.18126
91574.65513,12124.82305,20824.84236,1.042356705,34.37725511,4.366716027,2016-Dec14-1536-CN-Plate2-148.Raw,2016-dec14-1536-cn-plate2-148.raw,10:D,0.466,16957.94535,0,0,0,0,0,0,0,0,0.732,12124.82305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,91574.65513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,20824.84236
110024.9733,12215.53636,19735.43440,1.042356705,43.5835106,4.642234919,2016-Dec14-1536-CN-Plate2-164.Raw,2016-dec14-1536-cn-plate2-164.raw,11:D,0.467,7510.41999,0,0,0,0,0,0,0,0,0.733,12215.53636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,110024.9733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19735.43440
2308.81878,12047.61847,19835.03529,0.948682226,0.828206999,4.555431197,2016-Dec14-1536-CN-Plate2-180.Raw,2016-dec14-1536-cn-plate2-180.raw,12:D,0.468,45156.91539,0,0,0,0,0,0,0,0,0.733,12047.61847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,24369.45718,1.221,2308.81878,0,0,0,0,0,0,0,0,1.770,19835.03529
38963.99200,12265.36197,20787.84317,0.948682226,13.33632103,4.425192842,2016-Dec14-1536-CN-Plate2-196.Raw,2016-dec14-1536-cn-plate2-196.raw,13:D,0.468,33558.26192,0,0,0,0,0,0,0,0,0.734,12265.36197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,38963.99200,1.111,26648.93113,0,0,0,0,0,0,1.771,20787.84317
72571.65862,12753.18369,19150.14632,0.948682226,26.96354436,4.994681299,2016-Dec14-1536-CN-Plate2-212.Raw,2016-dec14-1536-cn-plate2-212.raw,14:D,0.468,27279.67253,0,0,0,0,0,0,0,0,0.735,12753.18369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,72571.65862,0,0,1.172,29079.02032,0,0,0,0,1.771,19150.14632
7800.76275,11191.77275,18601.10016,1.337543187,4.206951598,4.512544684,2016-Dec14-1536-CN-Plate2-228.Raw,2016-dec14-1536-cn-plate2-228.raw,15:D,0.468,39729.07021,0,0,1.418,7800.76275,0,0,0,0,0.733,11191.77275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,18271.62764,0,0,1.769,18601.10016
80740.67403,12200.00968,20348.42607,1.337543187,39.80435813,4.496665851,2016-Dec14-1536-CN-Plate2-244.Raw,2016-dec14-1536-cn-plate2-244.raw,16:D,0.467,21465.61933,0,0,1.417,80740.67403,0,0,0,0,0.733,12200.00968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,14856.85309,1.769,20348.42607
123720.482,12514.36265,18589.63931,1.337543187,66.76359549,5.048926358,2016-Dec14-1536-CN-Plate2-260.Raw,2016-dec14-1536-cn-plate2-260.raw,17:D,0.467,7706.15195,1.392,4504.98897,1.418,123720.482,0,0,0,0,0.733,12514.36265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18589.63931
34559.42589,11784.07720,19324.14579,2.843725517,38.14302674,4.573582707,2016-Dec14-1536-CN-Plate2-276.Raw,2016-dec14-1536-cn-plate2-276.raw,18:D,0.468,23696.20317,0,0,0,0,0,0,0,0,0.733,11784.07720,0.576,11842.84159,0.754,34559.42589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19324.14579
48909.75455,11154.00136,18457.28535,2.843725517,56.51667394,4.532357204,2016-Dec14-1536-CN-Plate2-292.Raw,2016-dec14-1536-cn-plate2-292.raw,19:D,0.467,13843.24844,0,0,0,0,0,0,0,0,0.733,11154.00136,0,0,0.754,48909.75455,0.627,13570.43433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18457.28535
58253.37592,0,18278.54927,2.843725517,67.97172842,0,2016-Dec14-1536-CN-Plate2-308.Raw,2016-dec14-1536-cn-plate2-308.raw,20:D,0.467,10499.39775,0,0,0,0,0,0,0,0,0,0,0,0,0.755,58253.37592,0,0,0.703,5036.08193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18278.54927
14440.97290,11083.62661,17714.13685,2.174082389,13.29271578,4.692703929,2016-Dec14-1536-CN-Plate2-324.Raw,2016-dec14-1536-cn-plate2-324.raw,21:D,0.468,29594.55131,0,0,0,0,0,0,0,0,0.732,11083.62661,0,0,0,0,0,0,0,0,0.596,8586.98317,0.722,14440.97290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17714.13685
32823.27464,12106.75975,16459.39989,2.174082389,32.5166032,5.516646947,2016-Dec14-1536-CN-Plate2-340.Raw,2016-dec14-1536-cn-plate2-340.raw,22:D,0.468,22732.47593,0,0,0,0,0,0,0,0,0.731,12106.75975,0,0,0,0,0,0,0,0,0,0,0.721,32823.27464,0.643,13836.67247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,16459.39989
45987.09803,13088.55891,15841.36595,2.174082389,47.33481015,6.196699966,2016-Dec14-1536-CN-Plate2-356.Raw,2016-dec14-1536-cn-plate2-356.raw,23:D,0.467,18189.32382,0,0,0,0,0,0,0,0,0.730,13088.55891,0,0,0,0,0,0,0,0,0,0,0.720,45987.09803,0,0,0.705,12323.37610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15841.36595
,9821.02389,16165.00095,,0,4.556614591,2016-Dec14-1536-CN-Plate2-372.Raw,2016-dec14-1536-cn-plate2-372.raw,24:D,0.468,36080.62095,0,0,0,0,0,0,0,0,0.733,9821.02389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16165.00095
129846.2308,,17090.00111,1.337543187,76.21778678,0,2016-Dec14-1536-CN-Plate2-5.Raw,2016-dec14-1536-cn-plate2-5.raw,1:E,0.464,6718.74017,1.396,509.84997,1.417,129846.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17090.00111
64204.19470,,19969.22401,2.843725517,68.57268466,0,2016-Dec14-1536-CN-Plate2-21.Raw,2016-dec14-1536-cn-plate2-21.raw,2:E,0.465,10309.75393,0,0,0,0,0,0,0,0,0,0,0,0,0.753,64204.19470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19969.22401
72543.09945,,18711.56137,2.843725517,82.68657767,0,2016-Dec14-1536-CN-Plate2-37.Raw,2016-dec14-1536-cn-plate2-37.raw,3:E,0.465,7313.01056,0,0,0,0,0,0,0,0,0,0,0,0,0.755,72543.09945,0.628,2200.54299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18711.56137
71589.26346,,18801.31179,2.843725517,81.20984491,0,2016-Dec14-1536-CN-Plate2-53.Raw,2016-dec14-1536-cn-plate2-53.raw,4:E,0.465,8022.00931,0,0,0,0,0,0,0,0,0,0,0,0,0.755,71589.26346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18801.31179
52255.76803,,18696.67310,2.174082389,45.5729521,0,2016-Dec14-1536-CN-Plate2-69.Raw,2016-dec14-1536-cn-plate2-69.raw,5:E,0.466,20949.19870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,6502.38692,0.720,52255.76803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18696.67310
87378.94700,,17717.63732,2.174082389,80.41522119,0,2016-Dec14-1536-CN-Plate2-85.Raw,2016-dec14-1536-cn-plate2-85.raw,6:E,0.466,5620.57502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,87378.94700,0.645,2639.69681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,17717.63732
92781.10571,,17333.86418,2.174082389,87.27732283,0,2016-Dec14-1536-CN-Plate2-101.Raw,2016-dec14-1536-cn-plate2-101.raw,7:E,0.465,5835.90636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,92781.10571,0,0,0.707,2560.20160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,17333.86418
,,18229.16398,,0,0,2016-Dec14-1536-CN-Plate2-117.Raw,2016-dec14-1536-cn-plate2-117.raw,8:E,0.469,40050.28278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,18229.16398
104796.5364,,17702.54103,1.042356705,46.27953078,0,2016-Dec14-1536-CN-Plate2-133.Raw,2016-dec14-1536-cn-plate2-133.raw,9:E,0.466,7290.20648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,104796.5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17702.54103
116695.533,,18077.41113,1.042356705,50.46562134,0,2016-Dec14-1536-CN-Plate2-149.Raw,2016-dec14-1536-cn-plate2-149.raw,10:E,0.466,1837.18131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,116695.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18077.41113
118631.3662,,18110.43775,1.042356705,51.209226,0,2016-Dec14-1536-CN-Plate2-165.Raw,2016-dec14-1536-cn-plate2-165.raw,11:E,0.466,3420.60908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,118631.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18110.43775
3973.71726,,18750.72124,0.948682226,1.507859973,0,2016-Dec14-1536-CN-Plate2-181.Raw,2016-dec14-1536-cn-plate2-181.raw,12:E,0.467,41686.78040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,24248.29341,1.221,3973.71726,0,0,0,0,0,0,0,0,1.770,18750.72124
137766.5564,,17880.75878,0.948682226,54.82010788,0,2016-Dec14-1536-CN-Plate2-197.Raw,2016-dec14-1536-cn-plate2-197.raw,13:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,137766.5564,1.117,1814.76068,0,0,0,0,0,0,1.771,17880.75878
138735.4748,,17721.70575,0.948682226,55.70113322,0,2016-Dec14-1536-CN-Plate2-213.Raw,2016-dec14-1536-cn-plate2-213.raw,14:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,138735.4748,0,0,0,0,0,0,0,0,1.770,17721.70575
10618.23688,,17938.52670,1.337543187,5.937925103,0,2016-Dec14-1536-CN-Plate2-229.Raw,2016-dec14-1536-cn-plate2-229.raw,15:E,0.469,38053.26514,0,0,1.418,10618.23688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,18870.64533,0,0,1.770,17938.52670
140129.9367,,16782.53712,1.337543187,83.76110277,0,2016-Dec14-1536-CN-Plate2-245.Raw,2016-dec14-1536-cn-plate2-245.raw,16:E,0,0,0,0,1.418,140129.9367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,16782.53712
138482.2313,,17621.52399,1.337543187,78.83510746,0,2016-Dec14-1536-CN-Plate2-261.Raw,2016-dec14-1536-cn-plate2-261.raw,17:E,0.466,2799.83320,1.395,278.04374,1.417,138482.2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17621.52399
68736.14978,,18110.53388,2.843725517,80.94739685,0,2016-Dec14-1536-CN-Plate2-277.Raw,2016-dec14-1536-cn-plate2-277.raw,18:E,0.467,3755.82874,0,0,0,0,0,0,0,0,0,0,0,0,0.755,68736.14978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18110.53388
78453.73807,,17725.59935,2.843725517,94.39775173,0,2016-Dec14-1536-CN-Plate2-293.Raw,2016-dec14-1536-cn-plate2-293.raw,19:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,78453.73807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17725.59935
79480.09824,,17764.48692,2.843725517,95.42335131,0,2016-Dec14-1536-CN-Plate2-309.Raw,2016-dec14-1536-cn-plate2-309.raw,20:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,79480.09824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17764.48692
62078.04883,,15567.36045,2.174082389,65.0220022,0,2016-Dec14-1536-CN-Plate2-325.Raw,2016-dec14-1536-cn-plate2-325.raw,21:E,0.467,11806.46382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,3115.62557,0.720,62078.04883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15567.36045
94571.98991,,15729.49061,2.174082389,98.03589777,0,2016-Dec14-1536-CN-Plate2-341.Raw,2016-dec14-1536-cn-plate2-341.raw,22:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,94571.98991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,15729.49061
89990.04192,,14719.57356,2.174082389,99.68653196,0,2016-Dec14-1536-CN-Plate2-357.Raw,2016-dec14-1536-cn-plate2-357.raw,23:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,89990.04192,0,0,0.707,1693.36033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,14719.57356
,,15640.41946,,0,0,2016-Dec14-1536-CN-Plate2-373.Raw,2016-dec14-1536-cn-plate2-373.raw,24:E,0.468,35165.42091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15640.41946
114856.9741,55319.13013,15916.39540,1.337543187,72.39052533,26.06705009,2016-Dec14-1536-CN-Plate2-6.Raw,2016-dec14-1536-cn-plate2-6.raw,1:F,0.465,10509.47525,1.396,310.04606,1.417,114856.9741,0.897,55319.13013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15916.39540
63791.32192,47824.93706,19761.88341,2.843725517,68.84655406,18.15044754,2016-Dec14-1536-CN-Plate2-22.Raw,2016-dec14-1536-cn-plate2-22.raw,2:F,0.465,14562.80818,0,0,0,0,0.898,47824.93706,0,0,0,0,0,0,0.754,63791.32192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,19761.88341
73551.64146,69813.68429,19087.53746,2.843725517,82.1847816,27.43164923,2016-Dec14-1536-CN-Plate2-38.Raw,2016-dec14-1536-cn-plate2-38.raw,3:F,0.465,7497.66386,0,0,0,0,0.898,69813.68429,0,0,0,0,0,0,0.755,73551.64146,0.628,2135.35775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,19087.53746
72424.29811,0,19167.10569,2.843725517,80.58917239,0,2016-Dec14-1536-CN-Plate2-54.Raw,2016-dec14-1536-cn-plate2-54.raw,4:F,0.465,10570.42448,0,0,0,0,0,0,0,0,0,0,0,0,0.755,72424.29811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,19167.10569
17643.45473,7331.30651,18933.62990,2.174082389,15.19452071,2.90408121,2016-Dec14-1536-CN-Plate2-70.Raw,2016-dec14-1536-cn-plate2-70.raw,5:F,0.467,37083.08824,0,0,0,0,0.899,7331.30651,0,0,0,0,0,0,0,0,0,0,0,0,0.598,11080.17959,0.722,17643.45473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,18933.62990
92615.71943,68879.94308,18004.96402,2.174082389,83.87445444,28.69206363,2016-Dec14-1536-CN-Plate2-86.Raw,2016-dec14-1536-cn-plate2-86.raw,6:F,0.465,7787.13094,0,0,0,0,0.897,68879.94308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,92615.71943,0.643,1828.89272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18004.96402
92242.53481,66579.67944,17488.51160,2.174082389,86.003404,28.55289274,2016-Dec14-1536-CN-Plate2-102.Raw,2016-dec14-1536-cn-plate2-102.raw,7:F,0.465,6559.76185,0,0,0,0,0.897,66579.67944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,92242.53481,0,0,0.706,2647.98139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,17488.51160
,0,18767.85491,,0,0,2016-Dec14-1536-CN-Plate2-118.Raw,2016-dec14-1536-cn-plate2-118.raw,8:F,0.466,40702.66714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18767.85491
