product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_CF3product Rt(min),UV210_CF3product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_Add_6 Rt(min),UV210_Add_6 AreaAbs,UV210_Additive2 Rt(min),UV210_Additive2 AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_Add_4 Rt(min),UV210_Add_4 AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2-pyr-Cl Rt(min),UV210_2-pyr-Cl AreaAbs,UV210_2-py_product Rt(min),UV210_2-py_product AreaAbs,UV210_2-pyr-Br Rt(min),UV210_2-pyr-Br AreaAbs,UV210_2-pyr-I Rt(min),UV210_2-pyr-I AreaAbs,UV210_3-py_product Rt(min),UV210_3-py_product AreaAbs,UV210_3-pyr-Cl Rt(min),UV210_3-pyr-Cl AreaAbs,UV210_3-pyr-Br Rt(min),UV210_3-pyr-Br AreaAbs,UV210_3-pyr-I Rt(min),UV210_3-pyr-I AreaAbs
54641.8331,54641.8331,22805.10838,2.843725517,51.10248957,17.97026094,2016-Dec14-1536-CN-Plate1-179.Raw,2016-dec14-1536-cn-plate1-179.raw,12:C,0.465,22036.46842,0,0,1.77,22805.10838,0,0,0,0,0,0,0,0,0.751,54641.8331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,54641.8331,0,0,0.702,13404.04479,0,0,0,0,0,0,0,0
5538.79895,212.8795,22786.5965,2.174082389,3.963450153,0.070067342,2016-Dec14-1536-CN-Plate1-195.Raw,2016-dec14-1536-cn-plate1-195.raw,13:C,0.465,34093.90454,0,0,1.77,22786.5965,0,0,0,0,0,0,0,0,0.742,212.8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,5538.79895,0.596,12830.0112,0,0,0,0
44663.6863,13192.85947,22808.07792,2.174082389,31.93031022,4.338219396,2016-Dec14-1536-CN-Plate1-211.Raw,2016-dec14-1536-cn-plate1-211.raw,14:C,0.466,26545.41635,0,0,1.77,22808.07792,0,0,0,0,0,0,0,0,0.741,13192.85947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,44663.6863,0,0,0.643,16709.20866,0,0
67347.66142,20515.9385,22545.37257,2.174082389,48.70823186,6.824883389,2016-Dec14-1536-CN-Plate1-227.Raw,2016-dec14-1536-cn-plate1-227.raw,15:C,0.465,15414.86273,0,0,1.77,22545.37257,0,0,0,0,0,0,0,0,0.742,20515.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,67347.66142,0,0,0,0,0.71,11884.76189
0,0,22526.66492,,0,0,2016-Dec14-1536-CN-Plate1-243.Raw,2016-dec14-1536-cn-plate1-243.raw,16:C,0.466,34104.35241,0,0,1.77,22526.66492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14054.48334,27255.99938,21936.24272,1.042356705,5.008760546,9.318824466,2016-Dec14-1536-CN-Plate1-259.Raw,2016-dec14-1536-cn-plate1-259.raw,17:C,0.466,43025.24031,1.392,14054.48334,1.77,21936.24272,1.237,1358.00885,0,0,0,0,0,0,0.741,27255.99938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100198.732,30977.76184,22324.01336,1.042356705,35.08872433,10.40732283,2016-Dec14-1536-CN-Plate1-275.Raw,2016-dec14-1536-cn-plate1-275.raw,18:C,0.465,17935.36038,1.392,100198.732,1.77,22324.01336,0,0,0,0,0,0,0,0,0.741,30977.76184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108714.4783,28980.48235,20605.69748,1.042356705,41.2456065,10.54822909,2016-Dec14-1536-CN-Plate1-291.Raw,2016-dec14-1536-cn-plate1-291.raw,19:C,0.465,8241.43284,1.392,108714.4783,1.77,20605.69748,0,0,0,0,0,0,0,0,0.741,28980.48235,1.311,1651.41609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30004.91566,24437.8282,0.948682226,0,9.208546095,2016-Dec14-1536-CN-Plate1-307.Raw,2016-dec14-1536-cn-plate1-307.raw,20:C,0.468,52167.00666,0,0,1.771,24437.8282,0,0,0,0,0,0,0,0,0.742,30004.91566,0,0,1.074,28912.56136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40884.71701,28064.57252,20812.80915,0.948682226,13.9769471,10.11320924,2016-Dec14-1536-CN-Plate1-323.Raw,2016-dec14-1536-cn-plate1-323.raw,21:C,0.467,33032.94932,0,0,1.771,20812.80915,0,0,0,0,0,0,0,0,0.742,28064.57252,0,0,0,0,1.221,40884.71701,1.111,24566.49904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57439.89621,33136.92932,21629.3292,0.948682226,18.89524916,11.49027636,2016-Dec14-1536-CN-Plate1-339.Raw,2016-dec14-1536-cn-plate1-339.raw,22:C,0.466,34430.99021,0,0,1.77,21629.3292,0,0,0,0,0,0,0,0,0.741,33136.92932,0,0,0,0,1.221,57439.89621,0,0,1.171,29800.25873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487.19354,25361.40167,21155.69267,1.337543187,0.705195152,8.990984861,2016-Dec14-1536-CN-Plate1-355.Raw,2016-dec14-1536-cn-plate1-355.raw,23:C,0.467,41890.82135,0,0,1.77,21155.69267,0,0,0,0,0,0,0,0,0.742,25361.40167,0,0,0,0,0,0,0,0,0,0,1.308,18260.80415,1.418,1487.19354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77964.98634,34156.48192,23967.37402,1.337543187,32.63234102,10.68843062,2016-Dec14-1536-CN-Plate1-371.Raw,2016-dec14-1536-cn-plate1-371.raw,24:C,0.466,32049.54222,0,0,1.77,23967.37402,0,0,0,0,0,0,0,0,0.741,34156.48192,0,0,0,0,0,0,0,0,0,0,0,0,1.418,77964.98634,1.339,23067.4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49009.27431,5639.94097,17284.61824,1.042356705,22.16644806,2.447236999,2016-Dec14-1536-CN-Plate1-4.Raw,2016-dec14-1536-cn-plate1-4.raw,1:D,0.462,16841.751,1.394,49009.27431,1.771,17284.61824,0,0,0.733,5639.94097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54356.15568,6928.93931,18307.19749,1.042356705,23.21156884,2.838612783,2016-Dec14-1536-CN-Plate1-20.Raw,2016-dec14-1536-cn-plate1-20.raw,2:D,0.463,21020.60641,1.394,54356.15568,1.771,18307.19749,0,0,0.733,6928.93931,0,0,1.266,2785.15658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104433.0971,8891.59761,23495.05267,1.042356705,34.74876407,2.838341459,2016-Dec14-1536-CN-Plate1-36.Raw,2016-dec14-1536-cn-plate1-36.raw,3:D,0.462,8220.27372,1.393,104433.0971,1.77,23495.05267,0,0,0.733,8891.59761,0,0,0,0,0,0,1.311,861.57015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506.66848,3443.86101,18810.98593,0.948682226,0.948128865,1.373078353,2016-Dec14-1536-CN-Plate1-52.Raw,2016-dec14-1536-cn-plate1-52.raw,4:D,0.465,38625.20003,0,0,1.771,18810.98593,0,0,0.732,3443.86101,0,0,0,0,0,0,0,0,1.073,25630.37894,1.221,2506.66848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46031.20456,7446.30422,19671.11006,0.948682226,16.64966496,2.839050846,2016-Dec14-1536-CN-Plate1-68.Raw,2016-dec14-1536-cn-plate1-68.raw,5:D,0.465,30389.74242,0,0,1.77,19671.11006,0,0,0.733,7446.30422,0,0,0,0,0,0,0,0,0,0,1.221,46031.20456,1.111,22132.39928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49943.91361,7182.51181,17767.99301,0.948682226,19.99982627,3.031790847,2016-Dec14-1536-CN-Plate1-84.Raw,2016-dec14-1536-cn-plate1-84.raw,6:D,0.465,30340.03248,0,0,1.771,17767.99301,0,0,0.733,7182.51181,0,0,0,0,0,0,0,0,0,0,1.221,49943.91361,0,0,1.171,30077.26037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9217.0236,3486.84867,18520.47872,1.337543187,4.992379236,1.412024247,2016-Dec14-1536-CN-Plate1-100.Raw,2016-dec14-1536-cn-plate1-100.raw,7:D,0.465,34368.56748,0,0,1.77,18520.47872,0,0,0.733,3486.84867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,17644.71416,1.419,9217.0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112064.8767,9358.63326,20819.43878,1.337543187,53.99699311,3.371356461,2016-Dec14-1536-CN-Plate1-116.Raw,2016-dec14-1536-cn-plate1-116.raw,8:D,0.465,10949.3536,0,0,1.771,20819.43878,0,0,0.734,9358.63326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,112064.8767,1.34,8956.0266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135498.1992,10298.50262,23690.60733,1.337543187,57.37548977,3.260311928,2016-Dec14-1536-CN-Plate1-132.Raw,2016-dec14-1536-cn-plate1-132.raw,9:D,0.465,7437.03292,0,0,1.77,23690.60733,0,0,0.734,10298.50262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,135498.1992,0,0,1.396,290.02298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23815.00151,6791.95881,22462.96796,2.843725517,22.61165831,2.267718637,2016-Dec14-1536-CN-Plate1-148.Raw,2016-dec14-1536-cn-plate1-148.raw,10:D,0.465,30914.2153,0,0,1.771,22462.96796,0,0,0.734,6791.95881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,12868.68761,0.751,23815.00151,0,0,0,0,0,0,0,0,0,0,0,0
26879.8174,6643.85077,19939.52494,2.843725517,28.75149591,2.499000399,2016-Dec14-1536-CN-Plate1-164.Raw,2016-dec14-1536-cn-plate1-164.raw,11:D,0.466,28984.08047,0,0,1.77,19939.52494,0,0,0.733,6643.85077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,26879.8174,0.627,16947.42268,0,0,0,0,0,0,0,0,0,0
28312.6615,7631.02564,22374.03691,2.843725517,26.98890626,2.557995794,2016-Dec14-1536-CN-Plate1-180.Raw,2016-dec14-1536-cn-plate1-180.raw,12:D,0.465,33995.89584,0,0,1.77,22374.03691,0,0,0.733,7631.02564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,28312.6615,0,0,0.702,19820.51725,0,0,0,0,0,0,0,0
28038.40611,7078.19965,21919.04194,2.174082389,20.85782482,2.421935116,2016-Dec14-1536-CN-Plate1-196.Raw,2016-dec14-1536-cn-plate1-196.raw,13:D,0.466,30981.39794,0,0,1.771,21919.04194,0,0,0.732,7078.19965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,28038.40611,0.597,9326.69316,0,0,0,0
29162.15803,8848.369,22932.84715,2.174082389,20.73475671,2.893786675,2016-Dec14-1536-CN-Plate1-212.Raw,2016-dec14-1536-cn-plate1-212.raw,14:D,0.466,34930.83286,0,0,1.77,22932.84715,0,0,0.732,8848.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,29162.15803,0,0,0.643,21247.96959,0,0
43153.74203,10501.54211,22793.08994,2.174082389,30.87112941,3.45550191,2016-Dec14-1536-CN-Plate1-228.Raw,2016-dec14-1536-cn-plate1-228.raw,15:D,0.466,29376.2227,0,0,1.77,22793.08994,0,0,0.731,10501.54211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,43153.74203,0,0,0,0,0.705,19059.94241
0,3428.66799,21670.9449,,0,1.186612307,2016-Dec14-1536-CN-Plate1-244.Raw,2016-dec14-1536-cn-plate1-244.raw,16:D,0.466,38157.25769,0,0,1.77,21670.9449,0,0,0.732,3428.66799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57408.98897,12664.16482,22042.41997,1.042356705,20.36096013,4.309020347,2016-Dec14-1536-CN-Plate1-260.Raw,2016-dec14-1536-cn-plate1-260.raw,17:D,0.465,28669.01395,1.393,57408.98897,1.77,22042.41997,0,0,0.733,12664.16482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104933.8187,12418.59169,21079.23392,1.042356705,38.91690391,4.418539973,2016-Dec14-1536-CN-Plate1-276.Raw,2016-dec14-1536-cn-plate1-276.raw,18:D,0.465,12395.26668,1.392,104933.8187,1.77,21079.23392,0,0,0.733,12418.59169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111072.4336,11719.25772,20823.1935,1.042356705,41.70005044,4.220987184,2016-Dec14-1536-CN-Plate1-292.Raw,2016-dec14-1536-cn-plate1-292.raw,19:D,0.465,6959.84208,1.392,111072.4336,1.77,20823.1935,0,0,0.733,11719.25772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690.86657,11359.21988,20365.26883,0.948682226,0.940121626,4.183305893,2016-Dec14-1536-CN-Plate1-308.Raw,2016-dec14-1536-cn-plate1-308.raw,20:D,0.466,45017.31387,0,0,1.77,20365.26883,0,0,0.733,11359.21988,0,0,0,0,0,0,0,0,1.072,23797.88108,1.221,2690.86657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44348.3744,11558.25909,21171.0365,0.948682226,14.90450687,4.094600809,2016-Dec14-1536-CN-Plate1-324.Raw,2016-dec14-1536-cn-plate1-324.raw,21:D,0.467,30132.69576,0,0,1.771,21171.0365,0,0,0.734,11558.25909,0,0,0,0,0,0,0,0,0,0,1.221,44348.3744,1.111,23005.64564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59031.43102,13348.98029,21433.5636,0.948682226,19.596159,4.671054895,2016-Dec14-1536-CN-Plate1-340.Raw,2016-dec14-1536-cn-plate1-340.raw,22:D,0.466,36407.45427,0,0,1.77,21433.5636,0,0,0.733,13348.98029,0,0,0,0,0,0,0,0,0,0,1.221,59031.43102,0,0,1.171,32945.24397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8896.9344,11207.64009,21352.96112,1.337543187,4.179760101,3.936564123,2016-Dec14-1536-CN-Plate1-356.Raw,2016-dec14-1536-cn-plate1-356.raw,23:D,0.467,40460.25874,0,0,1.77,21352.96112,0,0,0.733,11207.64009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,17978.91491,1.418,8896.9344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79283.71247,12274.49945,20389.0784,1.337543187,39.00815943,4.515100882,2016-Dec14-1536-CN-Plate1-372.Raw,2016-dec14-1536-cn-plate1-372.raw,24:D,0.466,23721.98299,0,0,1.77,20389.0784,0,0,0.733,12274.49945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,79283.71247,1.339,17276.28911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76969.39568,,13913.64699,1.042356705,43.24687429,0,2016-Dec14-1536-CN-Plate1-5.Raw,2016-dec14-1536-cn-plate1-5.raw,1:E,0.462,6802.46203,1.393,76969.39568,1.771,13913.64699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88598.95676,,14714.42946,1.042356705,47.07201706,0,2016-Dec14-1536-CN-Plate1-21.Raw,2016-dec14-1536-cn-plate1-21.raw,2:E,0.462,8588.86441,1.393,88598.95676,1.771,14714.42946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96440.51385,,16151.52125,1.042356705,46.67923287,0,2016-Dec14-1536-CN-Plate1-37.Raw,2016-dec14-1536-cn-plate1-37.raw,3:E,0.463,7965.99596,1.393,96440.51385,1.77,16151.52125,0,0,0,0,0,0,0,0,0,0,1.312,810.49372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911.43921,,18831.86131,0.948682226,1.477833017,0,2016-Dec14-1536-CN-Plate1-53.Raw,2016-dec14-1536-cn-plate1-53.raw,4:E,0.464,36646.5827,0,0,1.77,18831.86131,0,0,0,0,0,0,0,0,0,0,0,0,1.073,22365.75096,1.221,3911.43921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122021.2835,,16690.73246,0.948682226,52.01663098,0,2016-Dec14-1536-CN-Plate1-69.Raw,2016-dec14-1536-cn-plate1-69.raw,5:E,0.464,5524.09358,0,0,1.771,16690.73246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,122021.2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117649.4141,,16899.5301,0.948682226,49.5332891,0,2016-Dec14-1536-CN-Plate1-85.Raw,2016-dec14-1536-cn-plate1-85.raw,6:E,0.465,6041.52447,0,0,1.771,16899.5301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,117649.4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24865.20235,,16369.3954,1.337543187,15.23801636,0,2016-Dec14-1536-CN-Plate1-101.Raw,2016-dec14-1536-cn-plate1-101.raw,7:E,0.465,26059.6811,0,0,1.77,16369.3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,11830.16235,1.418,24865.20235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126822.5108,,16738.08514,1.337543187,76.0080606,0,2016-Dec14-1536-CN-Plate1-117.Raw,2016-dec14-1536-cn-plate1-117.raw,8:E,0.464,3235.60795,0,0,1.771,16738.08514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,126822.5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133657.4212,,21085.42365,1.337543187,63.58868193,0,2016-Dec14-1536-CN-Plate1-133.Raw,2016-dec14-1536-cn-plate1-133.raw,9:E,0.464,6592.69749,0,0,1.77,21085.42365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,133657.4212,0,0,1.395,197.96913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54936.79416,,20879.4717,2.843725517,56.11678026,0,2016-Dec14-1536-CN-Plate1-149.Raw,2016-dec14-1536-cn-plate1-149.raw,10:E,0.465,13439.42155,0,0,1.77,20879.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,54936.79416,0,0,0,0,0,0,0,0,0,0,0,0
65058.87878,,18744.42101,2.843725517,74.02586359,0,2016-Dec14-1536-CN-Plate1-165.Raw,2016-dec14-1536-cn-plate1-165.raw,11:E,0.465,5575.65678,0,0,1.771,18744.42101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,65058.87878,0.628,1780.14977,0,0,0,0,0,0,0,0,0,0
75417.97934,,22307.4527,2.843725517,72.10640605,0,2016-Dec14-1536-CN-Plate1-181.Raw,2016-dec14-1536-cn-plate1-181.raw,12:E,0.465,9888.69617,0,0,1.771,22307.4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,75417.97934,0,0,0,0,0,0,0,0,0,0,0,0
76968.18057,,20858.09193,2.174082389,60.16915393,0,2016-Dec14-1536-CN-Plate1-197.Raw,2016-dec14-1536-cn-plate1-197.raw,13:E,0.465,8485.2133,0,0,1.77,20858.09193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,76968.18057,0.596,797.2222,0,0,0,0
103343.04,,22102.26048,2.174082389,76.23980932,0,2016-Dec14-1536-CN-Plate1-213.Raw,2016-dec14-1536-cn-plate1-213.raw,14:E,0.465,4773.89556,0,0,1.77,22102.26048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,103343.04,0,0,0,0,0,0
88237.83548,,19643.03536,2.174082389,73.24593194,0,2016-Dec14-1536-CN-Plate1-229.Raw,2016-dec14-1536-cn-plate1-229.raw,15:E,0.465,6622.97916,0,0,1.77,19643.03536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,88237.83548,0,0,0,0,0,0
0,,23103.2284,,0,0,2016-Dec14-1536-CN-Plate1-245.Raw,2016-dec14-1536-cn-plate1-245.raw,16:E,0.466,40110.34464,0,0,1.77,23103.2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87522.53285,,20271.39168,1.042356705,33.75312128,0,2016-Dec14-1536-CN-Plate1-261.Raw,2016-dec14-1536-cn-plate1-261.raw,17:E,0.465,14360.57648,1.392,87522.53285,1.77,20271.39168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112168.4652,,19936.56156,1.042356705,43.98434681,0,2016-Dec14-1536-CN-Plate1-277.Raw,2016-dec14-1536-cn-plate1-277.raw,18:E,0.465,8862.77551,1.392,112168.4652,1.77,19936.56156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116363.7819,,20209.38351,1.042356705,45.01345928,0,2016-Dec14-1536-CN-Plate1-293.Raw,2016-dec14-1536-cn-plate1-293.raw,19:E,0.465,7227.19745,1.393,116363.7819,1.771,20209.38351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385.68397,,21109.27271,0.948682226,1.141182686,0,2016-Dec14-1536-CN-Plate1-309.Raw,2016-dec14-1536-cn-plate1-309.raw,20:E,0.467,41993.70365,0,0,1.77,21109.27271,0,0,0,0,0,0,0,0,0,0,0,0,1.073,22784.43365,1.221,3385.68397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114057.5331,,17929.49763,0.948682226,45.26243148,0,2016-Dec14-1536-CN-Plate1-325.Raw,2016-dec14-1536-cn-plate1-325.raw,21:E,0.465,9490.82171,0,0,1.77,17929.49763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,114057.5331,1.111,4641.77791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141873.3301,,20652.57456,0.948682226,48.87745577,0,2016-Dec14-1536-CN-Plate1-341.Raw,2016-dec14-1536-cn-plate1-341.raw,22:E,0.465,8509.38676,0,0,1.77,20652.57456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,141873.3301,0,0,1.171,4832.24051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11005.55648,,21387.19127,1.337543187,5.1621109,0,2016-Dec14-1536-CN-Plate1-357.Raw,2016-dec14-1536-cn-plate1-357.raw,23:E,0.467,38970.25461,0,0,1.77,21387.19127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,17306.60476,1.419,11005.55648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136154.6489,,19456.37865,1.337543187,70.20039276,0,2016-Dec14-1536-CN-Plate1-373.Raw,2016-dec14-1536-cn-plate1-373.raw,24:E,0.465,6531.91214,0,0,1.771,19456.37865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,136154.6489,1.34,2475.46471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29007.97852,1722.70142,14708.802,1.042356705,15.4176361,0.87840333,2016-Dec14-1536-CN-Plate1-6.Raw,2016-dec14-1536-cn-plate1-6.raw,1:F,0.462,29024.35196,1.392,29007.97852,1.77,14708.802,0,0,0,0,0.896,1722.70142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35623.65567,9152.17265,14677.54089,1.042356705,18.97417112,4.676620926,2016-Dec14-1536-CN-Plate1-22.Raw,2016-dec14-1536-cn-plate1-22.raw,2:F,0.463,28488.16328,1.393,35623.65567,1.771,14677.54089,0,0,0,0,0.897,9152.17265,1.266,3113.99365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
