product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Additive_7 Rt(min),UV210_Additive_7 AreaAbs,UV210_Additive_3 Rt(min),UV210_Additive_3 AreaAbs,UV210_Additive_5 Rt(min),UV210_Additive_5 AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_Additive_1 Rt(min),UV210_Additive_1 AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs
13485.60642,0,19020.48954,2.843725517,15.1215994,0,2016-Dec14-1536-CN-Plate3-179.Raw,2016-dec14-1536-cn-plate3-179.raw,12:C,0.468,29748.38736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,13485.60642,0,0,0.702,23335.05194,0,0,0,0,0,0,0,0,1.769,19020.48954
15071.64903,0,19282.77643,2.174082389,12.74466628,0,2016-Dec14-1536-CN-Plate3-195.Raw,2016-dec14-1536-cn-plate3-195.raw,13:C,0.468,27857.93530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,11403.41597,0.786,15071.64903,0,0,0,0,1.770,19282.77643
16688.28838,0,19143.74785,2.174082389,14.21418921,0,2016-Dec14-1536-CN-Plate3-211.Raw,2016-dec14-1536-cn-plate3-211.raw,14:C,0.468,31807.28986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,16688.28838,0.643,22252.03938,0,0,1.770,19143.74785
19074.94198,0,18460.40873,2.174082389,16.84841979,0,2016-Dec14-1536-CN-Plate3-227.Raw,2016-dec14-1536-cn-plate3-227.raw,15:C,0.467,19514.81864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,19074.94198,0,0,0.705,14008.99843,1.769,18460.40873
,0,16942.30998,,0,0,2016-Dec14-1536-CN-Plate3-243.Raw,2016-dec14-1536-cn-plate3-243.raw,16:C,0.469,34405.31447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16942.30998
46228.08770,3277.77333,18450.95196,1.042356705,19.58685815,1.332359438,2016-Dec14-1536-CN-Plate3-259.Raw,2016-dec14-1536-cn-plate3-259.raw,17:C,0.467,28123.63338,1.392,46228.08770,0,0,0,0,0.374,3277.77333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18450.95196
95124.30907,3162.00096,17000.46495,1.042356705,43.74297776,1.394962272,2016-Dec14-1536-CN-Plate3-275.Raw,2016-dec14-1536-cn-plate3-275.raw,18:C,0.467,8397.07912,1.392,95124.30907,0,0,0,0,0.375,3162.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17000.46495
95258.73699,2837.37582,18105.05428,1.042356705,41.13226409,1.175379998,2016-Dec14-1536-CN-Plate3-291.Raw,2016-dec14-1536-cn-plate3-291.raw,19:C,0.467,6787.29015,1.392,95258.73699,0,0,0,0,0.375,2837.37582,0,0,0,0,1.311,2919.30101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18105.05428
1042.25565,2846.12742,16962.69942,0.948682226,0.43718104,1.258405583,2016-Dec14-1536-CN-Plate3-307.Raw,2016-dec14-1536-cn-plate3-307.raw,20:C,0.469,38826.66515,0,0,0,0,0,0,0.375,2846.12742,0,0,0,0,0,0,1.073,24294.30448,1.221,1042.25565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,16962.69942
61235.00476,4152.69157,18609.93750,0.948682226,23.41191123,1.673578258,2016-Dec14-1536-CN-Plate3-323.Raw,2016-dec14-1536-cn-plate3-323.raw,21:C,0.467,24131.05997,0,0,0,0,0,0,0.374,4152.69157,0,0,0,0,0,0,0,0,1.221,61235.00476,1.111,22792.14183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18609.93750
76272.16761,3960.57673,15854.68235,0.948682226,34.22871308,1.873536462,2016-Dec14-1536-CN-Plate3-339.Raw,2016-dec14-1536-cn-plate3-339.raw,22:C,0.468,20762.27736,0,0,0,0,0,0,0.375,3960.57673,0,0,0,0,0,0,0,0,1.221,76272.16761,0,0,1.171,12924.98913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15854.68235
3391.03732,3137.16117,16960.11236,1.337543187,2.005732083,1.387296751,2016-Dec14-1536-CN-Plate3-355.Raw,2016-dec14-1536-cn-plate3-355.raw,23:C,0.468,36260.32369,0,0,0,0,0,0,0.374,3137.16117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,18273.34370,1.417,3391.03732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16960.11236
101518.6391,3463.56431,19978.21427,1.337543187,50.97511306,1.300252965,2016-Dec14-1536-CN-Plate3-371.Raw,2016-dec14-1536-cn-plate3-371.raw,24:C,0.465,17627.39625,0,0,0,0,0,0,0.374,3463.56431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,101518.6391,1.338,17706.49176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19978.21427
14552.37378,0,15108.58760,1.042356705,7.529872142,0,2016-Dec14-1536-CN-Plate3-4.Raw,2016-dec14-1536-cn-plate3-4.raw,1:D,0.467,29478.18001,1.392,14552.37378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15108.58760
15149.89702,0,19080.45733,1.042356705,6.207239873,0,2016-Dec14-1536-CN-Plate3-20.Raw,2016-dec14-1536-cn-plate3-20.raw,2:D,0.467,33869.40247,1.392,15149.89702,0,0,0,0,0,0,1.266,9008.83603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19080.45733
15810.44807,0,18810.61246,1.042356705,6.570809399,0,2016-Dec14-1536-CN-Plate3-36.Raw,2016-dec14-1536-cn-plate3-36.raw,3:D,0.468,31398.47544,1.393,15810.44807,0,0,0,0,0,0,0,0,0,0,1.312,34342.19375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18810.61246
4045.07032,0,20025.78162,0.948682226,1.437204695,0,2016-Dec14-1536-CN-Plate3-52.Raw,2016-dec14-1536-cn-plate3-52.raw,4:D,0.468,30050.81590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,26619.08688,1.221,4045.07032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,20025.78162
8650.59760,0,19395.54688,0.948682226,3.173409432,0,2016-Dec14-1536-CN-Plate3-68.Raw,2016-dec14-1536-cn-plate3-68.raw,5:D,0.468,31632.33539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,8650.59760,1.111,34828.47360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19395.54688
10533.88688,0,19511.19166,0.948682226,3.841376565,0,2016-Dec14-1536-CN-Plate3-84.Raw,2016-dec14-1536-cn-plate3-84.raw,6:D,0.468,31881.06678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,10533.88688,0,0,1.171,53054.88539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19511.19166
10727.61427,0,19371.59087,1.337543187,5.555292598,0,2016-Dec14-1536-CN-Plate3-100.Raw,2016-dec14-1536-cn-plate3-100.raw,7:D,0.468,28324.17810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,16834.85428,1.418,10727.61427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19371.59087
15422.61937,0,18718.16481,1.337543187,8.265401421,0,2016-Dec14-1536-CN-Plate3-116.Raw,2016-dec14-1536-cn-plate3-116.raw,8:D,0.468,28190.65883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,15422.61937,1.339,30362.17755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18718.16481
14722.57015,0,19071.16317,1.337543187,7.74418158,0,2016-Dec14-1536-CN-Plate3-132.Raw,2016-dec14-1536-cn-plate3-132.raw,9:D,0.468,28024.92328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,14722.57015,0,0,1.391,43307.28675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19071.16317
7624.12834,0,19530.74687,2.843725517,8.325690944,0,2016-Dec14-1536-CN-Plate3-148.Raw,2016-dec14-1536-cn-plate3-148.raw,10:D,0.468,27732.98770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,21287.29836,0.753,7624.12834,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19530.74687
10526.87633,0,19307.27020,2.843725517,11.6286041,0,2016-Dec14-1536-CN-Plate3-164.Raw,2016-dec14-1536-cn-plate3-164.raw,11:D,0.469,27809.97251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,10526.87633,0.627,33705.70926,0,0,0,0,0,0,0,0,0,0,1.770,19307.27020
11072.48783,0,19259.82203,2.843725517,12.26145138,0,2016-Dec14-1536-CN-Plate3-180.Raw,2016-dec14-1536-cn-plate3-180.raw,12:D,0.468,30163.30991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,11072.48783,0,0,0.702,35152.15440,0,0,0,0,0,0,0,0,1.770,19259.82203
0,0,19500.84582,2.174082389,0,0,2016-Dec14-1536-CN-Plate3-196.Raw,2016-dec14-1536-cn-plate3-196.raw,13:D,0.469,32749.58212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,15218.00807,0,0,0,0,0,0,1.771,19500.84582
0,0,18894.61709,2.174082389,0,0,2016-Dec14-1536-CN-Plate3-212.Raw,2016-dec14-1536-cn-plate3-212.raw,14:D,0.469,32803.23947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,27928.91124,0,0,1.770,18894.61709
0,0,18271.57867,2.174082389,0,0,2016-Dec14-1536-CN-Plate3-228.Raw,2016-dec14-1536-cn-plate3-228.raw,15:D,0.468,30143.72867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705,34103.23442,1.769,18271.57867
,0,16959.95839,,0,0,2016-Dec14-1536-CN-Plate3-244.Raw,2016-dec14-1536-cn-plate3-244.raw,16:D,0.469,29743.44854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16959.95839
0,0,17642.08523,1.042356705,0,0,2016-Dec14-1536-CN-Plate3-260.Raw,2016-dec14-1536-cn-plate3-260.raw,17:D,0.468,30583.26480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17642.08523
0,0,17101.29305,1.042356705,0,0,2016-Dec14-1536-CN-Plate3-276.Raw,2016-dec14-1536-cn-plate3-276.raw,18:D,0.468,31877.60546,0,0,0,0,0,0,0,0,1.266,10803.27496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17101.29305
2002.56947,0,17225.26137,1.042356705,0.90886504,0,2016-Dec14-1536-CN-Plate3-292.Raw,2016-dec14-1536-cn-plate3-292.raw,19:D,0.468,30794.46614,1.393,2002.56947,0,0,0,0,0,0,0,0,0,0,1.312,34979.85884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17225.26137
0,0,18751.76990,0.948682226,0,0,2016-Dec14-1536-CN-Plate3-308.Raw,2016-dec14-1536-cn-plate3-308.raw,20:D,0.468,33020.83789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,24580.85355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18751.76990
0,0,18373.63035,0.948682226,0,0,2016-Dec14-1536-CN-Plate3-324.Raw,2016-dec14-1536-cn-plate3-324.raw,21:D,0.467,34896.06215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,33545.44509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18373.63035
0,0,16036.13301,0.948682226,0,0,2016-Dec14-1536-CN-Plate3-340.Raw,2016-dec14-1536-cn-plate3-340.raw,22:D,0.468,32249.33433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.170,45265.42376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16036.13301
0,0,19604.04411,1.337543187,0,0,2016-Dec14-1536-CN-Plate3-356.Raw,2016-dec14-1536-cn-plate3-356.raw,23:D,0.468,31144.03353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,18405.78931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19604.04411
0,0,19173.48160,1.337543187,0,0,2016-Dec14-1536-CN-Plate3-372.Raw,2016-dec14-1536-cn-plate3-372.raw,24:D,0.465,39225.34586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,37398.89317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19173.48160
31161.44303,0,16725.27848,1.042356705,14.56538038,0,2016-Dec14-1536-CN-Plate3-5.Raw,2016-dec14-1536-cn-plate3-5.raw,1:E,0.467,32160.20548,1.392,31161.44303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,16725.27848
42923.50607,0,17902.83980,1.042356705,18.74350865,0,2016-Dec14-1536-CN-Plate3-21.Raw,2016-dec14-1536-cn-plate3-21.raw,2:E,0.467,29819.71024,1.392,42923.50607,0,0,0,0,0,0,1.266,7226.85557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17902.83980
45091.48087,0,17977.52984,1.042356705,19.60839775,0,2016-Dec14-1536-CN-Plate3-37.Raw,2016-dec14-1536-cn-plate3-37.raw,3:E,0.467,30358.72806,1.392,45091.48087,0,0,0,0,0,0,0,0,0,0,1.311,21829.71558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17977.52984
5622.78403,0,19415.27558,0.948682226,2.060581853,0,2016-Dec14-1536-CN-Plate3-53.Raw,2016-dec14-1536-cn-plate3-53.raw,4:E,0.468,40144.94677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,25988.75394,1.221,5622.78403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19415.27558
43401.30094,0,18840.72961,0.948682226,16.39030586,0,2016-Dec14-1536-CN-Plate3-69.Raw,2016-dec14-1536-cn-plate3-69.raw,5:E,0.467,30957.62975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,43401.30094,1.111,25433.52204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18840.72961
48535.00598,0,17566.64793,0.948682226,19.65840226,0,2016-Dec14-1536-CN-Plate3-85.Raw,2016-dec14-1536-cn-plate3-85.raw,6:E,0.468,30385.49802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,48535.00598,0,0,1.171,38573.20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17566.64793
13310.51509,0,19482.86317,1.337543187,6.853480142,0,2016-Dec14-1536-CN-Plate3-101.Raw,2016-dec14-1536-cn-plate3-101.raw,7:E,0.469,36366.98704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,16985.82131,1.418,13310.51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19482.86317
46371.24686,0,17385.58230,1.337543187,26.75645727,0,2016-Dec14-1536-CN-Plate3-117.Raw,2016-dec14-1536-cn-plate3-117.raw,8:E,0.468,30657.50655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,46371.24686,1.339,23331.91820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17385.58230
50148.23486,0,18598.57818,1.337543187,27.04861196,0,2016-Dec14-1536-CN-Plate3-133.Raw,2016-dec14-1536-cn-plate3-133.raw,9:E,0.468,29478.49678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,50148.23486,0,0,1.391,31821.22105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18598.57818
26859.86815,0,18302.94498,2.843725517,31.29909936,0,2016-Dec14-1536-CN-Plate3-149.Raw,2016-dec14-1536-cn-plate3-149.raw,10:E,0.468,27229.54164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,10647.85389,0.754,26859.86815,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18302.94498
30328.21742,0,18374.51141,2.843725517,35.2030282,0,2016-Dec14-1536-CN-Plate3-165.Raw,2016-dec14-1536-cn-plate3-165.raw,11:E,0.468,25617.97984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,30328.21742,0.627,15631.51376,0,0,0,0,0,0,0,0,0,0,1.770,18374.51141
33262.00641,0,17696.89867,2.843725517,40.08669181,0,2016-Dec14-1536-CN-Plate3-181.Raw,2016-dec14-1536-cn-plate3-181.raw,12:E,0.468,26093.86658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,33262.00641,0,0,0.702,14542.38923,0,0,0,0,0,0,0,0,1.770,17696.89867
77090.85984,0,18279.86590,2.174082389,68.76495224,0,2016-Dec14-1536-CN-Plate3-197.Raw,2016-dec14-1536-cn-plate3-197.raw,13:E,0.468,34043.74848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,13189.28625,0.780,77090.85984,0,0,0,0,1.769,18279.86590
79782.52338,0,17577.47004,2.174082389,74.00970333,0,2016-Dec14-1536-CN-Plate3-213.Raw,2016-dec14-1536-cn-plate3-213.raw,14:E,0.468,29295.28392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780,79782.52338,0.643,21502.73709,0,0,1.770,17577.47004
72697.81019,0,16794.79002,2.174082389,70.58038327,0,2016-Dec14-1536-CN-Plate3-229.Raw,2016-dec14-1536-cn-plate3-229.raw,15:E,0.468,28092.09229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780,72697.81019,0,0,0.705,22533.90832,1.769,16794.79002
,0,17053.24875,,0,0,2016-Dec14-1536-CN-Plate3-245.Raw,2016-dec14-1536-cn-plate3-245.raw,16:E,0.469,33348.86613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17053.24875
26495.49575,1885.46055,16487.55396,1.042356705,12.56300254,0.857674471,2016-Dec14-1536-CN-Plate3-261.Raw,2016-dec14-1536-cn-plate3-261.raw,17:E,0.468,28860.01433,1.392,26495.49575,0,0,0,0,0,0,0,0,0.879,1885.46055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16487.55396
94540.13006,48007.99072,15717.07598,1.042356705,47.02427089,22.90883692,2016-Dec14-1536-CN-Plate3-277.Raw,2016-dec14-1536-cn-plate3-277.raw,18:E,0.467,7248.96153,1.392,94540.13006,0,0,0,0,0,0,1.269,2910.33125,0.879,48007.99072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,15717.07598
97146.71763,48741.40818,15639.26028,1.042356705,48.56121582,23.37454297,2016-Dec14-1536-CN-Plate3-293.Raw,2016-dec14-1536-cn-plate3-293.raw,19:E,0.467,6261.50220,1.392,97146.71763,0,0,0,0,0,0,0,0,0.878,48741.40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15639.26028
1286.00092,0,17270.12976,0.948682226,0.529819216,0,2016-Dec14-1536-CN-Plate3-309.Raw,2016-dec14-1536-cn-plate3-309.raw,20:E,0.469,34760.65553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,23136.94196,1.221,1286.00092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17270.12976
114620.8485,55264.58885,17250.30751,0.948682226,47.2768797,24.02765378,2016-Dec14-1536-CN-Plate3-325.Raw,2016-dec14-1536-cn-plate3-325.raw,21:E,0.467,6975.40462,0,0,0,0,0,0,0,0,0,0,0.879,55264.58885,0,0,0,0,1.221,114620.8485,1.111,6376.71814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17250.30751
117796.3251,54794.02388,15185.38819,0.948682226,55.19349187,27.06254026,2016-Dec14-1536-CN-Plate3-341.Raw,2016-dec14-1536-cn-plate3-341.raw,22:E,0.466,5633.94426,0,0,0,0,0,0,0,0,0,0,0.878,54794.02388,0,0,0,0,1.221,117796.3251,0,0,1.171,3832.22896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15185.38819
NA,NA,NA,1.337543187,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133411.2505,68225.26939,18264.96037,1.337543187,73.2728017,28.01481691,2016-Dec14-1536-CN-Plate3-373.Raw,2016-dec14-1536-cn-plate3-373.raw,24:E,0.465,6447.64869,0,0,0,0,0,0,0,0,0,0,0.878,68225.26939,0,0,0,0,0,0,0,0,0,0,0,0,1.417,133411.2505,1.338,6228.95648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18264.96037
68113.70117,20711.98867,15530.52271,1.042356705,34.28672739,10.00223353,2016-Dec14-1536-CN-Plate3-6.Raw,2016-dec14-1536-cn-plate3-6.raw,1:F,0.467,9222.86805,1.393,68113.70117,0,0,0.880,20711.98867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,15530.52271
115504.5219,69600.61611,17680.71597,1.042356705,51.07128287,29.52395264,2016-Dec14-1536-CN-Plate3-22.Raw,2016-dec14-1536-cn-plate3-22.raw,2:F,0.467,5237.61321,1.393,115504.5219,0,0,0.880,69600.61611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17680.71597
103894.5452,66239.74232,18165.28718,1.042356705,44.71241275,27.34875935,2016-Dec14-1536-CN-Plate3-38.Raw,2016-dec14-1536-cn-plate3-38.raw,3:F,0.467,10030.30393,1.393,103894.5452,0,0,0.880,66239.74232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18165.28718
2948.31575,0,18856.19301,0.948682226,1.112505085,0,2016-Dec14-1536-CN-Plate3-54.Raw,2016-dec14-1536-cn-plate3-54.raw,4:F,0.468,36903.43445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,25497.85429,1.220,2948.31575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18856.19301
