product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_P2Et Rt(min),UV210_P2Et AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_15 Rt(min),UV210_Additive_15 AreaAbs,UV210_Additive_17 Rt(min),UV210_Additive_17 AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Additive_19 Rt(min),UV210_Additive_19 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_Additive_13 Rt(min),UV210_Additive_13 AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_BTMG Rt(min),UV210_BTMG AreaAbs
21476.63423,6506.05011,20916.85021,1.337543187,10.30004263,2.332826241,2017-Jan26-1536-CN-Plate1-99.Raw,2017-jan26-1536-cn-plate1-99.raw,7:C,0.466,37593.38845,0,0,0,0,1.776,20916.85021,0,0,0.525,6506.05011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,13759.61043,1.421,21476.63423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131966.5787,6571.39258,21446.92682,1.337543187,61.72597738,2.298019012,2017-Jan26-1536-CN-Plate1-115.Raw,2017-jan26-1536-cn-plate1-115.raw,8:C,0.465,5339.35794,0,0,0,0,1.776,21446.92682,0,0,0.525,6571.39258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,131966.5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135101.62860,8251.88733,21539.91237,1.337543187,62.91956913,2.873231583,2017-Jan26-1536-CN-Plate1-131.Raw,2017-jan26-1536-cn-plate1-131.raw,9:C,0.466,4258.35894,0,0,0,0,1.776,21539.91237,0,0,0.525,8251.88733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,135101.62860,0,0,0,0,1.400,209.39722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19741.15790,7581.93835,21279.39416,2.843725517,19.78619625,2.672281862,2017-Jan26-1536-CN-Plate1-147.Raw,2017-jan26-1536-cn-plate1-147.raw,10:C,0.466,29295.67160,0,0,0,0,1.776,21279.39416,0,0,0.525,7581.93835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,11287.64849,0.754,19741.15790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22436.15434,8909.31239,20331.71722,2.843725517,23.5354934,3.286483078,2017-Jan26-1536-CN-Plate1-163.Raw,2017-jan26-1536-cn-plate1-163.raw,11:C,0.467,30238.31682,0,0,0,0,1.777,20331.71722,0,0,0.525,8909.31239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,22436.15434,0.628,14501.43762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20837.59694,8501.87208,20276.55962,2.843725517,21.9180702,3.144717022,2017-Jan26-1536-CN-Plate1-179.Raw,2017-jan26-1536-cn-plate1-179.raw,12:C,0.467,29419.47696,0,0,0,0,1.776,20276.55962,0,0,0.525,8501.87208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,20837.59694,0,0,0.704,13962.95755,0,0,0,0,0,0,0,0,0,0,0,0
59991.85661,7645.73972,20395.34141,2.174082389,47.96214472,2.811575849,2017-Jan26-1536-CN-Plate1-195.Raw,2017-jan26-1536-cn-plate1-195.raw,13:C,0.467,15503.12647,0,0,0,0,1.776,20395.34141,0,0,0.525,7645.73972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,1039.29921,0.722,59991.85661,0,0,0,0,0,0
33268.15260,8131.63196,19978.57120,2.174082389,27.15198165,3.052632774,2017-Jan26-1536-CN-Plate1-211.Raw,2017-jan26-1536-cn-plate1-211.raw,14:C,0.467,28156.06397,0,0,0,0,1.776,19978.57120,0,0,0.525,8131.63196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,33268.15260,0.645,10794.69373,0,0,0,0
93018.95026,9625.30577,19839.19341,2.174082389,76.45126838,3.638746475,2017-Jan26-1536-CN-Plate1-227.Raw,2017-jan26-1536-cn-plate1-227.raw,15:C,0.467,5548.31026,0,0,0,0,1.776,19839.19341,0,0,0.525,9625.30577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,93018.95026,0,0,0.709,1627.10070,0,0
,6703.73987,19879.60194,,0,2.529127617,2017-Jan26-1536-CN-Plate1-243.Raw,2017-jan26-1536-cn-plate1-243.raw,16:C,0.469,43181.63157,0,0,0,0,1.776,19879.60194,0,0,0.525,6703.73987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,794.05195,24903.38125,1.042356705,0,0.239139807,2017-Jan26-1536-CN-Plate1-259.Raw,2017-jan26-1536-cn-plate1-259.raw,17:C,0,0,0,0,0,0,1.776,24903.38125,0,0,0.525,794.05195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79837.78259,6641.27565,20556.05289,1.042356705,30.36311877,2.423109577,2017-Jan26-1536-CN-Plate1-275.Raw,2017-jan26-1536-cn-plate1-275.raw,18:C,0.466,18495.08550,0,0,1.396,79837.78259,1.776,20556.05289,0,0,0.525,6641.27565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,54323.11319
84301.19150,8412.58335,20679.27136,1.042356705,31.86956379,3.051092836,2017-Jan26-1536-CN-Plate1-291.Raw,2017-jan26-1536-cn-plate1-291.raw,19:C,0.467,14210.62983,0,0,1.396,84301.19150,1.776,20679.27136,0,0,0.525,8412.58335,0,0,0,0,1.316,7324.57980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,60157.71271
1552.99292,7211.33393,20368.25292,0.948682226,0.542497492,2.655358122,2017-Jan26-1536-CN-Plate1-307.Raw,2017-jan26-1536-cn-plate1-307.raw,20:C,0.468,44230.69084,0,0,0,0,1.776,20368.25292,0,0,0.525,7211.33393,0,0,0,0,0,0,1.076,22385.31803,1.224,1552.99292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,19424.74133
39871.37858,9001.91288,20122.59566,0.948682226,14.09805788,3.355151066,2017-Jan26-1536-CN-Plate1-323.Raw,2017-jan26-1536-cn-plate1-323.raw,21:C,0.468,33830.83051,0,0,0,0,1.776,20122.59566,0,0,0.525,9001.91288,0,0,0,0,0,0,0,0,1.224,39871.37858,1.114,24475.04837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,29862.86427
46018.38825,9570.68546,19139.47135,0.948682226,17.10738006,3.750372277,2017-Jan26-1536-CN-Plate1-339.Raw,2017-jan26-1536-cn-plate1-339.raw,22:C,0.468,34971.98420,0,0,0,0,1.776,19139.47135,0,0,0.525,9570.68546,0,0,0,0,0,0,0,0,1.224,46018.38825,0,0,1.174,30036.12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,31038.57538
6116.30109,7715.77400,20322.32804,1.337543187,3.019148584,2.847523489,2017-Jan26-1536-CN-Plate1-355.Raw,2017-jan26-1536-cn-plate1-355.raw,23:C,0.468,43739.13785,0,0,0,0,1.776,20322.32804,0,0,0.525,7715.77400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,17191.74639,1.421,6116.30109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,22678.64622
65357.49738,8671.70923,19605.74565,1.337543187,33.44114491,3.317283719,2017-Jan26-1536-CN-Plate1-371.Raw,2017-jan26-1536-cn-plate1-371.raw,24:C,0.468,27847.38970,0,0,0,0,1.776,19605.74565,0,0,0.525,8671.70923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,65357.49738,1.343,20041.86439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,37241.29114
22842.09934,0,19720.45541,1.042356705,9.055172217,0,2017-Jan26-1536-CN-Plate1-4.Raw,2017-jan26-1536-cn-plate1-4.raw,1:D,0.466,35463.55730,0.996,11610.40599,1.397,22842.09934,1.777,19720.45541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25459.80786,0,22322.38532,1.042356705,8.916453721,0,2017-Jan26-1536-CN-Plate1-20.Raw,2017-jan26-1536-cn-plate1-20.raw,2:D,0.465,38648.14048,0.996,12890.81982,1.396,25459.80786,1.776,22322.38532,0,0,0,0,0,0,1.269,3511.90173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25238.35125,0,22744.15305,1.042356705,8.674987339,0,2017-Jan26-1536-CN-Plate1-36.Raw,2017-jan26-1536-cn-plate1-36.raw,3:D,0.465,41251.37634,0.998,12527.60421,1.396,25238.35125,1.776,22744.15305,0,0,0,0,0,0,0,0,1.315,22043.30641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549.43115,0,22036.17943,0.948682226,1.468935867,0,2017-Jan26-1536-CN-Plate1-52.Raw,2017-jan26-1536-cn-plate1-52.raw,4:D,0.466,42497.31308,0.999,12811.97070,0,0,1.776,22036.17943,0,0,0,0,0,0,0,0,0,0,1.075,20705.45827,1.224,4549.43115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8517.56229,0,23065.13417,0.948682226,2.627491811,0,2017-Jan26-1536-CN-Plate1-68.Raw,2017-jan26-1536-cn-plate1-68.raw,5:D,0.467,48109.00255,0,0,0,0,1.776,23065.13417,0,0,0,0,0,0,0,0,0,0,0,0,1.225,8517.56229,1.113,26934.13306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13637.12260,0,21701.22559,0.948682226,4.471163192,0,2017-Jan26-1536-CN-Plate1-84.Raw,2017-jan26-1536-cn-plate1-84.raw,6:D,0.467,48530.83983,0,0,0,0,1.777,21701.22559,0,0,0,0,0,0,0,0,0,0,0,0,1.226,13637.12260,0,0,1.174,41035.85450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15354.64588,0,22302.66206,1.337543187,6.90640733,0,2017-Jan26-1536-CN-Plate1-100.Raw,2017-jan26-1536-cn-plate1-100.raw,7:D,0.466,45515.92682,0,0,0,0,1.776,22302.66206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,16703.38675,1.421,15354.64588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18201.79154,0,21100.33717,1.337543187,8.653540466,0,2017-Jan26-1536-CN-Plate1-116.Raw,2017-jan26-1536-cn-plate1-116.raw,8:D,0.466,43581.83285,0,0,0,0,1.776,21100.33717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,18201.79154,1.341,28327.95435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20423.29880,0,20039.79472,1.337543187,10.22354965,0,2017-Jan26-1536-CN-Plate1-132.Raw,2017-jan26-1536-cn-plate1-132.raw,9:D,0.467,42913.04744,0,0,0,0,1.777,20039.79472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,20423.29880,0,0,0,0,1.396,43669.48882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7204.88842,0,21499.37984,2.843725517,7.147436012,0,2017-Jan26-1536-CN-Plate1-148.Raw,2017-jan26-1536-cn-plate1-148.raw,10:D,0.467,45598.52066,0,0,0,0,1.776,21499.37984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,19528.66434,0.755,7204.88842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9236.79990,0,20096.25837,2.843725517,9.80291595,0,2017-Jan26-1536-CN-Plate1-164.Raw,2017-jan26-1536-cn-plate1-164.raw,11:D,0.467,42890.94282,0,0,0,0,1.776,20096.25837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,9236.79990,0.627,26215.87470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9963.85694,0,20961.70986,2.843725517,10.13794025,0,2017-Jan26-1536-CN-Plate1-180.Raw,2017-jan26-1536-cn-plate1-180.raw,12:D,0.467,40880.82222,0,0,0,0,1.776,20961.70986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,9963.85694,0,0,0.704,22590.64183,0,0,0,0,0,0,0,0,0,0,0,0
4104.90548,0,22080.82265,2.174082389,3.031273928,0,2017-Jan26-1536-CN-Plate1-196.Raw,2017-jan26-1536-cn-plate1-196.raw,13:D,0.468,44987.02920,0,0,0,0,1.776,22080.82265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,10947.34730,0.725,4104.90548,0,0,0,0,0,0
5724.70335,0,20529.69822,2.174082389,4.546819288,0,2017-Jan26-1536-CN-Plate1-212.Raw,2017-jan26-1536-cn-plate1-212.raw,14:D,0.467,48830.99216,0,0,0,0,1.776,20529.69822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,5724.70335,0.643,23005.18668,0,0,0,0
10782.13489,0,20571.77011,2.174082389,8.546147234,0,2017-Jan26-1536-CN-Plate1-228.Raw,2017-jan26-1536-cn-plate1-228.raw,15:D,0.468,42372.08063,0,0,0,0,1.777,20571.77011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,10782.13489,0,0,0.707,28637.09968,0,0
,0,19712.81184,,0,0,2017-Jan26-1536-CN-Plate1-244.Raw,2017-jan26-1536-cn-plate1-244.raw,16:D,0.468,45805.83861,0,0,0,0,1.776,19712.81184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18625.20063,6608.31855,20416.24248,1.042356705,7.131859569,2.427596087,2017-Jan26-1536-CN-Plate1-260.Raw,2017-jan26-1536-cn-plate1-260.raw,17:D,0.467,45847.48713,0,0,1.396,18625.20063,1.776,20416.24248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456,6608.31855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,57631.76749
48601.24577,14849.49468,21607.76644,1.042356705,17.58389829,5.154221432,2017-Jan26-1536-CN-Plate1-276.Raw,2017-jan26-1536-cn-plate1-276.raw,18:D,0.466,37287.40394,0,0,1.396,48601.24577,1.776,21607.76644,0,0,0,0,0,0,1.269,2569.53515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,14849.49468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,60335.44244
69678.28388,23476.67224,20664.79146,1.042356705,26.35991815,8.520533418,2017-Jan26-1536-CN-Plate1-292.Raw,2017-jan26-1536-cn-plate1-292.raw,19:D,0.465,26658.27745,0,0,1.397,69678.28388,1.777,20664.79146,0,0,0,0,0,0,0,0,1.316,13915.40080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,23476.67224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,62566.15511
0,0,21375.17725,0.948682226,0,0,2017-Jan26-1536-CN-Plate1-308.Raw,2017-jan26-1536-cn-plate1-308.raw,20:D,0.468,46828.11534,0,0,0,0,1.776,21375.17725,0,0,0,0,0,0,0,0,0,0,1.076,22818.49177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,67128.55131
1889.36390,3747.53373,20213.15285,0.948682226,0.665064231,1.390505672,2017-Jan26-1536-CN-Plate1-324.Raw,2017-jan26-1536-cn-plate1-324.raw,21:D,0.468,48945.45582,0,0,0,0,1.776,20213.15285,0,0,0,0,0,0,0,0,0,0,0,0,1.225,1889.36390,1.114,30787.82229,0,0,0,0,0,0,0,0,0.455,3747.53373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,63256.06420
7784.29494,4420.65025,19285.11030,0.948682226,2.871965335,1.719195648,2017-Jan26-1536-CN-Plate1-340.Raw,2017-jan26-1536-cn-plate1-340.raw,22:D,0.468,50048.19436,0,0,0,0,1.776,19285.11030,0,0,0,0,0,0,0,0,0,0,0,0,1.226,7784.29494,0,0,1.173,39753.77143,0,0,0,0,0,0,0.455,4420.65025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,61861.61282
0,0,20478.26308,1.337543187,0,0,2017-Jan26-1536-CN-Plate1-356.Raw,2017-jan26-1536-cn-plate1-356.raw,23:D,0.467,45382.69200,0,0,0,0,1.776,20478.26308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,17288.31525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,63371.22960
9322.41126,4650.53733,19114.44569,1.337543187,4.892554111,1.824747179,2017-Jan26-1536-CN-Plate1-372.Raw,2017-jan26-1536-cn-plate1-372.raw,24:D,0.468,47607.01846,0,0,0,0,1.776,19114.44569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,9322.41126,1.342,32817.44696,0.456,4650.53733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,65032.19707
20866.75395,0,16964.18425,1.042356705,9.616112883,0,2017-Jan26-1536-CN-Plate1-5.Raw,2017-jan26-1536-cn-plate1-5.raw,1:E,0.465,38222.25283,0.995,9216.11609,1.396,20866.75395,1.776,16964.18425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33963.88981,0,19430.60946,1.042356705,13.66496862,0,2017-Jan26-1536-CN-Plate1-21.Raw,2017-jan26-1536-cn-plate1-21.raw,2:E,0.465,39263.61328,0.995,9338.71547,1.396,33963.88981,1.776,19430.60946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30344.25268,0,20011.44627,1.042356705,11.85429164,0,2017-Jan26-1536-CN-Plate1-37.Raw,2017-jan26-1536-cn-plate1-37.raw,3:E,0.465,35216.84097,0.996,8685.18746,1.396,30344.25268,1.776,20011.44627,0,0,0,0,0,0,0,0,1.315,6568.75408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7380.65133,0,20359.60796,0.948682226,2.579332416,0,2017-Jan26-1536-CN-Plate1-53.Raw,2017-jan26-1536-cn-plate1-53.raw,4:E,0.467,48817.40826,0.999,13178.97020,0,0,1.777,20359.60796,0,0,0,0,0,0,0,0,0,0,1.076,21743.98908,1.224,7380.65133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45666.48943,0,19769.15210,0.948682226,16.4358293,0,2017-Jan26-1536-CN-Plate1-69.Raw,2017-jan26-1536-cn-plate1-69.raw,5:E,0.466,42235.46737,0.998,13700.16203,0,0,1.776,19769.15210,0,0,0,0,0,0,0,0,0,0,0,0,1.224,45666.48943,1.113,7518.50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50638.20192,0,19692.47193,0.948682226,18.29616546,0,2017-Jan26-1536-CN-Plate1-85.Raw,2017-jan26-1536-cn-plate1-85.raw,6:E,0.465,41147.88390,0.998,14132.37521,0,0,1.776,19692.47193,0,0,0,0,0,0,0,0,0,0,0,0,1.224,50638.20192,0,0,1.173,11458.57659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936.05594,0,20609.61465,1.337543187,2.889330361,0,2017-Jan26-1536-CN-Plate1-101.Raw,2017-jan26-1536-cn-plate1-101.raw,7:E,0.467,50515.63504,0,0,0,0,1.776,20609.61465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,17760.27162,1.421,5936.05594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38296.50039,0,19950.35646,1.337543187,19.25650723,0,2017-Jan26-1536-CN-Plate1-117.Raw,2017-jan26-1536-cn-plate1-117.raw,8:E,0.467,38427.02906,0,0,0,0,1.776,19950.35646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,38296.50039,1.342,6022.07004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38949.65756,0,20114.71843,1.337543187,19.42489921,0,2017-Jan26-1536-CN-Plate1-133.Raw,2017-jan26-1536-cn-plate1-133.raw,9:E,0.466,42232.81597,0,0,0,0,1.776,20114.71843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,38949.65756,0,0,0,0,1.396,9372.98650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29377.82849,0,20618.27193,2.843725517,30.38899776,0,2017-Jan26-1536-CN-Plate1-149.Raw,2017-jan26-1536-cn-plate1-149.raw,10:E,0.467,34072.89761,0,0,0,0,1.776,20618.27193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,29377.82849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35962.76094,0,19727.29670,2.843725517,38.88072897,0,2017-Jan26-1536-CN-Plate1-165.Raw,2017-jan26-1536-cn-plate1-165.raw,11:E,0.466,30724.59465,0,0,0,0,1.776,19727.29670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,35962.76094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36633.52667,896.84718,19397.70436,2.843725517,40.27887601,0.346760312,2017-Jan26-1536-CN-Plate1-181.Raw,2017-jan26-1536-cn-plate1-181.raw,12:E,0.467,28560.90896,0,0,0,0,1.776,19397.70436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,36633.52667,0,0,0,0,0.400,896.84718,0,0,0,0,0,0,0,0,0,0
14515.50294,0,19818.32488,2.174082389,11.94269708,0,2017-Jan26-1536-CN-Plate1-197.Raw,2017-jan26-1536-cn-plate1-197.raw,13:E,0.467,43598.97430,0,0,0,0,1.776,19818.32488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,7384.96112,0.723,14515.50294,0,0,0,0,0,0
26266.45283,0,19522.99075,2.174082389,21.93776353,0,2017-Jan26-1536-CN-Plate1-213.Raw,2017-jan26-1536-cn-plate1-213.raw,14:E,0.467,40436.74490,0,0,0,0,1.776,19522.99075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,26266.45283,0.645,10187.37943,0,0,0,0
27961.82188,0,19787.68243,2.174082389,23.04134387,0,2017-Jan26-1536-CN-Plate1-229.Raw,2017-jan26-1536-cn-plate1-229.raw,15:E,0.467,42848.54064,0,0,0,0,1.777,19787.68243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,27961.82188,0,0,0.707,13785.32212,0,0
,0,19618.75003,,0,0,2017-Jan26-1536-CN-Plate1-245.Raw,2017-jan26-1536-cn-plate1-245.raw,16:E,0.468,48559.19210,0,0,0,0,1.776,19618.75003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25639.56994,0,19442.64388,1.042356705,10.309392,0,2017-Jan26-1536-CN-Plate1-261.Raw,2017-jan26-1536-cn-plate1-261.raw,17:E,0.467,39984.21563,0,0,1.396,25639.56994,1.776,19442.64388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,54900.06181
