product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_15 Rt(min),UV210_Additive_15 AreaAbs,UV210_Additive_17 Rt(min),UV210_Additive_17 AreaAbs,UV210_Additive_19 Rt(min),UV210_Additive_19 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_Additive_13 Rt(min),UV210_Additive_13 AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs
34370.26786,9601.83892,21301.39246,2.174082389,26.30947521,3.380708272,2017-Jan26-1536-CN-Plate2-83.Raw,2017-jan26-1536-cn-plate2-83.raw,6:C,0.431,36478.69269,0.468,33234.55476,0,0,0,0,1.776,21301.39246,0,0,0.525,9601.83892,0,0,0,0,0,0,0,0,0,0,0,0,0.724,34370.26786,0,0,0.644,14275.18334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44413.34444,10456.62708,20156.92999,2.174082389,35.92744664,3.890706824,2017-Jan26-1536-CN-Plate2-99.Raw,2017-jan26-1536-cn-plate2-99.raw,7:C,0.430,40604.56772,0.468,28377.84502,0,0,0,0,1.776,20156.92999,0,0,0.525,10456.62708,0,0,0,0,0,0,0,0,0,0,0,0,0.725,44413.34444,0,0,0,0,0.707,20133.09992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8516.44510,19539.78044,,0,3.268887286,2017-Jan26-1536-CN-Plate2-115.Raw,2017-jan26-1536-cn-plate2-115.raw,8:C,0.434,22813.76626,0.469,43873.73168,0,0,0,0,1.776,19539.78044,0,0,0.525,8516.44510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34430.32928,9923.00714,20864.37658,1.042356705,12.90070345,3.566967607,2017-Jan26-1536-CN-Plate2-131.Raw,2017-jan26-1536-cn-plate2-131.raw,9:C,0,0,0.468,35254.54997,0,0,0,0,1.776,20864.37658,0,0,0.525,9923.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,36364.57761,1.396,34430.32928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67919.14532,9980.10757,21226.56285,1.042356705,25.0144043,3.526280217,2017-Jan26-1536-CN-Plate2-147.Raw,2017-jan26-1536-cn-plate2-147.raw,10:C,0,0,0.469,22755.56043,0,0,0,0,1.777,21226.56285,0,0,0.526,9980.10757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37309.15727,1.398,67919.14532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110416.9652,10388.02862,20295.64915,1.042356705,42.53147932,3.838764457,2017-Jan26-1536-CN-Plate2-163.Raw,2017-jan26-1536-cn-plate2-163.raw,11:C,0,0,0.469,2535.34305,0,0,0,0,1.777,20295.64915,0,0,0.525,10388.02862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,37613.61684,1.397,110416.9652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188.73204,9968.94491,18881.70747,0.948682226,0.44794504,3.95976311,2017-Jan26-1536-CN-Plate2-179.Raw,2017-jan26-1536-cn-plate2-179.raw,12:C,0,0,0.470,42249.84763,0,0,0,0,1.777,18881.70747,0,0,0.526,9968.94491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,37929.92698,0,0,0,0,0,0,0,0,1.076,22938.66311,1.226,1188.73204,0,0,0,0,0,0,0,0
34800.25264,11047.54219,19127.72733,0.948682226,12.94497014,4.331751863,2017-Jan26-1536-CN-Plate2-195.Raw,2017-jan26-1536-cn-plate2-195.raw,13:C,0,0,0.469,33686.96946,0,0,0,0,1.776,19127.72733,0,0,0.525,11047.54219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,36374.02333,0,0,0,0,0,0,0,0,0,0,1.225,34800.25264,1.114,23741.88295,0,0,0,0,0,0
65634.66844,11544.65959,18894.99164,0.948682226,24.71545556,4.582428547,2017-Jan26-1536-CN-Plate2-211.Raw,2017-jan26-1536-cn-plate2-211.raw,14:C,0,0,0.469,26227.53002,0,0,0,0,1.777,18894.99164,0,0,0.526,11544.65959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,36457.12278,0,0,0,0,0,0,0,0,0,0,1.226,65634.66844,0,0,1.175,25335.73373,0,0,0,0
5608.95560,9911.41376,19802.02213,1.337543187,2.841459947,3.753940106,2017-Jan26-1536-CN-Plate2-227.Raw,2017-jan26-1536-cn-plate2-227.raw,15:C,0,0,0.470,43035.96264,0,0,1.423,5608.95560,1.777,19802.02213,0,0,0.526,9911.41376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38527.24774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,20452.96378,0,0
75354.69081,11521.52182,20663.63261,1.337543187,36.58244249,4.181811468,2017-Jan26-1536-CN-Plate2-243.Raw,2017-jan26-1536-cn-plate2-243.raw,16:C,0,0,0.470,23333.90336,0,0,1.424,75354.69081,1.778,20663.63261,0,0,0.526,11521.52182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,36391.06074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,18853.33370
125170.419,12377.52010,19578.02930,1.337543187,64.13599101,4.741611203,2017-Jan26-1536-CN-Plate2-259.Raw,2017-jan26-1536-cn-plate2-259.raw,17:C,0,0,0.468,9505.71586,1.396,5034.33351,1.421,125170.419,1.776,19578.02930,0,0,0.525,12377.52010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37188.40431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30848.92856,10388.23329,20455.08438,2.843725517,32.16531055,3.808918613,2017-Jan26-1536-CN-Plate2-275.Raw,2017-jan26-1536-cn-plate2-275.raw,18:C,0,0,0.469,26339.07868,0,0,0,0,1.776,20455.08438,0,0,0.525,10388.23329,0,0,0.576,12414.17830,0.757,30848.92856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,37790.41847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47235.61827,11030.03281,19505.98988,2.843725517,51.64764803,4.24101769,2017-Jan26-1536-CN-Plate2-291.Raw,2017-jan26-1536-cn-plate2-291.raw,19:C,0,0,0.469,16369.26815,0,0,0,0,1.776,19505.98988,0,0,0.525,11030.03281,0,0,0,0,0.757,47235.61827,0.628,9154.76731,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38097.03763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48949.84696,9440.31334,17877.03327,2.843725517,58.39892185,3.960520225,2017-Jan26-1536-CN-Plate2-307.Raw,2017-jan26-1536-cn-plate2-307.raw,20:C,0,0,0.469,11508.93952,0,0,0,0,1.776,17877.03327,0,0,0.525,9440.31334,0,0,0,0,0.757,48949.84696,0,0,0.704,3042.09584,0,0,0,0,0,0,0,0,0,0,0.303,37260.28448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17706.87774,11683.77086,21585.48614,2.174082389,13.37572764,4.059592778,2017-Jan26-1536-CN-Plate2-323.Raw,2017-jan26-1536-cn-plate2-323.raw,21:C,0,0,0.469,40579.11238,0,0,0,0,1.776,21585.48614,0,0,0.525,11683.77086,0,0,0,0,0,0,0,0,0,0,0.597,13162.75077,0.725,17706.87774,0,0,0,0,0,0,0.302,45900.03612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33512.16821,10049.03526,17849.97686,2.174082389,30.61273502,4.222289302,2017-Jan26-1536-CN-Plate2-339.Raw,2017-jan26-1536-cn-plate2-339.raw,22:C,0,0,0.469,25524.26160,0,0,0,0,1.776,17849.97686,0,0,0.525,10049.03526,0,0,0,0,0,0,0,0,0,0,0,0,0.725,33512.16821,0,0,0.645,12333.89092,0,0,0.303,37075.14339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48364.11292,10307.10468,16543.21769,2.174082389,47.66948987,4.672808427,2017-Jan26-1536-CN-Plate2-355.Raw,2017-jan26-1536-cn-plate2-355.raw,23:C,0,0,0.469,18570.76098,0,0,0,0,1.777,16543.21769,0,0,0.525,10307.10468,0,0,0,0,0,0,0,0,0,0,0,0,0.725,48364.11292,0,0,0,0,0.707,14460.54963,0.303,37284.30388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8619.37184,16130.06615,,0,4.007751104,2017-Jan26-1536-CN-Plate2-371.Raw,2017-jan26-1536-cn-plate2-371.raw,24:C,0,0,0.470,37382.45190,0,0,0,0,1.777,16130.06615,0,0,0.526,8619.37184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,38817.27539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15524.45958,5813.13473,19176.40457,1.337543187,8.121165956,2.273549841,2017-Jan26-1536-CN-Plate2-4.Raw,2017-jan26-1536-cn-plate2-4.raw,1:D,0.427,63089.77040,0.467,46911.37597,1.396,40876.53093,1.422,15524.45958,1.776,19176.40457,0,0,0,0,0.455,5813.13473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11332.83764,6008.01197,20676.93998,2.843725517,11.68964545,2.179243686,2017-Jan26-1536-CN-Plate2-20.Raw,2017-jan26-1536-cn-plate2-20.raw,2:D,0.427,63491.67044,0.468,45390.01276,0,0,0,0,1.776,20676.93998,0,0,0,0,0.456,6008.01197,0.576,19964.56925,0.756,11332.83764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23456.90758,9413.63068,20031.25859,2.843725517,24.97534285,3.524602887,2017-Jan26-1536-CN-Plate2-36.Raw,2017-jan26-1536-cn-plate2-36.raw,3:D,0.426,66707.56205,0.467,38963.38653,0,0,0,0,1.776,20031.25859,0,0,0,0,0.457,9413.63068,0,0,0.756,23456.90758,0.628,21239.30491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27834.35560,11091.19031,20289.95364,2.843725517,29.2582978,4.099759461,2017-Jan26-1536-CN-Plate2-52.Raw,2017-jan26-1536-cn-plate2-52.raw,4:D,0.427,68810.37680,0.467,37209.94634,0,0,0,0,1.776,20289.95364,0,0,0,0,0.456,11091.19031,0,0,0.756,27834.35560,0,0,0.704,17974.88588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143.19298,4160.50505,20835.78443,2.174082389,0.894637207,1.497605658,2017-Jan26-1536-CN-Plate2-68.Raw,2017-jan26-1536-cn-plate2-68.raw,5:D,0.428,61219.42187,0.468,50029.24468,0,0,0,0,1.776,20835.78443,0,0,0,0,0.455,4160.50505,0,0,0,0,0,0,0,0,0.597,14038.67527,0.727,1143.19298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224.81473,4549.43485,20648.34981,2.174082389,2.546576237,1.652469207,2017-Jan26-1536-CN-Plate2-84.Raw,2017-jan26-1536-cn-plate2-84.raw,6:D,0.427,62228.79554,0.468,48944.76483,0,0,0,0,1.776,20648.34981,0,0,0,0,0.455,4549.43485,0,0,0,0,0,0,0,0,0,0,0.727,3224.81473,0,0,0.645,23102.92221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9423.50236,4966.07206,20560.43203,2.174082389,7.473385241,1.811515504,2017-Jan26-1536-CN-Plate2-100.Raw,2017-jan26-1536-cn-plate2-100.raw,7:D,0.427,64504.78698,0.468,47426.12421,0,0,0,0,1.776,20560.43203,0,0,0,0,0.455,4966.07206,0,0,0,0,0,0,0,0,0,0,0.725,9423.50236,0,0,0,0,0.707,31472.15276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,21138.05610,,0,0,2017-Jan26-1536-CN-Plate2-116.Raw,2017-jan26-1536-cn-plate2-116.raw,8:D,0.427,70151.63368,0.469,47920.37763,0,0,0,0,1.777,21138.05610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26752.23144,0,20982.19106,1.042356705,9.967512853,0,2017-Jan26-1536-CN-Plate2-132.Raw,2017-jan26-1536-cn-plate2-132.raw,9:D,0,0,0.470,38728.23348,0,0,0,0,1.777,20982.19106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37646.38068,1.398,26752.23144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48719.59969,0,21416.82467,1.042356705,17.78386933,0,2017-Jan26-1536-CN-Plate2-148.Raw,2017-jan26-1536-cn-plate2-148.raw,10:D,0,0,0.470,31985.20462,0,0,0,0,1.777,21416.82467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38448.42554,1.397,48719.59969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50624.01624,0,20933.21495,1.042356705,18.90594075,0,2017-Jan26-1536-CN-Plate2-164.Raw,2017-jan26-1536-cn-plate2-164.raw,11:D,0,0,0.468,31541.91397,0,0,0,0,1.776,20933.21495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,37959.22811,1.396,50624.01624,0,0,0,0,1.316,18456.70028,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19322.91110,0.948682226,0,0,2017-Jan26-1536-CN-Plate2-180.Raw,2017-jan26-1536-cn-plate2-180.raw,12:D,0,0,0.470,43600.30151,0,0,0,0,1.777,19322.91110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37657.22792,0,0,0,0,0,0,0,0,1.077,22097.56027,0,0,0,0,0,0,0,0,0,0
7972.25351,0,20360.25741,0.948682226,2.785991996,0,2017-Jan26-1536-CN-Plate2-196.Raw,2017-jan26-1536-cn-plate2-196.raw,13:D,0,0,0.470,43011.84513,0,0,0,0,1.777,20360.25741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38556.47789,0,0,0,0,0,0,0,0,0,0,1.226,7972.25351,1.115,24936.19074,0,0,0,0,0,0
10387.07615,0,18776.59497,0.948682226,3.936030958,0,2017-Jan26-1536-CN-Plate2-212.Raw,2017-jan26-1536-cn-plate2-212.raw,14:D,0,0,0.470,43437.01288,0,0,0,0,1.778,18776.59497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,37521.80089,0,0,0,0,0,0,0,0,0,0,1.226,10387.07615,0,0,1.176,28245.21327,0,0,0,0
7137.63409,0,20681.14530,1.337543187,3.462173057,0,2017-Jan26-1536-CN-Plate2-228.Raw,2017-jan26-1536-cn-plate2-228.raw,15:D,0,0,0.470,45321.00631,0,0,1.424,7137.63409,1.778,20681.14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,38308.44244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313,20231.22794,0,0
27485.73659,0,21934.11928,1.337543187,12.57060724,0,2017-Jan26-1536-CN-Plate2-244.Raw,2017-jan26-1536-cn-plate2-244.raw,16:D,0,0,0.470,41440.29389,0,0,1.422,27485.73659,1.777,21934.11928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,41300.85104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343,26651.20865
24616.98197,0,19487.93558,1.337543187,12.67179243,0,2017-Jan26-1536-CN-Plate2-260.Raw,2017-jan26-1536-cn-plate2-260.raw,17:D,0,0,0.469,40296.11610,1.396,36573.16215,1.421,24616.98197,1.776,19487.93558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38422.84420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13904.78966,0,20848.01040,2.843725517,14.22488447,0,2017-Jan26-1536-CN-Plate2-276.Raw,2017-jan26-1536-cn-plate2-276.raw,18:D,0,0,0.470,38411.84558,0,0,0,0,1.778,20848.01040,0,0,0,0,0,0,0.579,19659.53440,0.759,13904.78966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,39185.05690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18192.00297,0,19613.19638,2.843725517,19.78249574,0,2017-Jan26-1536-CN-Plate2-292.Raw,2017-jan26-1536-cn-plate2-292.raw,19:D,0,0,0.469,34657.12701,0,0,0,0,1.776,19613.19638,0,0,0,0,0,0,0,0,0.756,18192.00297,0.628,23021.94126,0,0,0,0,0,0,0,0,0,0,0,0,0.303,38626.11929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810.71354,0,18041.10599,2.843725517,23.41994655,0,2017-Jan26-1536-CN-Plate2-308.Raw,2017-jan26-1536-cn-plate2-308.raw,20:D,0,0,0.469,25746.03571,0,0,0,0,1.776,18041.10599,0,0,0,0,0,0,0,0,0.756,19810.71354,0,0,0.704,16499.72987,0,0,0,0,0,0,0,0,0,0,0.303,38944.66857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7124.21270,0,18945.16934,2.174082389,6.131625875,0,2017-Jan26-1536-CN-Plate2-324.Raw,2017-jan26-1536-cn-plate2-324.raw,21:D,0,0,0.470,36749.55302,0,0,0,0,1.776,18945.16934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,11776.00984,0.727,7124.21270,0,0,0,0,0,0,0.303,35367.69587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11395.30603,0,18779.13045,2.174082389,9.894361569,0,2017-Jan26-1536-CN-Plate2-340.Raw,2017-jan26-1536-cn-plate2-340.raw,22:D,0,0,0.469,35648.53631,0,0,0,0,1.776,18779.13045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,11395.30603,0,0,0.645,15625.57105,0,0,0.303,34490.53247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13136.37291,0,17084.58953,2.174082389,12.53742021,0,2017-Jan26-1536-CN-Plate2-356.Raw,2017-jan26-1536-cn-plate2-356.raw,23:D,0,0,0.469,33105.79590,0,0,0,0,1.776,17084.58953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,13136.37291,0,0,0,0,0.707,23046.00435,0.303,34661.45459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,16695.22985,,0,0,2017-Jan26-1536-CN-Plate2-372.Raw,2017-jan26-1536-cn-plate2-372.raw,24:D,0,0,0.470,33012.53569,0,0,0,0,1.777,16695.22985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,35479.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107152.0686,0,19579.27802,1.337543187,54.90007838,0,2017-Jan26-1536-CN-Plate2-5.Raw,2017-jan26-1536-cn-plate2-5.raw,1:E,0.426,68139.20194,0.467,15255.29527,1.396,9916.66971,1.422,107152.0686,1.776,19579.27802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50445.61625,0,19839.97395,2.843725517,54.22895975,0,2017-Jan26-1536-CN-Plate2-21.Raw,2017-jan26-1536-cn-plate2-21.raw,2:E,0.427,61328.73324,0.467,14650.82153,0,0,0,0,1.776,19839.97395,0,0,0,0,0,0,0.577,2607.60735,0.757,50445.61625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58232.41459,0,19538.91201,2.843725517,63.56431346,0,2017-Jan26-1536-CN-Plate2-37.Raw,2017-jan26-1536-cn-plate2-37.raw,3:E,0.427,68632.66554,0.467,13028.58519,0,0,0,0,1.777,19538.91201,0,0,0,0,0,0,0,0,0.757,58232.41459,0.629,3373.78545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58234.58839,0,19625.27631,2.843725517,63.2869505,0,2017-Jan26-1536-CN-Plate2-53.Raw,2017-jan26-1536-cn-plate2-53.raw,4:E,0.426,69284.45485,0.467,13606.34272,0,0,0,0,1.776,19625.27631,0,0,0,0,0,0,0,0,0.757,58234.58839,0,0,0.704,3107.18790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14467.22432,1297.70695,19569.43127,2.174082389,12.05436323,0.497347227,2017-Jan26-1536-CN-Plate2-69.Raw,2017-jan26-1536-cn-plate2-69.raw,5:E,0.429,51592.47541,0.468,39671.39857,0,0,0,0,1.776,19569.43127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,9315.19652,0.725,14467.22432,0.340,1297.70695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67383.43195,0,19265.89379,2.174082389,57.02971842,0,2017-Jan26-1536-CN-Plate2-85.Raw,2017-jan26-1536-cn-plate2-85.raw,6:E,0.427,62460.36096,0.467,17757.98121,0,0,0,0,1.776,19265.89379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,67383.43195,0,0,0.644,5293.60851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66220.61680,0,19756.10966,2.174082389,54.65489395,0,2017-Jan26-1536-CN-Plate2-101.Raw,2017-jan26-1536-cn-plate2-101.raw,7:E,0.428,57043.66920,0.467,15403.41543,0,0,0,0,1.776,19756.10966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,66220.61680,0,0,0,0,0.707,8605.99632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,18650.79326,,0,0,2017-Jan26-1536-CN-Plate2-117.Raw,2017-jan26-1536-cn-plate2-117.raw,8:E,0.428,60652.82656,0.468,47859.09660,0,0,0,0,1.776,18650.79326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57219.37877,0,18822.36704,1.042356705,23.76547665,0,2017-Jan26-1536-CN-Plate2-133.Raw,2017-jan26-1536-cn-plate2-133.raw,9:E,0,0,0.469,26443.66807,0,0,0,0,1.776,18822.36704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,37877.96739,1.397,57219.37877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87993.35364,0,19167.06077,1.042356705,35.88987774,0,2017-Jan26-1536-CN-Plate2-149.Raw,2017-jan26-1536-cn-plate2-149.raw,10:E,0,0,0.468,17680.17181,0,0,0,0,1.776,19167.06077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39504.56794,1.397,87993.35364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112411.7382,0,18952.25657,1.042356705,46.36906778,0,2017-Jan26-1536-CN-Plate2-165.Raw,2017-jan26-1536-cn-plate2-165.raw,11:E,0,0,0.462,9562.40462,0,0,0,0,1.776,18952.25657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,39114.39590,1.396,112411.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203.67967,0,18290.27816,0.948682226,0.857255308,0,2017-Jan26-1536-CN-Plate2-181.Raw,2017-jan26-1536-cn-plate2-181.raw,12:E,0,0,0.470,45167.65277,0,0,0,0,1.776,18290.27816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,37517.87264,0,0,0,0,0,0,0,0,1.076,20911.35809,1.225,2203.67967,0,0,0,0,0,0,0,0
114877.4821,0,18411.61868,0.948682226,44.39407022,0,2017-Jan26-1536-CN-Plate2-197.Raw,2017-jan26-1536-cn-plate2-197.raw,13:E,0,0,0.468,11292.97524,0,0,0,0,1.778,18411.61868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38952.67543,0,0,0,0,0,0,0,0,0,0,1.226,114877.4821,0,0,0,0,0,0,0,0
135539.52610,0,18160.04190,0.948682226,53.10447809,0,2017-Jan26-1536-CN-Plate2-213.Raw,2017-jan26-1536-cn-plate2-213.raw,14:E,0,0,0.463,2023.62671,0,0,0,0,1.777,18160.04190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,39515.73552,0,0,0,0,0,0,0,0,0,0,1.226,135539.52610,0,0,0,0,0,0,0,0
11055.67620,0,20169.40150,1.337543187,5.49871711,0,2017-Jan26-1536-CN-Plate2-229.Raw,2017-jan26-1536-cn-plate2-229.raw,15:E,0,0,0.470,45230.13304,0,0,1.422,11055.67620,1.776,20169.40150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37647.86340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,15971.06973,0,0
