product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,Prod-to-IS-Ratio,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_Toluidine Rt(min),UV210_Toluidine AreaAbs,UV210_Additive_21 Rt(min),UV210_Additive_21 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Additive_23 Rt(min),UV210_Additive_23 AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_Additive_25 Rt(min),UV210_Additive_25 AreaAbs,UV210_Additive_27 Rt(min),UV210_Additive_27 AreaAbs
44982.13526,70935.97687,22299.41570,2.174082389,32.89151252,23.85801645,2017-Feb17-1536-CN-Plate4-54.Raw,2017-feb17-1536-cn-plate4-54.raw,C:6,0.0000,0.433,49363.82165,0.467,29123.83014,0,0,0,0,0,0,1.776,22299.41570,0,0,0,0,0,0,0,0,0,0,0.725,44982.13526,0.645,17763.25207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,70935.97687,0,0
55981.64541,68516.57943,22262.96978,2.174082389,41.00150742,23.08202144,2017-Feb17-1536-CN-Plate4-55.Raw,2017-feb17-1536-cn-plate4-55.raw,C:7,0.0000,0.432,52654.24919,0.466,23638.40229,0,0,0,0,0,0,1.776,22262.96978,0,0,0,0,0,0,0,0,0,0,0.725,55981.64541,0,0,0.707,24267.02768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,68516.57943,0,0
,65208.71317,23725.82916,,0,20.61320368,2017-Feb17-1536-CN-Plate4-56.Raw,2017-feb17-1536-cn-plate4-56.raw,C:8,0.0000,0.434,37046.02385,0.468,47214.24076,0,0,0,0,0,0,1.776,23725.82916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,65208.71317,0,0
57862.60239,67703.29622,23324.94696,1.042356705,19.39344332,21.76959813,2017-Feb17-1536-CN-Plate4-57.Raw,2017-feb17-1536-cn-plate4-57.raw,C:9,0.0000,0,0,0.467,27582.01504,0,0,0,0,0,0,1.776,23324.94696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44005.47666,1.396,57862.60239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,67703.29622,0,0
92479.18797,67271.62333,23202.42402,1.042356705,31.15934188,21.74502003,2017-Feb17-1536-CN-Plate4-58.Raw,2017-feb17-1536-cn-plate4-58.raw,C:10,0.0000,0,0,0.468,15071.34525,0,0,0,0,0,0,1.776,23202.42402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,42609.67184,1.396,92479.18797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,67271.62333,0,0
119924.9519,68284.87694,24197.43424,1.042356705,38.74519603,21.16491245,2017-Feb17-1536-CN-Plate4-59.Raw,2017-feb17-1536-cn-plate4-59.raw,C:11,0.0000,0,0,0.467,3281.39310,0,0,0,0,0,0,1.776,24197.43424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,43127.52386,1.396,119924.9519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,68284.87694,0,0
5844.63044,68832.84978,23116.73325,0.948682226,1.798923194,22.33215082,2017-Feb17-1536-CN-Plate4-60.Raw,2017-feb17-1536-cn-plate4-60.raw,C:12,0.0000,0,0,0.469,46440.76864,0,0,0,0,0,0,1.776,23116.73325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45821.66591,0,0,0,0,1.076,28874.69096,0,0,1.224,5844.63044,0,0,0,0,0,0,0,0,0,0,0,0,0.869,68832.84978,0,0
30267.01017,70716.09396,22647.82716,0.948682226,9.508784567,23.41817169,2017-Feb17-1536-CN-Plate4-61.Raw,2017-feb17-1536-cn-plate4-61.raw,C:13,0.0000,0,0,0.468,39715.00932,0,0,0,0,0,0,1.776,22647.82716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44609.01412,0,0,0,0,0,0,1.114,52423.57604,1.224,30267.01017,0,0,0,0,0,0,0,0,0,0,0,0,0.869,70716.09396,0,0
56158.71110,71770.26086,23043.74865,0.948682226,17.33987768,23.35891459,2017-Feb17-1536-CN-Plate4-62.Raw,2017-feb17-1536-cn-plate4-62.raw,C:14,0.0000,0,0,0.468,34635.46298,0,0,0,0,0,0,1.776,23043.74865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45824.74945,0,0,0,0,0,0,0,0,1.225,56158.71110,1.175,39345.75399,0,0,0,0,0,0,0,0,0,0,0.869,71770.26086,0,0
12384.63803,67826.84017,23729.82833,1.337543187,5.235495595,21.4372095,2017-Feb17-1536-CN-Plate4-63.Raw,2017-feb17-1536-cn-plate4-63.raw,C:15,0.0000,0,0,0.468,43945.40977,0,0,0,0,1.422,12384.63803,1.776,23729.82833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44086.50321,0,0,0,0,0,0,0,0,0,0,0,0,1.311,26617.38971,0,0,0,0,0,0,0,0,0.868,67826.84017,0,0
65408.01341,71666.02552,22827.58139,1.337543187,28.74353219,23.54586683,2017-Feb17-1536-CN-Plate4-64.Raw,2017-feb17-1536-cn-plate4-64.raw,C:16,0.0000,0,0,0.468,31750.70373,0,0,0,0,1.421,65408.01341,1.776,22827.58139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44987.47737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,31071.98530,0,0,0,0,0,0,0.868,71666.02552,0,0
119506.00270,70769.79917,22247.39752,1.337543187,53.88645108,23.85777902,2017-Feb17-1536-CN-Plate4-65.Raw,2017-feb17-1536-cn-plate4-65.raw,C:17,0.0000,0,0,0.468,13163.61063,0,0,1.396,17594.79584,1.422,119506.00270,1.776,22247.39752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,43742.26497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,70769.79917,0,0
31731.84809,72177.73740,24766.37517,2.843725517,27.32636453,21.85758016,2017-Feb17-1536-CN-Plate4-66.Raw,2017-feb17-1536-cn-plate4-66.raw,C:18,0.0000,0,0,0.468,31183.12149,0,0,0,0,0,0,1.776,24766.37517,0.576,26429.04451,0.756,31731.84809,0,0,0,0,0,0,0,0,0,0,0,0,0.304,45256.57991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,72177.73740,0,0
58462.87933,70685.59952,23811.74276,2.843725517,52.36462009,22.26388895,2017-Feb17-1536-CN-Plate4-67.Raw,2017-feb17-1536-cn-plate4-67.raw,C:19,0.0000,0,0,0.468,14306.92063,0,0,0,0,0,0,1.776,23811.74276,0,0,0.757,58462.87933,0.628,11419.19852,0,0,0,0,0,0,0,0,0,0,0.305,45654.79977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,70685.59952,0,0
66079.42771,74352.73308,22498.79790,2.843725517,62.64059826,24.78556858,2017-Feb17-1536-CN-Plate4-68.Raw,2017-feb17-1536-cn-plate4-68.raw,C:20,0.0000,0,0,0.468,12288.25135,0,0,0,0,0,0,1.776,22498.79790,0,0,0.757,66079.42771,0,0,0.705,8392.68873,0,0,0,0,0,0,0,0,0.305,47355.07615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,74352.73308,0,0
11014.16280,69139.03466,23288.74634,2.174082389,7.71156711,22.26580824,2017-Feb17-1536-CN-Plate4-69.Raw,2017-feb17-1536-cn-plate4-69.raw,C:21,0.0000,0,0,0.469,41362.68244,0,0,0,0,0,0,1.776,23288.74634,0,0,0,0,0,0,0,0,0.598,20883.64794,0.727,11014.16280,0,0,0,0,0.305,44698.74897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,69139.03466,0,0
36405.79025,71163.45276,23169.66609,2.174082389,25.62052054,23.03554543,2017-Feb17-1536-CN-Plate4-70.Raw,2017-feb17-1536-cn-plate4-70.raw,C:22,0.0000,0,0,0.467,31367.78842,0,0,0,0,0,0,1.776,23169.66609,0,0,0,0,0,0,0,0,0,0,0.725,36405.79025,0.645,21732.16349,0,0,0.305,45013.33368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,71163.45276,0,0
60362.83043,70322.53004,22727.56399,2.174082389,43.30658798,23.20613752,2017-Feb17-1536-CN-Plate4-71.Raw,2017-feb17-1536-cn-plate4-71.raw,C:23,0.0000,0,0,0.468,23609.05900,0,0,0,0,0,0,1.776,22727.56399,0,0,0,0,0,0,0,0,0,0,0.725,60362.83043,0,0,0.708,20043.63595,0.305,45257.62365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,70322.53004,0,0
,67903.04202,24052.50453,,0,21.17337987,2017-Feb17-1536-CN-Plate4-72.Raw,2017-feb17-1536-cn-plate4-72.raw,C:24,0.0000,0,0,0.469,48648.01189,0,0,0,0,0,0,1.776,24052.50453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44775.80562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,67903.04202,0,0
84392.47581,44535.11897,22867.48026,1.337543187,37.021541,14.60647997,2017-Feb17-1536-CN-Plate4-73.Raw,2017-feb17-1536-cn-plate4-73.raw,D:1,0.0000,0.432,50996.83142,0.466,28345.26903,0,0,1.396,34893.40662,1.421,84392.47581,1.776,22867.48026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,44535.11897
25771.76360,42650.31225,24217.67052,2.843725517,22.69659515,13.20842736,2017-Feb17-1536-CN-Plate4-74.Raw,2017-feb17-1536-cn-plate4-74.raw,D:2,0.0000,0.431,55478.60719,0.467,37978.82800,0,0,0,0,0,0,1.776,24217.67052,0.576,30215.95261,0.756,25771.76360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,42650.31225
43479.72683,45624.84772,24752.44713,2.843725517,37.46429839,13.82434457,2017-Feb17-1536-CN-Plate4-75.Raw,2017-feb17-1536-cn-plate4-75.raw,D:3,0.0000,0.432,54954.23759,0.467,26779.55334,0,0,0,0,0,0,1.776,24752.44713,0,0,0.757,43479.72683,0.628,19712.60036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,45624.84772
46179.80463,47306.47598,25004.43528,2.843725517,39.38981845,14.18942543,2017-Feb17-1536-CN-Plate4-76.Raw,2017-feb17-1536-cn-plate4-76.raw,D:4,0.0000,0.431,57891.51618,0.466,26007.81558,0,0,0,0,0,0,1.776,25004.43528,0,0,0.756,46179.80463,0,0,0.704,21574.83889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,47306.47598
6821.74120,38113.46379,24275.30464,2.174082389,4.58213428,11.77538172,2017-Feb17-1536-CN-Plate4-77.Raw,2017-feb17-1536-cn-plate4-77.raw,D:5,0.0000,0.433,45254.88890,0.467,46496.86100,0,0,0,0,0,0,1.776,24275.30464,0,0,0,0,0,0,0,0,0.597,22044.12709,0.727,6821.74120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,38113.46379
34469.72103,45047.20666,24752.71042,2.174082389,22.70660834,13.64917394,2017-Feb17-1536-CN-Plate4-78.Raw,2017-feb17-1536-cn-plate4-78.raw,D:6,0.0000,0.432,50379.92586,0.467,36574.31318,0,0,0,0,0,0,1.776,24752.71042,0,0,0,0,0,0,0,0,0,0,0.725,34469.72103,0.645,21354.94975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,45047.20666
46875.01033,43135.61760,22940.28518,2.174082389,33.31806917,14.10257674,2017-Feb17-1536-CN-Plate4-79.Raw,2017-feb17-1536-cn-plate4-79.raw,D:7,0.0000,0.432,50761.83500,0.467,29403.44716,0,0,0,0,0,0,1.776,22940.28518,0,0,0,0,0,0,0,0,0,0,0.725,46875.01033,0,0,0.707,25981.11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,43135.61760
,38032.10902,23666.38442,,0,12.05257266,2017-Feb17-1536-CN-Plate4-80.Raw,2017-feb17-1536-cn-plate4-80.raw,D:8,0.0000,0.433,42588.96224,0.467,51045.06650,0,0,0,0,0,0,1.776,23666.38442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,38032.10902
23191.96684,34070.60001,24689.90500,1.042356705,7.343376414,10.3495538,2017-Feb17-1536-CN-Plate4-81.Raw,2017-feb17-1536-cn-plate4-81.raw,D:9,0.0000,0,0,0.468,43185.65353,0,0,0,0,0,0,1.776,24689.90500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48221.24618,1.396,23191.96684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.240,3451.29863,0,0,0,0,0.964,34070.60001
85315.85333,38865.69731,25621.48412,1.042356705,26.03173318,11.37688701,2017-Feb17-1536-CN-Plate4-82.Raw,2017-feb17-1536-cn-plate4-82.raw,D:10,0.0000,0,0,0.468,20833.02006,0,0,0,0,0,0,1.776,25621.48412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46638.72064,1.397,85315.85333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.269,1390.00938,0,0,0.964,38865.69731
122480.7819,39774.26844,26410.89260,1.042356705,36.25454831,11.29484785,2017-Feb17-1536-CN-Plate4-83.Raw,2017-feb17-1536-cn-plate4-83.raw,D:11,0.0000,0,0,0.468,5203.18443,0,0,0,0,0,0,1.776,26410.89260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46261.39886,1.396,122480.7819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,39774.26844
0,33872.65982,24500.06614,0.948682226,0,10.36915359,2017-Feb17-1536-CN-Plate4-84.Raw,2017-feb17-1536-cn-plate4-84.raw,D:12,0.0000,0,0,0.469,49926.38877,0,0,0,0,0,0,1.776,24500.06614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,47553.29772,0,0,0,0,1.076,31884.40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,33872.65982
15440.62547,37795.17225,26213.50263,0.948682226,4.191040534,10.81365569,2017-Feb17-1536-CN-Plate4-85.Raw,2017-feb17-1536-cn-plate4-85.raw,D:13,0.0000,0,0,0.469,46443.88511,0,0,0,0,0,0,1.776,26213.50263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46945.80833,0,0,0,0,0,0,1.114,56606.90498,1.225,15440.62547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,37795.17225
22042.08056,39053.80077,25648.45575,0.948682226,6.114675165,11.41992753,2017-Feb17-1536-CN-Plate4-86.Raw,2017-feb17-1536-cn-plate4-86.raw,D:14,0.0000,0,0,0.468,44921.50246,0,0,0,0,0,0,1.776,25648.45575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48134.81095,0,0,0,0,0,0,0,0,1.225,22042.08056,1.175,54891.40499,0,0,0,0,0,0,0,0,0,0,0,0,0.964,39053.80077
2186.01361,33937.59474,24780.08204,1.337543187,0.884950948,10.27163511,2017-Feb17-1536-CN-Plate4-87.Raw,2017-feb17-1536-cn-plate4-87.raw,D:15,0.0000,0,0,0.468,49107.37223,0,0,0,0,1.421,2186.01361,1.776,24780.08204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46621.94887,0,0,0,0,0,0,0,0,0,0,0,0,1.311,30166.39970,0,0,0,0,0,0,0,0,0,0,0.964,33937.59474
43332.92857,37956.90197,26044.32913,1.337543187,16.69067663,10.93047025,2017-Feb17-1536-CN-Plate4-88.Raw,2017-feb17-1536-cn-plate4-88.raw,D:16,0.0000,0,0,0.468,39608.66472,0,0,0,0,1.422,43332.92857,1.776,26044.32913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46389.59379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,35972.49850,0,0,0,0,0,0,0,0,0.964,37956.90197
75904.07580,37841.38650,24353.30491,1.337543187,31.26628393,11.65387613,2017-Feb17-1536-CN-Plate4-89.Raw,2017-feb17-1536-cn-plate4-89.raw,D:17,0.0000,0,0,0.468,29355.04458,0,0,1.396,33628.50753,1.422,75904.07580,1.776,24353.30491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46506.43405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,37841.38650
30564.79785,39288.93557,26434.81818,2.843725517,24.66006055,11.14692807,2017-Feb17-1536-CN-Plate4-90.Raw,2017-feb17-1536-cn-plate4-90.raw,D:18,0.0000,0,0,0.468,35080.07333,0,0,0,0,0,0,1.776,26434.81818,0.576,29637.63696,0.756,30564.79785,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46075.96020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,39288.93557
56300.08450,40865.31132,26112.71914,2.843725517,45.98390905,11.73718575,2017-Feb17-1536-CN-Plate4-91.Raw,2017-feb17-1536-cn-plate4-91.raw,D:19,0.0000,0,0,0.468,19577.64277,0,0,0,0,0,0,1.776,26112.71914,0,0,0.757,56300.08450,0.629,14088.33423,0,0,0,0,0,0,0,0,0,0,0.305,45082.29550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,40865.31132
61793.73406,44141.27414,25074.21636,2.843725517,52.56128921,13.20318655,2017-Feb17-1536-CN-Plate4-92.Raw,2017-feb17-1536-cn-plate4-92.raw,D:20,0.0000,0,0,0.468,18425.77122,0,0,0,0,0,0,1.777,25074.21636,0,0,0.757,61793.73406,0,0,0.705,17481.23799,0,0,0,0,0,0,0,0,0.305,47731.71741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,44141.27414
5184.44073,35929.13492,25215.14229,2.174082389,3.35256921,10.6867734,2017-Feb17-1536-CN-Plate4-93.Raw,2017-feb17-1536-cn-plate4-93.raw,D:21,0.0000,0,0,0.469,45529.11842,0,0,0,0,0,0,1.777,25215.14229,0,0,0,0,0,0,0,0,0.598,23734.59288,0.728,5184.44073,0,0,0,0,0.305,44794.52591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,35929.13492
23898.80822,39151.81373,25373.09035,2.174082389,15.35819367,11.57283559,2017-Feb17-1536-CN-Plate4-94.Raw,2017-feb17-1536-cn-plate4-94.raw,D:22,0.0000,0,0,0.468,39540.58065,0,0,0,0,0,0,1.776,25373.09035,0,0,0,0,0,0,0,0,0,0,0.726,23898.80822,0.645,25912.13828,0,0,0.305,45839.46637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,39151.81373
45137.96530,40123.18618,24602.68902,2.174082389,29.91552733,12.23134171,2017-Feb17-1536-CN-Plate4-95.Raw,2017-feb17-1536-cn-plate4-95.raw,D:23,0.0000,0,0,0.468,32149.97117,0,0,0,0,0,0,1.776,24602.68902,0,0,0,0,0,0,0,0,0,0,0.725,45137.96530,0,0,0.708,26675.00023,0.305,47474.48822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,40123.18618
,34326.73823,23514.32001,,0,10.94867029,2017-Feb17-1536-CN-Plate4-96.Raw,2017-feb17-1536-cn-plate4-96.raw,D:24,0.0000,0,0,0.468,49202.52216,0,0,0,0,0,0,1.776,23514.32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,44326.84481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,34326.73823
123737.0788,62618.38382,20711.93850,1.337543187,59.93053961,22.67474282,2017-Feb17-1536-CN-Plate4-97.Raw,2017-feb17-1536-cn-plate4-97.raw,E:1,0.0000,0.430,74045.21790,0.466,12034.43503,0.925,62618.38382,1.396,11811.94039,1.422,123737.0788,1.776,20711.93850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55282.66663,59165.27097,20687.53012,2.843725517,56.99401844,21.44961384,2017-Feb17-1536-CN-Plate4-98.Raw,2017-feb17-1536-cn-plate4-98.raw,E:2,0.0000,0.430,69737.31480,0.466,16783.72781,0.925,59165.27097,0,0,0,0,1.776,20687.53012,0.577,13057.76894,0.757,55282.66663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62372.00704,66512.32344,21112.91104,2.843725517,63.00725217,23.62736361,2017-Feb17-1536-CN-Plate4-99.Raw,2017-feb17-1536-cn-plate4-99.raw,E:3,0.0000,0.430,75317.96128,0.466,15205.77366,0.925,66512.32344,0,0,0,0,1.776,21112.91104,0,0,0.757,62372.00704,0.629,6745.28590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61206.56505,64879.40575,22057.34419,2.843725517,59.18255708,22.06047741,2017-Feb17-1536-CN-Plate4-100.Raw,2017-feb17-1536-cn-plate4-100.raw,E:4,0.0000,0.430,76519.02606,0.466,16957.01713,0.925,64879.40575,0,0,0,0,1.776,22057.34419,0,0,0.757,61206.56505,0,0,0.705,11866.78078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10167.97790,23302.25782,21625.85349,2.174082389,7.66652575,8.081388962,2017-Feb17-1536-CN-Plate4-101.Raw,2017-feb17-1536-cn-plate4-101.raw,E:5,0.0000,0.431,57161.00328,0.467,44374.43512,0.924,23302.25782,0,0,0,0,1.776,21625.85349,0,0,0,0,0,0,0,0,0.597,18390.45914,0.727,10167.97790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74452.82728,66039.61420,22164.85920,2.174082389,54.77135423,22.34605247,2017-Feb17-1536-CN-Plate4-102.Raw,2017-feb17-1536-cn-plate4-102.raw,E:6,0.0000,0.430,70970.02316,0.466,17364.71021,0.924,66039.61420,0,0,0,0,1.776,22164.85920,0,0,0,0,0,0,0,0,0,0,0.725,74452.82728,0.645,8045.21079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81831.43195,64679.52677,21457.25696,2.174082389,62.18465229,22.60757057,2017-Feb17-1536-CN-Plate4-103.Raw,2017-feb17-1536-cn-plate4-103.raw,E:7,0.0000,0.430,73385.18125,0.466,13568.69245,0.925,64679.52677,0,0,0,0,1.776,21457.25696,0,0,0,0,0,0,0,0,0,0,0.725,81831.43195,0,0,0.708,13815.21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14372.47513,21875.98504,,0,4.927483874,2017-Feb17-1536-CN-Plate4-104.Raw,2017-feb17-1536-cn-plate4-104.raw,E:8,0.0000,0.432,53806.91663,0.467,49230.24548,0.924,14372.47513,0,0,0,0,1.776,21875.98504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49583.89977,0,21726.01296,1.042356705,17.84178388,0,2017-Feb17-1536-CN-Plate4-105.Raw,2017-feb17-1536-cn-plate4-105.raw,E:9,0.0000,0,0,0.468,30753.15455,0,0,0,0,0,0,1.777,21726.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,43965.50936,1.397,49583.89977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112362.0425,7918.30032,21886.24911,1.042356705,40.13524468,2.713450446,2017-Feb17-1536-CN-Plate4-106.Raw,2017-feb17-1536-cn-plate4-106.raw,E:10,0.0000,0,0,0.467,9309.38538,0.924,7918.30032,0,0,0,0,1.776,21886.24911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46975.23327,1.396,112362.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124264.5885,18974.66463,21004.72143,1.042356705,46.24961136,6.775142686,2017-Feb17-1536-CN-Plate4-107.Raw,2017-feb17-1536-cn-plate4-107.raw,E:11,0.0000,0,0,0.467,2288.91498,0.924,18974.66463,0,0,0,0,1.776,21004.72143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46538.06603,1.396,124264.5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9041.76604,0,22255.34127,0.948682226,2.890686767,0,2017-Feb17-1536-CN-Plate4-108.Raw,2017-feb17-1536-cn-plate4-108.raw,E:12,0.0000,0,0,0.468,47276.87051,0,0,0,0,0,0,1.776,22255.34127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46457.08057,0,0,0,0,1.076,27966.28408,0,0,1.225,9041.76604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
