product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Additive_1 Rt(min),UV210_Additive_1 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_3 Rt(min),UV210_Additive_3 AreaAbs,UV210_Additive_5 Rt(min),UV210_Additive_5 AreaAbs,UV210_Additive_7 Rt(min),UV210_Additive_7 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs
50244.70334,3942.23796,18885.42383,1.042356705,20.79893886,1.565587565,2016-Dec14-1536-CN-Plate4-131.Raw,2016-dec14-1536-cn-plate4-131.raw,9:C,0.467,28684.10845,0,0,0,0,0,0,1.769,18885.42383,0,0,0.373,3942.23796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391,50244.70334,1.236,1239.64486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110294.3352,4084.59910,19579.37498,1.042356705,44.03844861,1.564630806,2016-Dec14-1536-CN-Plate4-147.Raw,2016-dec14-1536-cn-plate4-147.raw,10:C,0.468,6099.98008,0,0,0,0,0,0,1.770,19579.37498,0,0,0.374,4084.59910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,110294.3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117966.8761,3961.30731,19444.48515,1.042356705,47.42870408,1.527929621,2016-Dec14-1536-CN-Plate4-163.Raw,2016-dec14-1536-cn-plate4-163.raw,11:C,0.467,4058.17064,0,0,0,0,0,0,1.769,19444.48515,0,0,0.373,3961.30731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391,117966.8761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037.51062,3571.52708,18940.94392,0.948682226,0.389738186,1.414208987,2016-Dec14-1536-CN-Plate4-179.Raw,2016-dec14-1536-cn-plate4-179.raw,12:C,0.468,44567.75682,0,0,0,0,0,0,1.769,18940.94392,0,0,0.374,3571.52708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,25969.55537,1.221,1037.51062,0,0,0,0,0,0,0,0
40324.46050,5500.96445,19346.89153,0.948682226,14.82994008,2.132499338,2016-Dec14-1536-CN-Plate4-195.Raw,2016-dec14-1536-cn-plate4-195.raw,13:C,0.467,34207.32725,0,0,0,0,0,0,1.769,19346.89153,0,0,0.374,5500.96445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,40324.46050,1.111,29248.60092,0,0,0,0,0,0
73885.86788,5579.59848,19200.20095,0.948682226,27.38026406,2.179507846,2016-Dec14-1536-CN-Plate4-211.Raw,2016-dec14-1536-cn-plate4-211.raw,14:C,0.468,26318.96008,0,0,0,0,0,0,1.769,19200.20095,0,0,0.374,5579.59848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,73885.86788,0,0,1.171,26553.30169,0,0,0,0
3820.26391,4368.44113,19931.05258,1.337543187,1.922791563,1.643832324,2016-Dec14-1536-CN-Plate4-227.Raw,2016-dec14-1536-cn-plate4-227.raw,15:C,0.469,40952.70408,0,0,0,0,1.417,3820.26391,1.769,19931.05258,0,0,0.374,4368.44113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,23062.46808,0,0
84041.60772,5555.61752,19920.71961,1.337543187,42.32124218,2.091647904,2016-Dec14-1536-CN-Plate4-243.Raw,2016-dec14-1536-cn-plate4-243.raw,16:C,0.468,21881.46717,0,0,0,0,1.418,84041.60772,1.770,19920.71961,0,0,0.375,5555.61752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,21172.62984
129702.4069,6197.24203,19634.36263,1.337543187,66.26745697,2.367243394,2016-Dec14-1536-CN-Plate4-259.Raw,2016-dec14-1536-cn-plate4-259.raw,17:C,0.467,7712.77432,0,0,1.391,6421.58012,1.417,129702.4069,1.769,19634.36263,0,0,0.374,6197.24203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35941.79265,5237.70740,20031.41531,2.843725517,38.26811211,1.96105991,2016-Dec14-1536-CN-Plate4-275.Raw,2016-dec14-1536-cn-plate4-275.raw,18:C,0.469,25042.36049,0,0,0,0,0,0,1.770,20031.41531,0,0,0.375,5237.70740,0,0,0.576,13397.23893,0.755,35941.79265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59272.15478,5868.73625,19365.53594,2.843725517,65.27849508,2.272879099,2016-Dec14-1536-CN-Plate4-291.Raw,2016-dec14-1536-cn-plate4-291.raw,19:C,0.469,11925.98741,0,0,0,0,0,0,1.771,19365.53594,0,0,0.375,5868.73625,0,0,0,0,0.756,59272.15478,0.628,10012.74637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62976.35358,5541.69237,19321.26336,2.843725517,69.51698512,2.151137429,2016-Dec14-1536-CN-Plate4-307.Raw,2016-dec14-1536-cn-plate4-307.raw,20:C,0.467,11182.85020,0,0,0,0,0,0,1.769,19321.26336,0,0,0.374,5541.69237,0,0,0,0,0.755,62976.35358,0,0,0.702,4717.04313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13836.09695,5419.85733,19363.43376,2.174082389,11.65114169,2.09926248,2016-Dec14-1536-CN-Plate4-323.Raw,2016-dec14-1536-cn-plate4-323.raw,21:C,0.469,36725.94759,0,0,0,0,0,0,1.769,19363.43376,0,0,0.374,5419.85733,0,0,0,0,0,0,0,0,0,0,0.596,16308.72463,0.723,13836.09695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39554.97238,5328.61423,18007.44331,2.174082389,35.81675951,2.219338195,2016-Dec14-1536-CN-Plate4-339.Raw,2016-dec14-1536-cn-plate4-339.raw,22:C,0.468,24740.08727,0,0,0,0,0,0,1.769,18007.44331,0,0,0.375,5328.61423,0,0,0,0,0,0,0,0,0,0,0,0,0.722,39554.97238,0.642,18446.49584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55563.36422,5314.14008,18453.23074,2.174082389,49.09682213,2.15984134,2016-Dec14-1536-CN-Plate4-355.Raw,2016-dec14-1536-cn-plate4-355.raw,23:C,0.468,19792.58928,0,0,0,0,0,0,1.769,18453.23074,0,0,0.375,5314.14008,0,0,0,0,0,0,0,0,0,0,0,0,0.722,55563.36422,0,0,0.705,15700.77000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4247.40027,18154.64995,,0,1.754674539,2016-Dec14-1536-CN-Plate4-371.Raw,2016-dec14-1536-cn-plate4-371.raw,24:C,0.470,41084.92864,0,0,0,0,0,0,1.770,18154.64995,0,0,0.375,4247.40027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102.66097,0,17889.88080,1.337543187,2.861266724,0,2016-Dec14-1536-CN-Plate4-4.Raw,2016-dec14-1536-cn-plate4-4.raw,1:D,0.466,37783.51761,0,0,1.391,43551.62856,1.417,5102.66097,1.769,17889.88080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576.44448,0,19210.49587,2.843725517,1.750205496,0,2016-Dec14-1536-CN-Plate4-20.Raw,2016-dec14-1536-cn-plate4-20.raw,2:D,0.466,34762.57107,0,0,0,0,0,0,1.769,19210.49587,0,0,0,0,0,0,0.575,21180.13605,0.753,1576.44448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268.58470,0,19481.88995,2.843725517,2.483549677,0,2016-Dec14-1536-CN-Plate4-36.Raw,2016-dec14-1536-cn-plate4-36.raw,3:D,0.467,36007.67647,0,0,0,0,0,0,1.771,19481.88995,0,0,0,0,0,0,0,0,0.755,2268.58470,0.628,35753.92157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830.51496,0,18422.45637,2.843725517,3.276927676,0,2016-Dec14-1536-CN-Plate4-52.Raw,2016-dec14-1536-cn-plate4-52.raw,4:D,0.466,36102.57085,0,0,0,0,0,0,1.769,18422.45637,0,0,0,0,0,0,0,0,0.752,2830.51496,0,0,0.701,38011.65970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24240.20302,0,20227.80452,2.174082389,19.54000931,0,2016-Dec14-1536-CN-Plate4-68.Raw,2016-dec14-1536-cn-plate4-68.raw,5:D,0.466,36991.90321,0,0,0,0,0,0,1.769,20227.80452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,18287.20956,0.727,24240.20302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27381.33977,0,19640.22283,2.174082389,22.73241339,0,2016-Dec14-1536-CN-Plate4-84.Raw,2016-dec14-1536-cn-plate4-84.raw,6:D,0.467,36820.39844,0,0,0,0,0,0,1.770,19640.22283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,27381.33977,0.643,29209.25128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28835.38147,0,19754.89677,2.174082389,23.80061603,0,2016-Dec14-1536-CN-Plate4-100.Raw,2016-dec14-1536-cn-plate4-100.raw,7:D,0.467,35960.69789,0,0,0,0,0,0,1.771,19754.89677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,28835.38147,0,0,0.706,38987.33415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,21170.94858,,0,0,2016-Dec14-1536-CN-Plate4-116.Raw,2016-dec14-1536-cn-plate4-116.raw,8:D,0.466,36888.40179,0,0,0,0,0,0,1.769,21170.94858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841.96843,0,20319.76477,1.042356705,0.323932677,0,2016-Dec14-1536-CN-Plate4-132.Raw,2016-dec14-1536-cn-plate4-132.raw,9:D,0.468,39094.28081,0,0,0,0,0,0,1.769,20319.76477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,841.96843,1.236,4078.82287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034.90355,0,19957.49719,1.042356705,0.797104719,0,2016-Dec14-1536-CN-Plate4-148.Raw,2016-dec14-1536-cn-plate4-148.raw,10:D,0.468,37418.64764,0,0,0,0,0,0,1.769,19957.49719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,2034.90355,0,0,1.266,12967.32232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706.22641,0,19783.63074,1.042356705,1.464547888,0,2016-Dec14-1536-CN-Plate4-164.Raw,2016-dec14-1536-cn-plate4-164.raw,11:D,0.468,36513.44033,0,0,0,0,0,0,1.769,19783.63074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,3706.22641,0,0,0,0,1.311,39932.45910,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21385.98452,0.948682226,0,0,2016-Dec14-1536-CN-Plate4-180.Raw,2016-dec14-1536-cn-plate4-180.raw,12:D,0.467,38998.04637,0,0,0,0,0,0,1.769,21385.98452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,27397.02817,0,0,0,0,0,0,0,0,0,0
0,0,19283.85733,0.948682226,0,0,2016-Dec14-1536-CN-Plate4-196.Raw,2016-dec14-1536-cn-plate4-196.raw,13:D,0.468,37967.97776,0,0,0,0,0,0,1.769,19283.85733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,36108.81899,0,0,0,0,0,0
0,0,19504.91592,0.948682226,0,0,2016-Dec14-1536-CN-Plate4-212.Raw,2016-dec14-1536-cn-plate4-212.raw,14:D,0.468,38923.23206,0,0,0,0,0,0,1.770,19504.91592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171,54664.89204,0,0,0,0
0,0,21564.98915,1.337543187,0,0,2016-Dec14-1536-CN-Plate4-228.Raw,2016-dec14-1536-cn-plate4-228.raw,15:D,0.468,38910.03181,0,0,0,0,0,0,1.769,21564.98915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,24705.44970,0,0
0,0,19584.05924,1.337543187,0,0,2016-Dec14-1536-CN-Plate4-244.Raw,2016-dec14-1536-cn-plate4-244.raw,16:D,0.470,39585.05939,0,0,0,0,0,0,1.771,19584.05924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340,38034.89023
1236.30358,0,19363.54295,1.337543187,0.640485616,0,2016-Dec14-1536-CN-Plate4-260.Raw,2016-dec14-1536-cn-plate4-260.raw,17:D,0.469,38094.76607,0,0,1.392,51879.74586,1.415,1236.30358,1.770,19363.54295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19392.91967,2.843725517,0,0,2016-Dec14-1536-CN-Plate4-276.Raw,2016-dec14-1536-cn-plate4-276.raw,18:D,0.470,36402.55780,0,0,0,0,0,0,1.770,19392.91967,0,0,0,0,0,0,0.576,27190.81793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930.40461,0,19139.26656,2.843725517,2.151156432,0,2016-Dec14-1536-CN-Plate4-292.Raw,2016-dec14-1536-cn-plate4-292.raw,19:D,0.468,35387.52212,0,0,0,0,0,0,1.769,19139.26656,0,0,0,0,0,0,0,0,0.754,1930.40461,0.626,36417.96215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596.59162,0,19075.09741,2.843725517,4.021363225,0,2016-Dec14-1536-CN-Plate4-308.Raw,2016-dec14-1536-cn-plate4-308.raw,20:D,0.469,35385.59614,0,0,0,0,0,0,1.771,19075.09741,0,0,0,0,0,0,0,0,0.755,3596.59162,0,0,0.703,36806.47122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25377.35489,0,20605.64221,2.174082389,20.0815606,0,2016-Dec14-1536-CN-Plate4-324.Raw,2016-dec14-1536-cn-plate4-324.raw,21:D,0.468,38247.42200,0,0,0,0,0,0,1.769,20605.64221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,20102.84902,0.727,25377.35489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26374.22240,0,18475.23503,2.174082389,23.27699716,0,2016-Dec14-1536-CN-Plate4-340.Raw,2016-dec14-1536-cn-plate4-340.raw,22:D,0.469,36088.30501,0,0,0,0,0,0,1.769,18475.23503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,26374.22240,0.643,28116.07568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27818.44348,0,18480.73004,2.174082389,24.54431776,0,2016-Dec14-1536-CN-Plate4-356.Raw,2016-dec14-1536-cn-plate4-356.raw,23:D,0.469,35257.68380,0,0,0,0,0,0,1.769,18480.73004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,27818.44348,0,0,0.705,36156.52124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,20581.38537,,0,0,2016-Dec14-1536-CN-Plate4-372.Raw,2016-dec14-1536-cn-plate4-372.raw,24:D,0.470,37401.00812,0,0,0,0,0,0,1.770,20581.38537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136738.6746,62012.3642,17634.14558,1.337543187,77.78682066,26.37455438,2016-Dec14-1536-CN-Plate4-5.Raw,2016-dec14-1536-cn-plate4-5.raw,1:E,0.465,6698.29007,0.879,62012.36420,1.391,4118.80579,1.418,136738.6746,1.770,17634.14558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59913.35988,38491.59197,18413.85384,2.843725517,69.39495874,15.67770345,2016-Dec14-1536-CN-Plate4-21.Raw,2016-dec14-1536-cn-plate4-21.raw,2:E,0.465,12203.82428,0.878,38491.59197,0,0,0,0,1.769,18413.85384,0,0,0,0,0,0,0.575,2127.13254,0.754,59913.35988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74926.12366,68000.31935,18888.67405,2.843725517,84.60201966,27.00043391,2016-Dec14-1536-CN-Plate4-37.Raw,2016-dec14-1536-cn-plate4-37.raw,3:E,0.466,7979.74249,0.880,68000.31935,0,0,0,0,1.771,18888.67405,0,0,0,0,0,0,0,0,0.755,74926.12366,0.627,2987.33391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73195.69138,64999.34076,18335.80711,2.843725517,85.14015258,26.58705193,2016-Dec14-1536-CN-Plate4-53.Raw,2016-dec14-1536-cn-plate4-53.raw,4:E,0.465,8011.93894,0.878,64999.34076,0,0,0,0,1.769,18335.80711,0,0,0,0,0,0,0,0,0.754,73195.69138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14286.87495,1929.40875,18660.63440,2.174082389,12.48383732,0.775459468,2016-Dec14-1536-CN-Plate4-69.Raw,2016-dec14-1536-cn-plate4-69.raw,5:E,0.467,34965.87651,0.879,1929.40875,0,0,0,0,1.770,18660.63440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,13974.78271,0.722,14286.87495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90083.87899,59506.79429,18830.51395,2.174082389,78.00495066,23.70094404,2016-Dec14-1536-CN-Plate4-85.Raw,2016-dec14-1536-cn-plate4-85.raw,6:E,0.465,8511.59271,0.878,59506.79429,0,0,0,0,1.769,18830.51395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,90083.87899,0.643,5822.36389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92243.39288,49741.26791,17961.97107,2.174082389,83.73721982,20.76940821,2016-Dec14-1536-CN-Plate4-101.Raw,2016-dec14-1536-cn-plate4-101.raw,7:E,0.465,7811.13479,0.878,49741.26791,0,0,0,0,1.769,17961.97107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,92243.39288,0,0,0.705,6469.91033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,19585.32370,,0,0,2016-Dec14-1536-CN-Plate4-117.Raw,2016-dec14-1536-cn-plate4-117.raw,8:E,0.467,39628.00460,0,0,0,0,0,0,1.770,19585.32370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62870.80964,0,18865.63959,1.042356705,26.05284451,0,2016-Dec14-1536-CN-Plate4-133.Raw,2016-dec14-1536-cn-plate4-133.raw,9:E,0.467,21773.81432,0,0,0,0,0,0,1.769,18865.63959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,62870.80964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126553.3012,12398.2874,18376.05470,1.042356705,53.83922891,5.06023502,2016-Dec14-1536-CN-Plate4-149.Raw,2016-dec14-1536-cn-plate4-149.raw,10:E,0,0,0.879,12398.28740,0,0,0,0,1.770,18376.05470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,126553.3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118016.7549,10347.77625,17636.22253,1.042356705,52.3137348,4.400507068,2016-Dec14-1536-CN-Plate4-165.Raw,2016-dec14-1536-cn-plate4-165.raw,11:E,0.466,2027.27915,0.878,10347.77625,0,0,0,0,1.769,17636.22253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,118016.7549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809.75528,0,19941.83203,0.948682226,3.500057239,0,2016-Dec14-1536-CN-Plate4-181.Raw,2016-dec14-1536-cn-plate4-181.raw,12:E,0.468,39891.36282,0,0,0,0,0,0,1.770,19941.83203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,24705.50634,1.221,9809.75528,0,0,0,0,0,0,0,0
127624.7257,12528.95036,18382.37881,0.948682226,49.39865649,5.111804554,2016-Dec14-1536-CN-Plate4-197.Raw,2016-dec14-1536-cn-plate4-197.raw,13:E,0.467,4711.92754,0.878,12528.95036,0,0,0,0,1.769,18382.37881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,127624.7257,1.111,5562.63268,0,0,0,0,0,0
142576.4629,16833.86876,18071.56459,0.948682226,56.13504943,6.986335638,2016-Dec14-1536-CN-Plate4-213.Raw,2016-dec14-1536-cn-plate4-213.raw,14:E,0,0,0.880,16833.86876,0,0,0,0,1.770,18071.56459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,142576.4629,0,0,0,0,0,0,0,0
33115.01680,0,20444.07138,1.337543187,16.2490011,0,2016-Dec14-1536-CN-Plate4-229.Raw,2016-dec14-1536-cn-plate4-229.raw,15:E,0.468,35233.20021,0,0,0,0,1.418,33115.01680,1.769,20444.07138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,19109.74662,0,0
147424.41320,19591.66357,18515.76516,1.337543187,79.87241595,7.935803654,2016-Dec14-1536-CN-Plate4-245.Raw,2016-dec14-1536-cn-plate4-245.raw,16:E,0,0,0.878,19591.66357,0,0,1.417,147424.41320,1.769,18515.76516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,1331.12388
144937.921,14228.73099,17916.63032,1.337543187,81.15116736,5.956225057,2016-Dec14-1536-CN-Plate4-261.Raw,2016-dec14-1536-cn-plate4-261.raw,17:E,0.467,2450.68744,0.878,14228.73099,1.395,309.76404,1.417,144937.921,1.769,17916.63032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74785.11986,3425.47602,18033.66933,2.843725517,88.44637346,1.424616903,2016-Dec14-1536-CN-Plate4-277.Raw,2016-dec14-1536-cn-plate4-277.raw,18:E,0.467,3500.21490,0.879,3425.47602,0,0,0,0,1.769,18033.66933,0,0,0,0,0,0,0,0,0.755,74785.11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80340.69428,21183.03517,18405.05573,2.843725517,93.09950718,8.632017536,2016-Dec14-1536-CN-Plate4-293.Raw,2016-dec14-1536-cn-plate4-293.raw,19:E,0,0,0.879,21183.03517,0,0,0,0,1.770,18405.05573,0,0,0,0,0,0,0,0,0.755,80340.69428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87059.72978,23549.56179,18565.97414,2.843725517,99.99999,9.513193983,2016-Dec14-1536-CN-Plate4-309.Raw,2016-dec14-1536-cn-plate4-309.raw,20:E,0,0,0.878,23549.56179,0,0,0,0,1.769,18565.97414,0,0,0,0,0,0,0,0,0.755,87059.72978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42770.02666,0,18902.62136,2.174082389,36.89391539,0,2016-Dec14-1536-CN-Plate4-325.Raw,2016-dec14-1536-cn-plate4-325.raw,21:E,0.468,24693.73768,0,0,0,0,0,0,1.769,18902.62136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,10109.44091,0.722,42770.02666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100368.8973,21209.70298,17346.49944,2.174082389,94.34623373,9.170309718,2016-Dec14-1536-CN-Plate4-341.Raw,2016-dec14-1536-cn-plate4-341.raw,22:E,0,0,0.878,21209.70298,0,0,0,0,1.769,17346.49944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,100368.8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
