product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,Prod-to-IS-Ratio,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_Toluidine Rt(min),UV210_Toluidine AreaAbs,UV210_Additive_28 Rt(min),UV210_Additive_28 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Additive_22 Rt(min),UV210_Additive_22 AreaAbs,UV210_Additive_24 Rt(min),UV210_Additive_24 AreaAbs,UV210_Additive_26 Rt(min),UV210_Additive_26 AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs
14520.70867,120770.23,21769.79449,2.174082389,10.87603871,41.60704068,2017-Feb17-1536-CN-Plate2-53.Raw,2017-feb17-1536-cn-plate2-53.raw,C:5,0.0000,0.433,25735.60489,0.465,41155.74052,0,0,0,0,0,0,1.776,21769.79449,0,0,0,0,0,0,0,0,0.596,9214.43750,0.724,14520.70867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,120770.23,0,0,0,0,0,0
28016.99004,124630.5373,23887.72540,2.174082389,19.12422917,39.13009775,2017-Feb17-1536-CN-Plate2-54.Raw,2017-feb17-1536-cn-plate2-54.raw,C:6,0.0000,0.433,32706.58570,0.466,37071.18776,0,0,0,0,0,0,1.776,23887.72540,0,0,0,0,0,0,0,0,0,0,0.724,28016.99004,0.645,15069.72234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,124630.5373,0,0,0,0,0,0
40438.33797,118960.1303,21681.45791,2.174082389,30.41179661,41.1504144,2017-Feb17-1536-CN-Plate2-55.Raw,2017-feb17-1536-cn-plate2-55.raw,C:7,0.0000,0.431,38866.70569,0.465,31936.47906,0,0,0,0,0,0,1.776,21681.45791,0,0,0,0,0,0,0,0,0,0,0.723,40438.33797,0,0,0.706,25619.68700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,118960.1303,0,0,0,0,0,0
,123867.4541,22894.47091,,0,40.57774077,2017-Feb17-1536-CN-Plate2-56.Raw,2017-feb17-1536-cn-plate2-56.raw,C:8,0.0000,0.434,20666.33605,0.466,51416.58638,0,0,0,0,0,0,1.776,22894.47091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,123867.4541,0,0,0,0,0,0
35270.67490,120075.6284,21724.59985,1.042356705,12.69227905,41.4537998,2017-Feb17-1536-CN-Plate2-57.Raw,2017-feb17-1536-cn-plate2-57.raw,C:9,0.0000,0,0,0.465,37804.44310,0,0,0,0,0,0,1.776,21724.59985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,40631.19726,1.396,35270.67490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,120075.6284,0,0,0,0,0,0
71298.87620,124104.4867,23211.70333,1.042356705,24.01338043,40.09975645,2017-Feb17-1536-CN-Plate2-58.Raw,2017-feb17-1536-cn-plate2-58.raw,C:10,0.0000,0,0,0.466,27135.89088,0,0,0,0,0,0,1.776,23211.70333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44131.61158,1.396,71298.87620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,124104.4867,0,0,0,0,0,0
115394.8577,124391.8812,23160.67815,1.042356705,38.95047983,40.28116549,2017-Feb17-1536-CN-Plate2-59.Raw,2017-feb17-1536-cn-plate2-59.raw,C:11,0.0000,0,0,0.465,8318.69863,0,0,0,0,0,0,1.776,23160.67815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,42378.76689,1.396,115394.8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,124391.8812,0,0,0,0,0,0
129070.967,129070.967,23552.77379,0.948682226,38.99137319,41.10056258,2017-Feb17-1536-CN-Plate2-60.Raw,2017-feb17-1536-cn-plate2-60.raw,C:12,0.0000,0,0,0.466,49330.76668,0,0,0,0,0,0,1.776,23552.77379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,43233.32948,0,0,1.074,25938.75302,0,0,1.222,129070.967,0,0,0,0,0,0,0,0,1.222,129070.967,0,0,0,0,0,0
144466.7689,144466.7689,22429.06301,0.948682226,45.82883908,48.3078926,2017-Feb17-1536-CN-Plate2-61.Raw,2017-feb17-1536-cn-plate2-61.raw,C:13,0.0000,0,0,0.466,41509.11272,0,0,0,0,0,0,1.776,22429.06301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,42180.67662,0,0,0,0,1.113,34666.70590,1.223,144466.7689,0,0,0,0,0,0,0,0,1.223,144466.7689,0,0,0,0,0,0
163527.6253,163527.6253,23225.64870,0.948682226,50.09626002,52.80615433,2017-Feb17-1536-CN-Plate2-62.Raw,2017-feb17-1536-cn-plate2-62.raw,C:14,0.0000,0,0,0.466,34756.46959,0,0,0,0,0,0,1.776,23225.64870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,43305.01866,0,0,0,0,0,0,1.223,163527.6253,1.173,36319.41577,0,0,0,0,0,0,1.223,163527.6253,0,0,0,0,0,0
13558.28933,124319.8014,22792.36190,1.337543187,5.967393026,40.908376,2017-Feb17-1536-CN-Plate2-63.Raw,2017-feb17-1536-cn-plate2-63.raw,C:15,0.0000,0,0,0.466,44602.35411,0,0,0,0,1.421,13558.28933,1.776,22792.36190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,41423.57425,0,0,0,0,0,0,0,0,0,0,1.311,18380.32643,0,0,0,0,1.223,124319.8014,0,0,0,0,0,0
68737.13804,130135.9931,23909.86527,1.337543187,28.83921229,40.82080502,2017-Feb17-1536-CN-Plate2-64.Raw,2017-feb17-1536-cn-plate2-64.raw,C:16,0.0000,0,0,0.466,32051.66572,0,0,0,0,1.421,68737.13804,1.776,23909.86527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,43423.27841,0,0,0,0,0,0,0,0,0,0,0,0,1.341,24083.03472,0,0,1.222,130135.9931,0,0,0,0,0,0
123407.1103,125938.1727,22198.08090,1.337543187,55.76912496,42.55035829,2017-Feb17-1536-CN-Plate2-65.Raw,2017-feb17-1536-cn-plate2-65.raw,C:17,0.0000,0,0,0.465,12859.14158,0,0,1.395,12041.38965,1.421,123407.1103,1.776,22198.08090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,42380.25272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,125938.1727,0,0,0,0,0,0
31040.43101,130011.99330,24344.17901,2.843725517,27.19452945,40.054337,2017-Feb17-1536-CN-Plate2-66.Raw,2017-feb17-1536-cn-plate2-66.raw,C:18,0.0000,0,0,0.466,35395.33922,0,0,0,0,0,0,1.776,24344.17901,0.575,20166.51973,0.754,31040.43101,0,0,0,0,0,0,0,0,0,0,0,0,0.303,44974.98799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,130011.99330,0,0,0,0,0,0
61606.55941,128723.3471,23712.74550,2.843725517,55.41075316,40.71334142,2017-Feb17-1536-CN-Plate2-67.Raw,2017-feb17-1536-cn-plate2-67.raw,C:19,0.0000,0,0,0.466,15742.53277,0,0,0,0,0,0,1.776,23712.74550,0,0,0.755,61606.55941,0.628,10011.06080,0,0,0,0,0,0,0,0,0,0,0.304,42912.06257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,128723.3471,0,0,0,0,0,0
69559.82509,131551.135,22864.84359,2.843725517,64.88423444,43.15067842,2017-Feb17-1536-CN-Plate2-68.Raw,2017-feb17-1536-cn-plate2-68.raw,C:20,0.0000,0,0,0.465,14566.93875,0,0,0,0,0,0,1.776,22864.84359,0,0,0.755,69559.82509,0,0,0.703,6370.13922,0,0,0,0,0,0,0,0,0.304,44436.62204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,131551.135,0,0,0,0,0,0
11092.67806,124730.5535,23621.64933,2.174082389,7.65708472,39.60261784,2017-Feb17-1536-CN-Plate2-69.Raw,2017-feb17-1536-cn-plate2-69.raw,C:21,0.0000,0,0,0.466,41983.90638,0,0,0,0,0,0,1.776,23621.64933,0,0,0,0,0,0,0,0,0.597,14005.87331,0.725,11092.67806,0,0,0,0,0.304,39898.54766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,124730.5535,0,0,0,0,0,0
35903.89046,130821.60770,23495.14020,2.174082389,24.91728565,41.76021295,2017-Feb17-1536-CN-Plate2-70.Raw,2017-feb17-1536-cn-plate2-70.raw,C:22,0.0000,0,0,0.467,35725.73494,0,0,0,0,0,0,1.776,23495.14020,0,0,0,0,0,0,0,0,0,0,0.724,35903.89046,0.645,13627.58568,0,0,0.305,44005.25169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,130821.60770,0,0,0,0,0,0
60800.06943,130020.82900,22804.65810,2.174082389,43.47281583,42.76127331,2017-Feb17-1536-CN-Plate2-71.Raw,2017-feb17-1536-cn-plate2-71.raw,C:23,0.0000,0,0,0.465,23515.46557,0,0,0,0,0,0,1.776,22804.65810,0,0,0,0,0,0,0,0,0,0,0.722,60800.06943,0,0,0.706,17768.68575,0.304,43372.51430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,130020.82900,0,0,0,0,0,0
,128056.665,23445.35957,,0,40.96439575,2017-Feb17-1536-CN-Plate2-72.Raw,2017-feb17-1536-cn-plate2-72.raw,C:24,0.0000,0,0,0.466,48973.47960,0,0,0,0,0,0,1.776,23445.35957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,43428.33743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,128056.665,0,0,0,0,0,0
44638.47345,36447.08888,21823.17468,1.337543187,20.51920273,12.5258204,2017-Feb17-1536-CN-Plate2-73.Raw,2017-feb17-1536-cn-plate2-73.raw,D:1,0.0000,0.433,31757.19844,0.466,41183.89355,0,0,1.396,41483.96279,1.421,44638.47345,1.776,21823.17468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,36447.08888,0,0,0,0
25255.34621,34732.17676,24932.62658,2.843725517,21.60400316,10.44780922,2017-Feb17-1536-CN-Plate2-74.Raw,2017-feb17-1536-cn-plate2-74.raw,D:2,0.0000,0.431,43331.93801,0.466,39728.84227,0,0,0,0,0,0,1.776,24932.62658,0.576,28450.61073,0.755,25255.34621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,34732.17676,0,0,0,0
35274.32781,36991.43368,24839.86710,2.843725517,30.2871506,11.16897089,2017-Feb17-1536-CN-Plate2-75.Raw,2017-feb17-1536-cn-plate2-75.raw,D:3,0.0000,0.430,46557.23050,0.465,35222.91851,0,0,0,0,0,0,1.776,24839.86710,0,0,0.754,35274.32781,0.627,22205.79514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,36991.43368,0,0,0,0
43942.42198,36992.52021,24120.35406,2.843725517,38.85520908,11.50248048,2017-Feb17-1536-CN-Plate2-76.Raw,2017-feb17-1536-cn-plate2-76.raw,D:4,0.0000,0.430,56002.36716,0.465,30206.25295,0,0,0,0,0,0,1.776,24120.35406,0,0,0.755,43942.42198,0,0,0.704,18704.83485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,36992.52021,0,0,0,0
6474.36666,32785.67627,25475.64973,2.174082389,4.143900161,9.65206284,2017-Feb17-1536-CN-Plate2-77.Raw,2017-feb17-1536-cn-plate2-77.raw,D:5,0.0000,0.433,24252.47707,0.465,49699.40696,0,0,0,0,0,0,1.776,25475.64973,0,0,0,0,0,0,0,0,0.596,11537.54630,0.725,6474.36666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,32785.67627,0,0,0,0
24789.78585,36414.30236,25238.52036,2.174082389,16.01570816,10.82104909,2017-Feb17-1536-CN-Plate2-78.Raw,2017-feb17-1536-cn-plate2-78.raw,D:6,0.0000,0.432,32298.74834,0.466,41944.35688,0,0,0,0,0,0,1.776,25238.52036,0,0,0,0,0,0,0,0,0,0,0.724,24789.78585,0.644,16466.28063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,36414.30236,0,0,0,0
28723.52824,36444.60390,24042.69581,2.174082389,19.48013153,11.36871387,2017-Feb17-1536-CN-Plate2-79.Raw,2017-feb17-1536-cn-plate2-79.raw,D:7,0.0000,0.433,31873.02501,0.466,41808.62352,0,0,0,0,0,0,1.776,24042.69581,0,0,0,0,0,0,0,0,0,0,0.724,28723.52824,0,0,0.707,31749.43285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,36444.60390,0,0,0,0
,31216.40156,25372.18660,,0,9.227545716,2017-Feb17-1536-CN-Plate2-80.Raw,2017-feb17-1536-cn-plate2-80.raw,D:8,0.0000,0.434,19918.65677,0.466,52663.81322,0,0,0,0,0,0,1.776,25372.18660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,31216.40156,0,0,0,0
19533.02800,23162.67273,25523.49033,1.042356705,5.982836529,6.806280931,2017-Feb17-1536-CN-Plate2-81.Raw,2017-feb17-1536-cn-plate2-81.raw,D:9,0.0000,0,0,0.466,45579.64399,0,0,0,0,0,0,1.776,25523.49033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,46390.89199,1.396,19533.02800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,23162.67273,0,0,0,0
61634.90580,25935.47656,25326.77565,1.042356705,19.02499104,7.680254168,2017-Feb17-1536-CN-Plate2-82.Raw,2017-feb17-1536-cn-plate2-82.raw,D:10,0.0000,0,0,0.466,33808.98011,0,0,0,0,0,0,1.776,25326.77565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,47132.32212,1.396,61634.90580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,25935.47656,0,0,0,0
109578.5933,27757.75082,25170.69796,1.042356705,34.0336157,8.270852542,2017-Feb17-1536-CN-Plate2-83.Raw,2017-feb17-1536-cn-plate2-83.raw,D:11,0.0000,0,0,0.466,12271.97630,0,0,0,0,0,0,1.776,25170.69796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45647.56376,1.396,109578.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,27757.75082,0,0,0,0
0,23201.44016,23785.84494,0.948682226,0,7.315729237,2017-Feb17-1536-CN-Plate2-84.Raw,2017-feb17-1536-cn-plate2-84.raw,D:12,0.0000,0,0,0.467,49033.95747,0,0,0,0,0,0,1.776,23785.84494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,44391.00548,0,0,1.076,28322.73001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880,23201.44016,0,0,0,0
17036.99094,25507.59746,25802.39987,0.948682226,4.698019536,7.414309598,2017-Feb17-1536-CN-Plate2-85.Raw,2017-feb17-1536-cn-plate2-85.raw,D:13,0.0000,0,0,0.467,47060.24282,0,0,0,0,0,0,1.776,25802.39987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,45103.93516,0,0,0,0,1.113,38431.09890,1.224,17036.99094,0,0,0,0,0,0,0,0,0,0,0.879,25507.59746,0,0,0,0
29228.90512,28059.86321,25645.80440,0.948682226,8.109204436,8.205980629,2017-Feb17-1536-CN-Plate2-86.Raw,2017-feb17-1536-cn-plate2-86.raw,D:14,0.0000,0,0,0.466,46840.18915,0,0,0,0,0,0,1.776,25645.80440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,45191.13562,0,0,0,0,0,0,1.223,29228.90512,1.173,47706.57535,0,0,0,0,0,0,0,0,0.879,28059.86321,0,0,0,0
2330.93404,24624.11872,24803.48528,1.337543187,0.94272788,7.445763705,2017-Feb17-1536-CN-Plate2-87.Raw,2017-feb17-1536-cn-plate2-87.raw,D:15,0.0000,0,0,0.466,50995.59255,0,0,0,0,1.421,2330.93404,1.776,24803.48528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,45014.79893,0,0,0,0,0,0,0,0,0,0,1.310,18461.49743,0,0,0,0,0,0,0.878,24624.11872,0,0,0,0
46984.27662,27680.06879,27252.33861,1.337543187,17.29489164,7.617713802,2017-Feb17-1536-CN-Plate2-88.Raw,2017-feb17-1536-cn-plate2-88.raw,D:16,0.0000,0,0,0.466,38569.47207,0,0,0,0,1.421,46984.27662,1.776,27252.33861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,44100.78012,0,0,0,0,0,0,0,0,0,0,0,0,1.341,27084.85496,0,0,0,0,0.879,27680.06879,0,0,0,0
92506.85798,29050.29944,24314.35882,1.337543187,38.16631108,8.960846859,2017-Feb17-1536-CN-Plate2-89.Raw,2017-feb17-1536-cn-plate2-89.raw,D:17,0.0000,0,0,0.466,25178.68773,0,0,1.395,26761.19838,1.421,92506.85798,1.776,24314.35882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44648.26569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,29050.29944,0,0,0,0
30635.37904,27726.80252,25640.08046,2.843725517,25.48313253,8.110388705,2017-Feb17-1536-CN-Plate2-90.Raw,2017-feb17-1536-cn-plate2-90.raw,D:18,0.0000,0,0,0.467,34929.29549,0,0,0,0,0,0,1.776,25640.08046,0.576,22003.76135,0.755,30635.37904,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44910.51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,27726.80252,0,0,0,0
58677.60167,31277.94889,25047.60089,2.843725517,49.96376516,9.365552324,2017-Feb17-1536-CN-Plate2-91.Raw,2017-feb17-1536-cn-plate2-91.raw,D:19,0.0000,0,0,0.466,19748.34906,0,0,0,0,0,0,1.776,25047.60089,0,0,0.755,58677.60167,0.627,13078.99960,0,0,0,0,0,0,0,0,0,0,0.304,44403.50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,31277.94889,0,0,0,0
62390.82135,33508.35626,24608.57276,2.843725517,54.07334238,10.2124034,2017-Feb17-1536-CN-Plate2-92.Raw,2017-feb17-1536-cn-plate2-92.raw,D:20,0.0000,0,0,0.466,17071.16156,0,0,0,0,0,0,1.776,24608.57276,0,0,0.755,62390.82135,0,0,0.704,11917.39626,0,0,0,0,0,0,0,0,0.305,45341.63194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,33508.35626,0,0,0,0
5641.36466,24984.21859,25484.86124,2.174082389,3.609434473,7.352664694,2017-Feb17-1536-CN-Plate2-93.Raw,2017-feb17-1536-cn-plate2-93.raw,D:21,0.0000,0,0,0.466,47885.91180,0,0,0,0,0,0,1.776,25484.86124,0,0,0,0,0,0,0,0,0.596,12700.70012,0.725,5641.36466,0,0,0,0,0.304,42899.02251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,24984.21859,0,0,0,0
25738.79448,27981.13242,25325.63798,2.174082389,16.57162393,8.286405001,2017-Feb17-1536-CN-Plate2-94.Raw,2017-feb17-1536-cn-plate2-94.raw,D:22,0.0000,0,0,0.468,39377.76504,0,0,0,0,0,0,1.777,25325.63798,0,0,0,0,0,0,0,0,0,0,0.725,25738.79448,0.645,15905.10392,0,0,0.305,44133.58124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880,27981.13242,0,0,0,0
52573.53609,32610.35039,26360.99078,2.174082389,32.51941474,9.278013487,2017-Feb17-1536-CN-Plate2-95.Raw,2017-feb17-1536-cn-plate2-95.raw,D:23,0.0000,0,0,0.466,34872.18963,0,0,0,0,0,0,1.776,26360.99078,0,0,0,0,0,0,0,0,0,0,0.723,52573.53609,0,0,0.706,25884.33707,0.304,48365.03278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,32610.35039,0,0,0,0
,26596.72404,24607.00496,,0,8.106448984,2017-Feb17-1536-CN-Plate2-96.Raw,2017-feb17-1536-cn-plate2-96.raw,D:24,0.0000,0,0,0.467,51247.29253,0,0,0,0,0,0,1.776,24607.00496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,47987.86136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,26596.72404,0,0,0,0
126894.947,41673.79437,19750.74017,1.337543187,64.45105489,15.82489847,2017-Feb17-1536-CN-Plate2-97.Raw,2017-feb17-1536-cn-plate2-97.raw,E:1,0.0000,0.428,76490.90653,0.465,9902.78218,0.639,41673.79437,1.396,6584.27097,1.421,126894.947,1.776,19750.74017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62276.47872,43155.73963,21725.25626,2.843725517,61.13755675,14.89823841,2017-Feb17-1536-CN-Plate2-98.Raw,2017-feb17-1536-cn-plate2-98.raw,E:2,0.0000,0.428,74597.10391,0.465,16051.50103,0.639,43155.73963,0,0,0,0,1.776,21725.25626,0.576,10183.16389,0.755,62276.47872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66708.30923,44544.12830,20129.95596,2.843725517,70.67829218,16.5962093,2017-Feb17-1536-CN-Plate2-99.Raw,2017-feb17-1536-cn-plate2-99.raw,E:3,0.0000,0.427,77597.32346,0.465,10616.26387,0.638,44544.12830,0,0,0,0,1.776,20129.95596,0,0,0.755,66708.30923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59432.59029,45136.66014,21682.53378,2.843725517,58.46064001,15.61279482,2017-Feb17-1536-CN-Plate2-100.Raw,2017-feb17-1536-cn-plate2-100.raw,E:4,0.0000,0.427,78406.79042,0.465,19368.33282,0.639,45136.66014,0,0,0,0,1.776,21682.53378,0,0,0.755,59432.59029,0,0,0.704,8755.85532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28477.76365,24899.49364,21839.80791,2.174082389,21.26152094,8.550725497,2017-Feb17-1536-CN-Plate2-101.Raw,2017-feb17-1536-cn-plate2-101.raw,E:5,0.0000,0.429,64689.34096,0.465,34895.89341,0.638,24899.49364,0,0,0,0,1.776,21839.80791,0,0,0,0,0,0,0,0,0.596,12098.13145,0.724,28477.76365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83115.67575,49565.61729,22210.79252,2.174082389,61.01774399,16.73700429,2017-Feb17-1536-CN-Plate2-102.Raw,2017-feb17-1536-cn-plate2-102.raw,E:6,0.0000,0.427,78216.00063,0.465,15561.50967,0.639,49565.61729,0,0,0,0,1.776,22210.79252,0,0,0,0,0,0,0,0,0,0,0.722,83115.67575,0.639,49565.61729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85601.79831,43125.34256,20325.11831,2.174082389,68.67316565,15.91331791,2017-Feb17-1536-CN-Plate2-103.Raw,2017-feb17-1536-cn-plate2-103.raw,E:7,0.0000,0.428,74861.16396,0.465,12511.15625,0.638,43125.34256,0,0,0,0,1.776,20325.11831,0,0,0,0,0,0,0,0,0,0,0.722,85601.79831,0,0,0.707,8873.32507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32364.45940,22950.72032,,0,10.57628877,2017-Feb17-1536-CN-Plate2-104.Raw,2017-feb17-1536-cn-plate2-104.raw,E:8,0.0000,0.432,36098.59248,0.466,48649.82460,0.638,32364.45940,0,0,0,0,1.776,22950.72032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68929.60494,14888.54884,22010.62653,1.042356705,24.48223218,5.073191178,2017-Feb17-1536-CN-Plate2-105.Raw,2017-feb17-1536-cn-plate2-105.raw,E:9,0.0000,0,0,0.466,24813.23865,0.638,14888.54884,0,0,0,0,1.776,22010.62653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,41607.68920,1.396,68929.60494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111695.9976,19440.21089,22766.41093,1.042356705,38.35488356,6.404240974,2017-Feb17-1536-CN-Plate2-106.Raw,2017-feb17-1536-cn-plate2-106.raw,E:10,0.0000,0,0,0.466,10012.99701,0.638,19440.21089,0,0,0,0,1.776,22766.41093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45035.60269,1.396,111695.9976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119810.68920,28044.53690,21943.28950,1.042356705,42.68462411,9.585346208,2017-Feb17-1536-CN-Plate2-107.Raw,2017-feb17-1536-cn-plate2-107.raw,E:11,0.0000,0,0,0.465,5376.03391,0.638,28044.53690,0,0,0,0,1.776,21943.28950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,41885.05624,1.396,119810.68920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314.11251,16132.62484,23385.40766,0.948682226,0.399824711,5.173939582,2017-Feb17-1536-CN-Plate2-108.Raw,2017-feb17-1536-cn-plate2-108.raw,E:12,0.0000,0,0,0.466,47961.13884,0.638,16132.62484,0,0,0,0,1.776,23385.40766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,44343.52532,0,0,1.075,29807.76058,0,0,1.223,1314.11251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
