product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Additive_14 Rt(min),UV210_Additive_14 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_16 Rt(min),UV210_Additive_16 AreaAbs,UV210_Additive_18 Rt(min),UV210_Additive_18 AreaAbs,UV210_Additive_20 Rt(min),UV210_Additive_20 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs
0,46103.45526,17650.48817,2.174082389,0,19.59016154,2017-Jan26-1536-CN-Plate4-83.Raw,2017-jan26-1536-cn-plate4-83.raw,6:C,0.430,62090.84812,0.470,41489.77133,0,0,0,0,0,0,1.776,17650.48817,0,0,0.340,46103.45526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,24066.44589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.34785,44945.15450,17432.38761,2.174082389,0.027450906,19.33691852,2017-Jan26-1536-CN-Plate4-99.Raw,2017-jan26-1536-cn-plate4-99.raw,7:C,0.430,59856.83659,0.470,40261.08443,0,0,0,0,0,0,1.776,17432.38761,0,0,0.340,44945.15450,0,0,0,0,0,0,0,0,0,0,0,0,0.737,29.34785,0,0,0.707,33471.46357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,43249.02465,17047.84253,,0,19.02690527,2017-Jan26-1536-CN-Plate4-115.Raw,2017-jan26-1536-cn-plate4-115.raw,8:C,0.430,58908.56287,0.470,40098.74352,0,0,0,0,0,0,1.776,17047.84253,0,0,0.340,43249.02465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40721.96674,43984.88293,18926.73322,1.042356705,16.82018282,17.42966513,2017-Jan26-1536-CN-Plate4-131.Raw,2017-jan26-1536-cn-plate4-131.raw,9:C,0,0,0.470,29543.23797,0,0,0,0,0,0,1.776,18926.73322,0,0,0.339,43984.88293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,34601.59313,1.397,40721.96674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49610.47368,45291.53262,18103.04867,1.042356705,21.42393699,18.76404913,2017-Jan26-1536-CN-Plate4-147.Raw,2017-jan26-1536-cn-plate4-147.raw,10:C,0,0,0.470,25890.76079,0,0,0,0,0,0,1.776,18103.04867,0,0,0.339,45291.53262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,34358.82299,1.397,49610.47368,0,0,1.270,1860.46060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41825.63594,43287.71784,17073.15347,1.042356705,19.15166059,19.01569528,2017-Jan26-1536-CN-Plate4-163.Raw,2017-jan26-1536-cn-plate4-163.raw,11:C,0,0,0.470,26688.18051,0,0,0,0,0,0,1.776,17073.15347,0,0,0.339,43287.71784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,36259.26316,1.397,41825.63594,0,0,0,0,1.316,17903.88367,0,0,0,0,0,0,0,0,0,0,0,0
1071.21858,44797.16228,18011.41884,0.948682226,0.423167396,18.65365079,2017-Jan26-1536-CN-Plate4-179.Raw,2017-jan26-1536-cn-plate4-179.raw,12:C,0,0,0.470,42592.59837,0,0,0,0,0,0,1.776,18011.41884,0,0,0.339,44797.16228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,33670.74784,0,0,0,0,0,0,0,0,1.076,21121.44068,1.225,1071.21858,0,0,0,0,0,0,0,0
12378.91146,45549.37670,18620.49511,0.948682226,4.73013199,18.34646841,2017-Jan26-1536-CN-Plate4-195.Raw,2017-jan26-1536-cn-plate4-195.raw,13:C,0,0,0.470,40481.59083,0,0,0,0,0,0,1.776,18620.49511,0,0,0.338,45549.37670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,33921.22074,0,0,0,0,0,0,0,0,0,0,1.225,12378.91146,1.114,28129.59962,0,0,0,0,0,0
22853.33107,46702.47267,17373.52247,0.948682226,9.35930625,20.16105518,2017-Jan26-1536-CN-Plate4-211.Raw,2017-jan26-1536-cn-plate4-211.raw,14:C,0,0,0.470,38120.98176,0,0,0,0,0,0,1.776,17373.52247,0,0,0.338,46702.47267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,34020.87426,0,0,0,0,0,0,0,0,0,0,1.225,22853.33107,0,0,1.174,36554.65141,0,0,0,0
6882.79942,48766.57920,19583.40087,1.337543187,3.525705852,18.67649784,2017-Jan26-1536-CN-Plate4-227.Raw,2017-jan26-1536-cn-plate4-227.raw,15:C,0,0,0.470,46738.40804,0,0,0,0,1.422,6882.79942,1.776,19583.40087,0,0,0.339,48766.57920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,34671.26001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,22240.24221,0,0
36645.96716,50124.58182,20584.72279,1.337543187,17.85871647,18.26278486,2017-Jan26-1536-CN-Plate4-243.Raw,2017-jan26-1536-cn-plate4-243.raw,16:C,0,0,0.470,37811.46096,0,0,0,0,1.421,36645.96716,1.776,20584.72279,0,0,0.338,50124.58182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,34072.12882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341,27774.46258
42577.86554,49732.22823,19878.45925,1.337543187,21.48672588,18.76361277,2017-Jan26-1536-CN-Plate4-259.Raw,2017-jan26-1536-cn-plate4-259.raw,17:C,0,0,0.470,36429.91488,0,0,1.395,30431.72294,1.421,42577.86554,1.776,19878.45925,0,0,0.338,49732.22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,34056.78852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6822.64416,48979.97426,20333.92209,2.843725517,7.156167613,18.06586085,2017-Jan26-1536-CN-Plate4-275.Raw,2017-jan26-1536-cn-plate4-275.raw,18:C,0,0,0.470,43439.83593,0,0,0,0,0,0,1.776,20333.92209,0,0,0.338,48979.97426,0,0,0.576,23932.15128,0.758,6822.64416,0,0,0,0,0,0,0,0,0,0,0,0,0.302,33761.87477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11009.56861,48336.11818,19811.95517,2.843725517,11.85200713,18.29808736,2017-Jan26-1536-CN-Plate4-291.Raw,2017-jan26-1536-cn-plate4-291.raw,19:C,0,0,0.470,40959.04841,0,0,0,0,0,0,1.776,19811.95517,0,0,0.338,48336.11818,0,0,0,0,0.758,11009.56861,0.628,26759.26055,0,0,0,0,0,0,0,0,0,0,0.303,34151.90907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12507.28210,50157.63328,19759.60138,2.843725517,13.49999802,19.0379473,2017-Jan26-1536-CN-Plate4-307.Raw,2017-jan26-1536-cn-plate4-307.raw,20:C,0,0,0.470,39024.31106,0,0,0,0,0,0,1.776,19759.60138,0,0,0.337,50157.63328,0,0,0,0,0.757,12507.28210,0,0,0.703,26538.08410,0,0,0,0,0,0,0,0,0.302,34144.28910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391.61063,47624.19110,20287.11573,2.174082389,4.333466821,17.60631911,2017-Jan26-1536-CN-Plate4-323.Raw,2017-jan26-1536-cn-plate4-323.raw,21:C,0,0,0.470,43119.83802,0,0,0,0,0,0,1.776,20287.11573,0,0,0.338,47624.19110,0,0,0,0,0,0,0,0,0,0,0.597,18893.44601,0.728,5391.61063,0,0,0,0,0.302,33875.51549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15204.16148,48507.75791,19805.76134,2.174082389,12.51722888,18.36880583,2017-Jan26-1536-CN-Plate4-339.Raw,2017-jan26-1536-cn-plate4-339.raw,22:C,0,0,0.470,39156.72016,0,0,0,0,0,0,1.776,19805.76134,0,0,0.337,48507.75791,0,0,0,0,0,0,0,0,0,0,0,0,0.727,15204.16148,0.644,22570.21325,0,0,0.301,33863.15815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22698.30312,48463.50203,19953.87378,2.174082389,18.54827099,18.21582462,2017-Jan26-1536-CN-Plate4-355.Raw,2017-jan26-1536-cn-plate4-355.raw,23:C,0,0,0.470,37443.19238,0,0,0,0,0,0,1.776,19953.87378,0,0,0.338,48463.50203,0,0,0,0,0,0,0,0,0,0,0,0,0.727,22698.30312,0,0,0.707,27192.62258,0.303,35049.15248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,46136.74556,19794.16484,,0,17.48119178,2017-Jan26-1536-CN-Plate4-371.Raw,2017-jan26-1536-cn-plate4-371.raw,24:C,0,0,0.470,47861.97284,0,0,0,0,0,0,1.776,19794.16484,0,0,0.338,46136.74556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,33850.22191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19903.93484,96060.81777,17813.09418,1.337543187,11.20904607,40.44531097,2017-Jan26-1536-CN-Plate4-4.Raw,2017-jan26-1536-cn-plate4-4.raw,1:D,0.429,63954.25544,0.469,37313.47878,0,0,1.396,43912.67099,1.422,19903.93484,1.776,17813.09418,0,0,0,0,0.586,96060.81777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6575.23603,105022.8938,20562.50591,2.843725517,6.819997972,38.30621167,2017-Jan26-1536-CN-Plate4-20.Raw,2017-jan26-1536-cn-plate4-20.raw,2:D,0.429,67226.19714,0.470,39306.93265,0,0,0,0,0,0,1.776,20562.50591,0,0,0,0,0.586,105022.8938,0.586,105022.8938,0.758,6575.23603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12230.39123,99144.89977,19843.88276,2.843725517,13.1450619,37.47183741,2017-Jan26-1536-CN-Plate4-36.Raw,2017-jan26-1536-cn-plate4-36.raw,3:D,0.429,68539.57506,0.469,37390.72127,0,0,0,0,0,0,1.776,19843.88276,0,0,0,0,0.586,99144.89977,0,0,0.758,12230.39123,0.628,26544.27852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12257.88710,96164.17300,20605.52943,2.843725517,12.68763797,35.00183289,2017-Jan26-1536-CN-Plate4-52.Raw,2017-jan26-1536-cn-plate4-52.raw,4:D,0.429,67094.98564,0.469,36582.71007,0,0,0,0,0,0,1.776,20605.52943,0,0,0,0,0.586,96164.17300,0,0,0.758,12257.88710,0,0,0.704,29586.66131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955.83489,92920.25734,19933.84979,2.174082389,3.235819119,34.96072949,2017-Jan26-1536-CN-Plate4-68.Raw,2017-jan26-1536-cn-plate4-68.raw,5:D,0.430,63445.99524,0.470,41041.42109,0,0,0,0,0,0,1.776,19933.84979,0,0,0,0,0.587,92920.25734,0,0,0,0,0,0,0,0,0.597,18411.81736,0.729,3955.83489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6814.10109,94730.39426,18601.95915,2.174082389,5.972926182,38.19371666,2017-Jan26-1536-CN-Plate4-84.Raw,2017-jan26-1536-cn-plate4-84.raw,6:D,0.429,64171.38898,0.469,38676.02691,0,0,0,0,0,0,1.776,18601.95915,0,0,0,0,0.586,94730.39426,0,0,0,0,0,0,0,0,0,0,0.728,6814.10109,0.645,21244.41930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8592.02327,91118.13644,17421.60251,2.174082389,8.041639597,39.22635837,2017-Jan26-1536-CN-Plate4-100.Raw,2017-jan26-1536-cn-plate4-100.raw,7:D,0.430,60627.80135,0.469,36353.58477,0,0,0,0,0,0,1.776,17421.60251,0,0,0,0,0.586,91118.13644,0,0,0,0,0,0,0,0,0,0,0.727,8592.02327,0,0,0.707,28850.21467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,89985.24337,16840.86247,,0,40.07451083,2017-Jan26-1536-CN-Plate4-116.Raw,2017-jan26-1536-cn-plate4-116.raw,8:D,0.430,59964.59061,0.469,39892.62836,0,0,0,0,0,0,1.776,16840.86247,0,0,0,0,0.586,89985.24337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45473.77976,93579.85212,18733.04828,1.042356705,18.97711675,37.46581339,2017-Jan26-1536-CN-Plate4-132.Raw,2017-jan26-1536-cn-plate4-132.raw,9:D,0,0,0.470,27193.95138,0,0,0,0,0,0,1.776,18733.04828,0,0,0,0,0.587,93579.85212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,39030.64154,1.397,45473.77976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67099.51504,93151.86434,18339.84865,1.042356705,28.60232004,38.09404298,2017-Jan26-1536-CN-Plate4-148.Raw,2017-jan26-1536-cn-plate4-148.raw,10:D,0,0,0.470,19432.16887,0,0,0,0,0,0,1.776,18339.84865,0,0,0,0,0.587,93151.86434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37108.46918,1.397,67099.51504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95438.04204,95819.05300,18527.00538,1.042356705,40.27113975,38.78893987,2017-Jan26-1536-CN-Plate4-164.Raw,2017-jan26-1536-cn-plate4-164.raw,11:D,0,0,0.470,7938.93494,0,0,0,0,0,0,1.776,18527.00538,0,0,0,0,0.587,95819.05300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,38429.00213,1.397,95438.04204,0,0,0,0,1.316,1814.46834,0,0,0,0,0,0,0,0,0,0,0,0
0,92697.66183,17942.94776,0.948682226,0,38.74683654,2017-Jan26-1536-CN-Plate4-180.Raw,2017-jan26-1536-cn-plate4-180.raw,12:D,0,0,0.470,40657.88105,0,0,0,0,0,0,1.776,17942.94776,0,0,0,0,0.586,92697.66183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37569.32403,0,0,0,0,0,0,0,0,1.076,21531.93490,0,0,0,0,0,0,0,0,0,0
4618.02375,94376.28138,18311.18021,0.948682226,1.79441071,38.65518784,2017-Jan26-1536-CN-Plate4-196.Raw,2017-jan26-1536-cn-plate4-196.raw,13:D,0,0,0.471,40162.69396,0,0,0,0,0,0,1.777,18311.18021,0,0,0,0,0.588,94376.28138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,36683.94984,0,0,0,0,0,0,0,0,0,0,1.226,4618.02375,1.116,30797.19494,0,0,0,0,0,0
5148.82524,94208.59360,17730.17572,0.948682226,2.066222749,39.85095598,2017-Jan26-1536-CN-Plate4-212.Raw,2017-jan26-1536-cn-plate4-212.raw,14:D,0,0,0.470,39823.05483,0,0,0,0,0,0,1.776,17730.17572,0,0,0,0,0.586,94208.59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,36146.64749,0,0,0,0,0,0,0,0,0,0,1.225,5148.82524,0,0,1.174,50141.02278,0,0,0,0
10260.83716,101777.5748,19933.44472,1.337543187,5.163801227,38.29402402,2017-Jan26-1536-CN-Plate4-228.Raw,2017-jan26-1536-cn-plate4-228.raw,15:D,0,0,0.470,42664.18534,0,0,0,0,1.422,10260.83716,1.776,19933.44472,0,0,0,0,0.586,101777.5748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,36029.86687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,21876.81647,0,0
24561.63863,101123.3307,20721.27298,1.337543187,11.8907701,36.60127355,2017-Jan26-1536-CN-Plate4-244.Raw,2017-jan26-1536-cn-plate4-244.raw,16:D,0,0,0.470,39291.33525,0,0,0,0,1.423,24561.63863,1.777,20721.27298,0,0,0,0,0.587,101123.3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,36468.72022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,31135.89203
58245.05635,101538.5193,19582.22232,1.337543187,29.83775681,38.8892988,2017-Jan26-1536-CN-Plate4-260.Raw,2017-jan26-1536-cn-plate4-260.raw,17:D,0,0,0.469,31640.55600,0,0,1.395,36496.11781,1.421,58245.05635,1.776,19582.22232,0,0,0,0,0.585,101538.5193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38157.17245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16054.39336,110102.7412,20651.28908,2.843725517,16.58042552,39.9863929,2017-Jan26-1536-CN-Plate4-276.Raw,2017-jan26-1536-cn-plate4-276.raw,18:D,0,0,0.469,37323.77071,0,0,0,0,0,0,1.776,20651.28908,0,0,0,0,0.585,110102.7412,0.585,110102.7412,0.757,16054.39336,0,0,0,0,0,0,0,0,0,0,0,0,0.303,38513.72302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25719.01291,101909.8245,20359.47384,2.843725517,26.94242513,37.54142618,2017-Jan26-1536-CN-Plate4-292.Raw,2017-jan26-1536-cn-plate4-292.raw,19:D,0,0,0.470,30684.79020,0,0,0,0,0,0,1.776,20359.47384,0,0,0,0,0.586,101909.8245,0,0,0.758,25719.01291,0.628,23295.70064,0,0,0,0,0,0,0,0,0,0,0.304,38333.84876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25923.90981,102325.1881,20245.39429,2.843725517,27.31009438,37.90683946,2017-Jan26-1536-CN-Plate4-308.Raw,2017-jan26-1536-cn-plate4-308.raw,20:D,0,0,0.470,30036.76337,0,0,0,0,0,0,1.776,20245.39429,0,0,0,0,0.586,102325.1881,0,0,0.758,25923.90981,0,0,0.704,22421.13693,0,0,0,0,0,0,0,0,0.305,39645.24549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900.36220,99967.81732,20295.78383,2.174082389,5.543745956,36.94159518,2017-Jan26-1536-CN-Plate4-324.Raw,2017-jan26-1536-cn-plate4-324.raw,21:D,0,0,0.470,40150.98541,0,0,0,0,0,0,1.776,20295.78383,0,0,0,0,0.586,99967.81732,0,0,0,0,0,0,0,0,0.596,20324.14688,0.728,6900.36220,0,0,0,0,0.304,38417.32810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12951.13296,102513.9343,20595.69239,2.174082389,10.25341715,37.33084049,2017-Jan26-1536-CN-Plate4-340.Raw,2017-jan26-1536-cn-plate4-340.raw,22:D,0,0,0.470,37808.39383,0,0,0,0,0,0,1.776,20595.69239,0,0,0,0,0.586,102513.9343,0,0,0,0,0,0,0,0,0,0,0.727,12951.13296,0.644,23585.98816,0,0,0.304,37710.93035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18521.63148,101025.2325,20314.08580,2.174082389,14.86685885,37.29871241,2017-Jan26-1536-CN-Plate4-356.Raw,2017-jan26-1536-cn-plate4-356.raw,23:D,0,0,0.470,36968.89029,0,0,0,0,0,0,1.776,20314.08580,0,0,0,0,0.586,101025.2325,0,0,0,0,0,0,0,0,0,0,0.727,18521.63148,0,0,0.707,30724.05907,0.303,36700.36172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,101606.9136,20541.63815,,0,37.09791042,2017-Jan26-1536-CN-Plate4-372.Raw,2017-jan26-1536-cn-plate4-372.raw,24:D,0,0,0.470,43548.66387,0,0,0,0,0,0,1.776,20541.63815,0,0,0,0,0.585,101606.9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39203.58474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103853.1624,12397.15598,17660.10264,1.337543187,58.99233401,5.264899744,2017-Jan26-1536-CN-Plate4-5.Raw,2017-jan26-1536-cn-plate4-5.raw,1:E,0.430,61810.04139,0.468,14685.05878,0.597,12397.15598,1.396,17436.25898,1.422,103853.1624,1.776,17660.10264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51752.72641,12620.02503,18316.63453,2.843725517,60.26102193,5.167444248,2017-Jan26-1536-CN-Plate4-21.Raw,2017-jan26-1536-cn-plate4-21.raw,2:E,0.430,61250.61453,0.469,15157.38888,0.598,12620.02503,0,0,0,0,1.776,18316.63453,0,0,0,0,0,0,0.577,5728.37672,0.758,51752.72641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53352.39180,12822.72792,18885.60413,2.843725517,60.25206697,5.092262803,2017-Jan26-1536-CN-Plate4-37.Raw,2017-jan26-1536-cn-plate4-37.raw,3:E,0.430,61996.03800,0.468,15079.77669,0.597,12822.72792,0,0,0,0,1.776,18885.60413,0,0,0,0,0,0,0,0,0.758,53352.39180,0.628,8631.16411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54749.94473,13408.60800,18409.67559,2.843725517,63.42879895,5.462592729,2017-Jan26-1536-CN-Plate4-53.Raw,2017-jan26-1536-cn-plate4-53.raw,4:E,0.429,64780.97690,0.468,14190.64866,0.597,13408.60800,0,0,0,0,1.776,18409.67559,0,0,0,0,0,0,0,0,0.758,54749.94473,0,0,0.704,7999.47006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28654.53641,22859.92544,18090.23708,2.174082389,25.82773903,9.477456823,2017-Jan26-1536-CN-Plate4-69.Raw,2017-jan26-1536-cn-plate4-69.raw,5:E,0.431,48519.47564,0.469,28451.13438,0.598,22859.92544,0,0,0,0,1.776,18090.23708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,22859.92544,0.726,28654.53641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60446.62418,12434.98764,16349.71967,2.174082389,60.28357539,5.704220574,2017-Jan26-1536-CN-Plate4-85.Raw,2017-jan26-1536-cn-plate4-85.raw,6:E,0.430,56735.70795,0.468,14362.94250,0.597,12434.98764,0,0,0,0,1.776,16349.71967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,60446.62418,0.645,5882.51649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62696.90276,12154.12268,16507.91383,2.174082389,61.92858478,5.521952747,2017-Jan26-1536-CN-Plate4-101.Raw,2017-jan26-1536-cn-plate4-101.raw,7:E,0.430,57115.78685,0.469,14447.82381,0.598,12154.12268,0,0,0,0,1.776,16507.91383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,62696.90276,0,0,0.708,10397.08696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,9911.82714,15959.33715,,0,4.658006963,2017-Jan26-1536-CN-Plate4-117.Raw,2017-jan26-1536-cn-plate4-117.raw,8:E,0.434,32471.86111,0.470,37124.83471,0.597,9911.82714,0,0,0,0,1.776,15959.33715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61586.78698,10421.21919,17114.03121,1.042356705,28.1327933,4.566962803,2017-Jan26-1536-CN-Plate4-133.Raw,2017-jan26-1536-cn-plate4-133.raw,9:E,0,0,0.470,20912.97229,0.598,10421.21919,0,0,0,0,1.776,17114.03121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39591.13893,1.396,61586.78698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86968.24356,10705.39581,16956.02036,1.042356705,40.09723237,4.735218931,2017-Jan26-1536-CN-Plate4-149.Raw,2017-jan26-1536-cn-plate4-149.raw,10:E,0,0,0.470,11897.81951,0.598,10705.39581,0,0,0,0,1.776,16956.02036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,40414.18003,1.397,86968.24356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111486.56660,11394.56613,17898.46452,1.042356705,48.69500261,4.774669129,2017-Jan26-1536-CN-Plate4-165.Raw,2017-jan26-1536-cn-plate4-165.raw,11:E,0,0,0.470,1632.79024,0.598,11394.56613,0,0,0,0,1.776,17898.46452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,39832.83536,1.396,111486.56660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727.16731,9942.22136,16974.49857,0.948682226,0.723968187,4.392863796,2017-Jan26-1536-CN-Plate4-181.Raw,2017-jan26-1536-cn-plate4-181.raw,12:E,0,0,0.470,39569.63716,0.598,9942.22136,0,0,0,0,1.776,16974.49857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,40149.67467,0,0,0,0,0,0,0,0,1.076,22604.94752,1.225,1727.16731,0,0,0,0,0,0,0,0
129390.8853,11563.92147,17914.96306,0.948682226,51.38895599,4.841171637,2017-Jan26-1536-CN-Plate4-197.Raw,2017-jan26-1536-cn-plate4-197.raw,13:E,0,0,0,0,0.598,11563.92147,0,0,0,0,1.776,17914.96306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,40103.29692,0,0,0,0,0,0,0,0,0,0,1.224,129390.8853,0,0,0,0,0,0,0,0
