product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,Prod-to-IS-Ratio,UV210_Toluidine Rt(min),UV210_Toluidine AreaAbs,UV210_P2Et Rt(min),UV210_P2Et AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_21 Rt(min),UV210_Additive_21 AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_Additive_23 Rt(min),UV210_Additive_23 AreaAbs,UV210_Additive_25 Rt(min),UV210_Additive_25 AreaAbs,UV210_Additive_27 Rt(min),UV210_Additive_27 AreaAbs
138962.896,72225.97281,23982.96715,0.948682226,41.22664286,22.5866463,2017-Feb17-1536-CN-Plate3-53.Raw,2017-feb17-1536-cn-plate3-53.raw,C:5,0.0000,0.468,8271.87699,1.009,15479.37934,0,0,0,0,1.778,23982.96715,0,0,0,0,0,0,0,0,1.226,138962.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870,72225.97281,0,0
154103.6349,75331.23053,23142.10115,0.948682226,47.37967992,24.4136963,2017-Feb17-1536-CN-Plate3-54.Raw,2017-feb17-1536-cn-plate3-54.raw,C:6,0.0000,0.468,3906.33186,1.007,16156.63929,0,0,0,0,1.777,23142.10115,0,0,0,0,0,0,0,0,1.225,154103.6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,75331.23053,0,0
26535.41278,63296.48082,23656.92102,1.337543187,11.25218088,20.06700728,2017-Feb17-1536-CN-Plate3-55.Raw,2017-feb17-1536-cn-plate3-55.raw,C:7,0.0000,0.469,41453.02256,1.011,14003.00286,0,0,0,0,1.777,23656.92102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,23936.86863,1.423,26535.41278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870,63296.48082,0,0
157763.2688,75864.67424,23673.45536,1.337543187,66.85183325,24.03472785,2017-Feb17-1536-CN-Plate3-56.Raw,2017-feb17-1536-cn-plate3-56.raw,C:8,0.0000,0,0,1.007,16218.13074,0,0,0,0,1.776,23673.45536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,157763.2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,75864.67424,0,0
158511.8493,73271.48647,23489.10929,1.337543187,67.69619533,23.39535918,2017-Feb17-1536-CN-Plate3-57.Raw,2017-feb17-1536-cn-plate3-57.raw,C:9,0.0000,0,0,1.010,15911.85733,0,0,0,0,1.777,23489.10929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,158511.8493,0,0,1.398,2039.42892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870,73271.48647,0,0
20915.57486,71501.95995,24012.30292,2.843725517,18.57739993,22.33291415,2017-Feb17-1536-CN-Plate3-58.Raw,2017-feb17-1536-cn-plate3-58.raw,C:10,0.0000,0.469,37211.48807,1.010,14202.05453,0,0,0,0,1.779,24012.30292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579,27939.55523,0.758,20915.57486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870,71501.95995,0,0
24506.58648,70487.63934,23542.00684,2.843725517,22.20180478,22.4559146,2017-Feb17-1536-CN-Plate3-59.Raw,2017-feb17-1536-cn-plate3-59.raw,C:11,0.0000,0.469,34330.32150,1.011,13924.48299,0,0,0,0,1.778,23542.00684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,24506.58648,0.630,25173.88992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870,70487.63934,0,0
25097.73453,74149.49809,23944.53516,2.843725517,22.35512226,23.22539285,2017-Feb17-1536-CN-Plate3-60.Raw,2017-feb17-1536-cn-plate3-60.raw,C:12,0.0000,0.469,36497.58443,1.009,14840.37058,0,0,0,0,1.778,23944.53516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,25097.73453,0,0,0.705,27406.89642,0,0,0,0,0,0,0,0,0,0,0,0,0.870,74149.49809,0,0
56984.53188,72061.01159,23976.78171,2.174082389,38.7528241,22.54087282,2017-Feb17-1536-CN-Plate3-61.Raw,2017-feb17-1536-cn-plate3-61.raw,C:13,0.0000,0.467,24693.31558,1.007,15040.23521,0,0,0,0,1.776,23976.78171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,8709.01246,0.724,56984.53188,0,0,0,0,0,0,0,0,0.868,72061.01159,0,0
37613.23391,75454.47989,24559.05607,2.174082389,24.97274403,23.0427667,2017-Feb17-1536-CN-Plate3-62.Raw,2017-feb17-1536-cn-plate3-62.raw,C:14,0.0000,0.468,32614.00694,1.009,15481.55634,0,0,0,0,1.777,24559.05607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,37613.23391,0.645,19522.53490,0,0,0,0,0,0,0.869,75454.47989,0,0
110310.40880,75149.20101,23945.52080,2.174082389,75.11548375,23.53755479,2017-Feb17-1536-CN-Plate3-63.Raw,2017-feb17-1536-cn-plate3-63.raw,C:15,0.0000,0.469,2884.70258,1.009,16087.80205,0,0,0,0,1.778,23945.52080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,110310.40880,0,0,0.711,3958.20738,0,0,0,0,0.870,75149.20101,0,0
,65095.34908,24571.22017,,0,19.86938845,2017-Feb17-1536-CN-Plate3-64.Raw,2017-feb17-1536-cn-plate3-64.raw,C:16,0.0000,0.468,52528.51129,1.008,15726.61385,0,0,0,0,1.776,24571.22017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,65095.34908,0,0
63348.49157,71488.62597,25501.69449,1.042356705,19.41980511,21.02466937,2017-Feb17-1536-CN-Plate3-65.Raw,2017-feb17-1536-cn-plate3-65.raw,C:17,0.0000,0.466,32450.68362,0,0,0,0,1.396,63348.49157,1.776,25501.69449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,47084.60625,0,0,0.867,71488.62597,0,0
99836.77801,75646.42115,24333.00934,1.042356705,32.07542073,23.31598821,2017-Feb17-1536-CN-Plate3-66.Raw,2017-feb17-1536-cn-plate3-66.raw,C:18,0.0000,0.466,18028.74358,0,0,0,0,1.396,99836.77801,1.776,24333.00934,0,0,1.268,1791.58041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,62874.98645,0,0,0.868,75646.42115,0,0
107548.5205,75968.20929,24355.83818,1.042356705,34.52065187,23.39322365,2017-Feb17-1536-CN-Plate3-67.Raw,2017-feb17-1536-cn-plate3-67.raw,C:19,0.0000,0.465,14831.81824,0,0,0,0,1.396,107548.5205,1.776,24355.83818,0,0,0,0,1.315,7781.43769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,76947.75235,0,0,0.868,75968.20929,0,0
7334.57853,72995.22104,25221.25722,0.948682226,2.069142775,21.7064579,2017-Feb17-1536-CN-Plate3-68.Raw,2017-feb17-1536-cn-plate3-68.raw,C:20,0.0000,0.467,52873.96528,0,0,0,0,0,0,1.776,25221.25722,0,0,0,0,0,0,1.076,30399.39652,1.224,7334.57853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,37819.53164,0,0,0.868,72995.22104,0,0
50345.99608,73993.26572,24837.35978,0.948682226,14.42253285,22.34333673,2017-Feb17-1536-CN-Plate3-69.Raw,2017-feb17-1536-cn-plate3-69.raw,C:21,0.0000,0.466,37618.88212,0,0,0,0,0,0,1.776,24837.35978,0,0,0,0,0,0,0,0,1.224,50345.99608,1.113,33907.35267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,46647.77471,0,0,0.868,73993.26572,0,0
75225.23474,76303.73545,23344.88397,0.948682226,22.92734992,24.51406556,2017-Feb17-1536-CN-Plate3-70.Raw,2017-feb17-1536-cn-plate3-70.raw,C:22,0.0000,0.466,34197.54627,0,0,0,0,0,0,1.776,23344.88397,0,0,0,0,0,0,0,0,1.224,75225.23474,0,0,1.173,34347.14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,50646.51988,0,0,0.867,76303.73545,0,0
15039.72804,69849.36855,25915.13146,1.337543187,5.821778044,20.21484109,2017-Feb17-1536-CN-Plate3-71.Raw,2017-feb17-1536-cn-plate3-71.raw,C:23,0.0000,0.469,47621.48396,0,0,0,0,0,0,1.778,25915.13146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313,25808.96238,1.424,15039.72804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435,38864.49803,0,0,0.870,69849.36855,0,0
80723.39178,73024.10297,23967.98427,1.337543187,33.78601477,22.85051451,2017-Feb17-1536-CN-Plate3-72.Raw,2017-feb17-1536-cn-plate3-72.raw,C:24,0.0000,0.466,28703.64461,0,0,0,0,0,0,1.776,23967.98427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,80723.39178,1.342,27410.13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,49643.89585,0,0,0.868,73024.10297,0,0
19887.92541,13927.63451,23198.93235,1.042356705,6.70191803,4.502675264,2017-Feb17-1536-CN-Plate3-73.Raw,2017-feb17-1536-cn-plate3-73.raw,D:1,0.0000,0.469,39228.83455,1.011,14574.11198,1.241,2312.26898,1.397,19887.92541,1.777,23198.93235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,13927.63451
55295.84690,21625.88873,27496.07777,1.042356705,15.721696,5.898810982,2017-Feb17-1536-CN-Plate3-74.Raw,2017-feb17-1536-cn-plate3-74.raw,D:2,0.0000,0.467,35613.45379,1.005,17363.79697,0,0,1.396,55295.84690,1.775,27496.07777,0,0,1.268,6770.26725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,21625.88873
102169.545,26835.02535,24930.35134,1.042356705,32.03839032,8.072998548,2017-Feb17-1536-CN-Plate3-75.Raw,2017-feb17-1536-cn-plate3-75.raw,D:3,0.0000,0.468,10252.09202,1.010,16972.72961,0,0,1.398,102169.545,1.777,24930.35134,0,0,0,0,1.316,4770.28318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,26835.02535
0,9320.47554,24482.18416,0.948682226,0,2.855283095,2017-Feb17-1536-CN-Plate3-76.Raw,2017-feb17-1536-cn-plate3-76.raw,D:4,0.0000,0.469,50702.80437,1.009,16326.26841,0,0,0,0,1.776,24482.18416,0,0,0,0,0,0,1.076,31299.79587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,9320.47554
19646.96166,18096.81390,25278.98436,0.948682226,5.529906697,5.369128061,2017-Feb17-1536-CN-Plate3-77.Raw,2017-feb17-1536-cn-plate3-77.raw,D:5,0.0000,0.467,42473.72201,1.009,14250.70843,0,0,0,0,1.776,25278.98436,0,0,0,0,0,0,0,0,1.224,19646.96166,1.113,54864.72506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,18096.81390
23679.75281,18985.09602,24629.05781,0.948682226,6.840870887,5.78131008,2017-Feb17-1536-CN-Plate3-78.Raw,2017-feb17-1536-cn-plate3-78.raw,D:6,0.0000,0.469,47112.53887,1.009,15095.46714,0,0,0,0,1.777,24629.05781,0,0,0,0,0,0,0,0,1.226,23679.75281,0,0,1.176,54288.20005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,18985.09602
1307.47736,13312.90897,23138.66046,1.337543187,0.566845941,4.31515115,2017-Feb17-1536-CN-Plate3-79.Raw,2017-feb17-1536-cn-plate3-79.raw,D:7,0.0000,0.469,43382.47441,1.012,13841.59135,0,0,0,0,1.777,23138.66046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313,28060.80672,1.423,1307.47736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,13312.90897
62084.40182,23305.32832,28098.75430,1.337543187,22.16483544,6.220559124,2017-Feb17-1536-CN-Plate3-80.Raw,2017-feb17-1536-cn-plate3-80.raw,D:8,0.0000,0.467,35653.01402,1.008,15166.55063,0,0,0,0,1.776,28098.75430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,62084.40182,1.342,34749.26997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,23305.32832
75647.88114,22652.93616,24154.29438,1.337543187,31.41749034,7.033822581,2017-Feb17-1536-CN-Plate3-81.Raw,2017-feb17-1536-cn-plate3-81.raw,D:9,0.0000,0.469,29185.85744,1.012,16071.85438,0,0,0,0,1.777,24154.29438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424,75647.88114,0,0,1.397,33770.73083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,22652.93616
27008.66354,22773.00283,25838.17619,2.843725517,22.29411196,6.610277754,2017-Feb17-1536-CN-Plate3-82.Raw,2017-feb17-1536-cn-plate3-82.raw,D:10,0.0000,0.469,36602.21170,1.010,14832.26812,0,0,0,0,1.777,25838.17619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,31252.78157,0.757,27008.66354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,22773.00283
35684.10998,22208.94597,24370.16234,2.843725517,31.22952549,6.834878344,2017-Feb17-1536-CN-Plate3-83.Raw,2017-feb17-1536-cn-plate3-83.raw,D:11,0.0000,0.469,31263.54414,1.010,14256.29717,0,0,0,0,1.778,24370.16234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,35684.10998,0.630,22995.15166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,22208.94597
36558.45608,24441.50025,25009.58768,2.843725517,31.17670784,7.329639107,2017-Feb17-1536-CN-Plate3-84.Raw,2017-feb17-1536-cn-plate3-84.raw,D:12,0.0000,0.469,32630.55243,1.009,15945.38844,0,0,0,0,1.778,25009.58768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,36558.45608,0,0,0.705,28039.79098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,24441.50025
4605.98475,14787.15419,24723.42096,2.174082389,3.037744154,4.485773091,2017-Feb17-1536-CN-Plate3-85.Raw,2017-feb17-1536-cn-plate3-85.raw,D:13,0.0000,0.468,43386.67528,1.010,15287.30641,0,0,0,0,1.776,24723.42096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,21769.08831,0.727,4605.98475,0,0,0,0,0,0,0,0,0,0,0.964,14787.15419
22650.53018,24962.32051,27085.53928,2.174082389,13.63572226,6.912079613,2017-Feb17-1536-CN-Plate3-86.Raw,2017-feb17-1536-cn-plate3-86.raw,D:14,0.0000,0.468,41869.83247,1.008,14706.30494,0,0,0,0,1.776,27085.53928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,22650.53018,0.645,26375.25646,0,0,0,0,0,0,0,0,0.965,24962.32051
32769.35309,22571.91367,25049.14397,2.174082389,21.33105034,6.758288937,2017-Feb17-1536-CN-Plate3-87.Raw,2017-feb17-1536-cn-plate3-87.raw,D:15,0.0000,0.468,34940.42106,1.008,14398.08911,0,0,0,0,1.776,25049.14397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,32769.35309,0,0,0.707,33298.61339,0,0,0,0,0,0,0.964,22571.91367
,12606.34838,24128.65515,,0,3.918478352,2017-Feb17-1536-CN-Plate3-88.Raw,2017-feb17-1536-cn-plate3-88.raw,D:16,0.0000,0.468,46586.61564,1.010,14757.02628,0,0,0,0,1.777,24128.65515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,12606.34838
31849.86109,37257.17031,23745.14286,1.042356705,10.4860128,11.76782886,2017-Feb17-1536-CN-Plate3-89.Raw,2017-feb17-1536-cn-plate3-89.raw,D:17,0.0000,0.467,40277.15295,0,0,1.240,3193.87194,1.396,31849.86109,1.776,23745.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,52063.74100,0,0,0,0,0.964,37257.17031
83406.03422,46273.37840,24793.51869,1.042356705,26.29886063,13.99762343,2017-Feb17-1536-CN-Plate3-90.Raw,2017-feb17-1536-cn-plate3-90.raw,D:18,0.0000,0.468,26739.60879,0,0,0,0,1.398,83406.03422,1.778,24793.51869,0,0,1.271,2145.99812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,52629.47391,0,0,0,0,0.965,46273.37840
79367.36389,47389.79298,26187.32992,1.042356705,23.69345333,13.5723439,2017-Feb17-1536-CN-Plate3-91.Raw,2017-feb17-1536-cn-plate3-91.raw,D:19,0.0000,0.466,27521.52852,0,0,0,0,1.396,79367.36389,1.776,26187.32992,0,0,0,0,1.316,17381.28070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,57254.72834,0,0,0,0,0.964,47389.79298
0,39704.57234,24158.65052,0.948682226,0,12.32619729,2017-Feb17-1536-CN-Plate3-92.Raw,2017-feb17-1536-cn-plate3-92.raw,D:20,0.0000,0.467,54720.14411,0,0,0,0,0,0,1.776,24158.65052,0,0,0,0,0,0,1.076,32597.33744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,47727.70723,0,0,0,0,0.964,39704.57234
24517.64755,42160.65263,25918.88897,0.948682226,6.730455291,12.19978585,2017-Feb17-1536-CN-Plate3-93.Raw,2017-feb17-1536-cn-plate3-93.raw,D:21,0.0000,0.467,45509.96063,0,0,0,0,0,0,1.776,25918.88897,0,0,0,0,0,0,0,0,1.224,24517.64755,1.114,56101.30057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,45789.72378,0,0,0,0,0.964,42160.65263
51928.57921,45674.63824,27534.81374,0.948682226,13.41857273,12.44096983,2017-Feb17-1536-CN-Plate3-94.Raw,2017-feb17-1536-cn-plate3-94.raw,D:22,0.0000,0.467,41397.57392,0,0,0,0,0,0,1.776,27534.81374,0,0,0,0,0,0,0,0,1.224,51928.57921,0,0,1.174,48389.56550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,60521.59348,0,0,0,0,0.964,45674.63824
2527.18284,37669.29402,24459.90850,1.337543187,1.036456102,11.55031734,2017-Feb17-1536-CN-Plate3-95.Raw,2017-feb17-1536-cn-plate3-95.raw,D:23,0.0000,0.468,50927.28353,0,0,0,0,0,0,1.776,24459.90850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,28508.67842,1.422,2527.18284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,44001.01452,0,0,0,0,0.964,37669.29402
57259.53065,44210.05552,24978.17001,1.337543187,22.99620882,13.27460804,2017-Feb17-1536-CN-Plate3-96.Raw,2017-feb17-1536-cn-plate3-96.raw,D:24,0.0000,0.467,37117.45622,0,0,0,0,0,0,1.776,24978.17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,57259.53065,1.342,34222.95787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,48542.94552,0,0,0,0,0.964,44210.05552
37487.53222,0,22254.29404,1.042356705,13.16893511,0,2017-Feb17-1536-CN-Plate3-97.Raw,2017-feb17-1536-cn-plate3-97.raw,E:1,0.0000,0.469,40918.94845,1.009,15939.06737,1.242,1445.74022,1.398,37487.53222,1.778,22254.29404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48908.50203,8335.60994,22766.05774,1.042356705,16.79477369,2.74606501,2017-Feb17-1536-CN-Plate3-98.Raw,2017-feb17-1536-cn-plate3-98.raw,E:2,0.0000,0.468,41297.95141,1.007,17840.13097,0,0,1.397,48908.50203,1.776,22766.05774,0.925,8335.60994,1.269,7676.24326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47309.83418,7735.64722,22766.70898,1.042356705,16.24533971,2.548341713,2017-Feb17-1536-CN-Plate3-99.Raw,2017-feb17-1536-cn-plate3-99.raw,E:3,0.0000,0.467,38082.62673,1.007,15458.71851,0,0,1.396,47309.83418,1.776,22766.70898,0.924,7735.64722,0,0,1.315,24755.67567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6956.83886,0,23363.21929,0.948682226,2.118660091,0,2017-Feb17-1536-CN-Plate3-100.Raw,2017-feb17-1536-cn-plate3-100.raw,E:4,0.0000,0.468,54478.63220,1.006,15458.31793,0,0,0,0,1.776,23363.21929,0,0,0,0,0,0,1.075,29012.02742,1.224,6956.83886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52373.45104,7283.15174,23497.34963,0.948682226,15.85894672,2.324672311,2017-Feb17-1536-CN-Plate3-101.Raw,2017-feb17-1536-cn-plate3-101.raw,E:5,0.0000,0.468,40122.66792,1.009,15362.64594,0,0,0,0,1.777,23497.34963,0.925,7283.15174,0,0,0,0,0,0,1.226,52373.45104,1.115,45125.53252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61623.64511,5941.18448,27491.33453,0.948682226,15.94900479,1.620833778,2017-Feb17-1536-CN-Plate3-102.Raw,2017-feb17-1536-cn-plate3-102.raw,E:6,0.0000,0.467,40536.62409,1.006,16342.58211,0,0,0,0,1.776,27491.33453,0.924,5941.18448,0,0,0,0,0,0,1.224,61623.64511,0,0,1.174,37102.86367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17954.95629,0,25339.23603,1.337543187,7.108204477,0,2017-Feb17-1536-CN-Plate3-103.Raw,2017-feb17-1536-cn-plate3-103.raw,E:7,0.0000,0.468,47429.67272,1.008,15498.32249,0,0,0,0,1.776,25339.23603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,24681.88568,1.421,17954.95629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56515.88966,6939.84259,22897.50183,1.337543187,24.76005147,2.273122187,2017-Feb17-1536-CN-Plate3-104.Raw,2017-feb17-1536-cn-plate3-104.raw,E:8,0.0000,0.467,39493.39899,1.007,17062.07792,0,0,0,0,1.776,22897.50183,0.924,6939.84259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,56515.88966,1.342,30989.49470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64735.12340,6750.79659,23099.92640,1.337543187,28.11243479,2.191824059,2017-Feb17-1536-CN-Plate3-105.Raw,2017-feb17-1536-cn-plate3-105.raw,E:9,0.0000,0.469,37058.49442,1.009,17682.32144,0,0,0,0,1.778,23099.92640,0.925,6750.79659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,64735.12340,0,0,1.397,37929.87848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28701.14498,9800.94288,22464.73408,2.843725517,27.24876847,3.272109581,2017-Feb17-1536-CN-Plate3-106.Raw,2017-feb17-1536-cn-plate3-106.raw,E:10,0.0000,0.469,37693.27959,1.010,15366.85588,0,0,0,0,1.778,22464.73408,0.925,9800.94288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,25686.06711,0.758,28701.14498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
